from_id;to_id;walk_t;walk_d;pt_m_tt;pt_m_t;pt_m_d;car_m_t;car_m_d
5922173;5785643;307;21489;151;133;31297;50;26925
5922174;5785643;304;21272;151;132;34289;49;26333
5922175;5785643;305;21370;151;130;34139;48;26451
5922176;5785643;304;21287;149;132;36958;51;26207
5922177;5785643;304;21249;149;129;28414;48;26541
5922178;5785643;303;21235;149;128;28345;52;26851
5922179;5785643;308;21534;148;121;27885;51;25221
5922180;5785643;305;21362;139;118;27685;49;24760
5922181;5785643;307;21462;138;118;26024;51;24987
5922182;5785643;305;21343;136;116;25887;49;24693
5922183;5785643;304;21248;133;111;25872;48;25177
5922184;5785643;306;21444;132;106;25567;51;25569
5922185;5785643;304;21296;131;103;25347;44;24085
5922186;5785643;307;21474;133;111;25869;45;23803
5922187;5785643;311;21774;133;111;25874;45;24357
5922188;5785643;311;21786;136;117;26920;45;30926
5922189;5785643;314;21969;141;122;27283;46;30562
5922190;5785643;316;22097;143;125;27465;45;30257
5922191;5785643;318;22267;141;122;28355;44;30100
5922192;5785643;319;22334;137;119;27401;45;29996
5922193;5785643;324;22661;145;134;31266;45;30226
5922194;5785643;327;22919;148;126;28827;46;30593
5922195;5785643;331;23183;148;129;29016;46;30854
5922196;5785643;336;23522;151;130;30295;43;28958
5922197;5785643;341;23880;151;131;30349;52;31231
5922198;5785643;344;24056;155;135;30904;52;30096
5922199;5785643;344;24065;151;132;30699;48;29716
5922200;5785643;345;24175;153;132;30827;49;29737
5922201;5785643;348;24338;151;128;30526;46;31010
5922202;5785643;352;24627;151;126;30653;46;30596
5922203;5785643;355;24823;153;131;31325;50;30478
5922204;5785643;358;25045;153;132;31366;49;30771
5922205;5785643;362;25374;157;136;31695;47;31675
5922206;5785643;366;25652;157;138;32643;48;31315
5922207;5785643;369;25856;157;137;32552;49;31222
5922208;5785643;373;26082;157;140;32762;50;32356
5922209;5785643;378;26493;162;145;33233;47;31834
5922210;5785643;380;26611;162;146;33351;51;33287
5922211;5785643;384;26906;163;147;35277;50;32997
5922212;5785643;384;26913;157;141;34895;47;32743
5922213;5785643;390;27322;162;144;35907;47;33142
5922214;5785643;391;27347;157;138;33053;49;33559
5922215;5785643;395;27664;163;142;33327;49;33749
5922216;5785643;396;27703;157;139;33158;57;33486
5922217;5785643;403;28239;174;157;37195;47;34247
5922218;5785643;408;28592;157;141;33920;55;36083
5922219;5785643;417;29208;165;149;34535;51;35585
5922220;5785643;417;29223;170;150;34550;50;35729
5922221;5785643;421;29497;171;152;35521;54;36055
5922222;5785643;426;29846;165;147;42276;53;36061
5922223;5785643;429;30057;165;147;42296;53;36147
5922224;5785643;432;30223;165;144;41650;53;35717
5922225;5785643;433;30305;165;145;41565;53;37219
5922226;5785643;436;30533;168;147;41588;53;35834
5922227;5785643;436;30530;168;147;41247;53;37364
5922228;5785643;438;30627;168;145;40606;53;35774
5922229;5785643;440;30774;168;141;40349;55;36014
5922230;5785643;440;30831;164;137;40029;53;35980
5922231;5785643;443;31034;159;133;39785;55;36235
5922232;5785643;444;31077;156;132;39695;53;34148
5922233;5785643;447;31299;164;136;39962;54;34376
5922234;5785643;453;31714;164;140;40222;58;36777
5922235;5785643;457;31976;171;143;40477;64;36569
5922236;5785643;456;31945;171;148;40165;65;35622
5922237;5785643;459;32118;171;149;41218;57;35111
5922238;5785643;458;32026;176;152;41605;52;34285
5922239;5785643;457;31971;180;159;41921;69;35892
5922240;5785643;460;32190;180;162;42140;54;34357
5922241;5785643;463;32440;182;165;42390;51;34076
5922242;5785643;471;32965;186;167;44974;50;34362
5922243;5785643;469;32837;182;165;44846;52;35013
5922244;5785643;470;32922;186;166;44931;55;35335
5922245;5785643;475;33238;191;171;45247;55;35533
5922246;5785643;498;34875;213;184;45545;58;37287
5922247;5785643;485;33977;192;172;45943;54;36126
5922248;5785643;486;34001;192;173;45967;57;36635
5922249;5785643;499;34923;213;187;51420;55;36789
5922250;5785643;498;34855;213;186;51352;58;37317
5922251;5785643;509;35627;219;197;52125;57;37680
5922252;5785643;510;35696;219;198;52193;61;38088
5922253;5785643;515;36078;225;203;52575;63;38485
5922254;5785643;518;36241;226;206;52738;64;38595
5922255;5785643;521;36492;228;209;52989;58;40397
5922256;5785643;525;36749;236;213;53246;65;41069
5923923;5785643;-1;-1;-1;-1;-1;-1;-1
5923924;5785643;-1;-1;-1;-1;-1;68;42927
5923925;5785643;532;37243;225;185;47767;65;42517
5923926;5785643;561;39276;236;218;48378;71;42928
5923927;5785643;559;39120;252;238;53678;73;42847
5923928;5785643;554;38794;240;223;47502;71;42298
5923929;5785643;553;38743;240;225;48855;65;41081
5923930;5785643;-1;-1;-1;-1;-1;72;42178
5923931;5785643;-1;-1;-1;-1;-1;63;40230
5923932;5785643;548;38333;236;219;48445;67;41770
5923933;5785643;547;38292;234;219;48404;69;41898
5923934;5785643;495;34685;214;200;46390;65;41534
5923935;5785643;491;34369;212;196;46074;63;38099
5923936;5785643;484;33897;210;189;45603;59;37841
5923937;5785643;483;33817;208;188;45523;61;38133
5923938;5785643;474;33172;204;185;44123;61;37943
5923939;5785643;468;32772;202;179;43723;54;36087
5923940;5785643;469;32799;204;180;43749;59;37145
5923941;5785643;-1;-1;-1;-1;-1;60;36830
5923942;5785643;455;31860;195;164;46917;58;36492
5923943;5785643;451;31571;183;156;41538;58;36025
5923944;5785643;451;31583;195;165;46993;59;36020
5923945;5785643;449;31463;197;166;46322;57;34577
5923946;5785643;443;31006;197;167;46351;58;34715
5923947;5785643;450;31532;198;170;46566;58;34450
5923948;5785643;453;31695;198;173;46758;55;33938
5923949;5785643;444;31062;198;173;45465;57;33944
5923950;5785643;440;30797;200;171;40039;57;33883
5923951;5785643;430;30131;198;177;38781;56;33204
5923952;5785643;434;30348;194;175;49030;57;33200
5923953;5785643;428;29991;181;155;39369;54;32247
5923954;5785643;414;28964;184;154;39278;52;31923
5923955;5785643;418;29259;178;150;39031;52;31685
5923956;5785643;420;29411;180;152;39183;54;31936
5923957;5785643;399;27957;180;154;39315;52;31867
5923958;5785643;395;27618;173;148;38407;55;32082
5923959;5785643;393;27488;173;148;38403;50;30025
5923960;5785643;387;27060;180;151;38590;49;29684
5923961;5785643;389;27239;172;144;37202;52;30005
5923962;5785643;381;26676;172;144;37253;53;29797
5923963;5785643;380;26578;173;138;36785;53;29892
5923964;5785643;375;26217;164;134;35783;56;31384
5923965;5785643;372;26073;164;134;35606;57;31118
5923966;5785643;368;25783;158;129;34982;54;30512
5923967;5785643;365;25575;158;127;34647;53;29878
5923968;5785643;361;25257;158;132;35124;55;30208
5923969;5785643;360;25203;158;132;34361;59;30584
5923970;5785643;363;25437;172;148;34516;59;28581
5923971;5785643;358;25091;166;146;34354;57;28270
5923972;5785643;354;24797;162;148;34045;59;28252
5923973;5785643;353;24701;162;146;33900;55;27817
5923974;5785643;356;24945;171;147;34146;55;28009
5923975;5785643;352;24638;171;143;33625;57;28197
5923976;5785643;348;24344;171;147;33453;61;30515
5923977;5785643;347;24259;171;148;33565;61;29577
5923978;5785643;342;23955;172;152;41700;55;28636
5923979;5785643;341;23864;171;148;40991;54;28673
5923980;5785643;339;23715;171;147;40906;55;28906
5923981;5785643;334;23348;171;147;40917;56;27822
5923982;5785643;334;23351;172;151;41225;62;28248
5923983;5785643;331;23163;172;149;31710;57;27506
5923984;5785643;327;22911;171;147;31565;55;28076
5923985;5785643;328;22943;171;137;30911;55;27993
5923986;5785643;326;22816;166;136;31452;53;27462
5923987;5785643;325;22753;158;132;30951;52;27137
5923988;5785643;322;22520;158;128;30689;51;26813
5923989;5785643;322;22508;158;131;30875;52;29362
5923990;5785643;317;22211;155;134;31041;52;26441
5923991;5785643;316;22143;162;138;31351;51;26453
5923992;5785643;313;21926;162;148;32558;50;26340
5923993;5785643;313;21945;162;145;32399;50;26658
5923994;5785643;309;21649;157;138;31917;50;26983
5923995;5785643;309;21650;151;133;31571;49;26626
5923996;5785643;308;21542;151;134;31617;48;26633
5923997;5785643;310;21685;151;131;33652;49;26632
5923998;5785643;308;21594;149;130;36330;47;26552
5923999;5785643;310;21704;149;126;36043;49;26846
5924000;5785643;307;21474;149;129;28810;53;27087
5924001;5785643;309;21648;149;129;28435;53;26504
5924002;5785643;310;21724;146;123;28047;47;25893
5924003;5785643;311;21752;148;123;29004;49;25977
5924004;5785643;314;21974;137;120;27131;49;25939
5924005;5785643;310;21696;136;116;26853;46;25147
5924006;5785643;310;21705;133;113;26623;46;24899
5924007;5785643;315;22047;133;108;26339;45;24434
5924008;5785643;313;21915;132;107;26242;54;31601
5924009;5785643;312;21866;133;111;26525;48;31207
5924010;5785643;314;21995;136;116;26861;48;31172
5924011;5785643;316;22150;136;119;27103;46;30794
5924012;5785643;318;22279;136;120;28158;45;30518
5924013;5785643;321;22496;136;117;27996;45;30415
5924014;5785643;322;22517;135;116;28141;45;30182
5924015;5785643;327;22871;136;119;28346;47;31000
5924016;5785643;329;23037;141;122;28543;47;31107
5924017;5785643;333;23305;148;128;29658;50;31495
5924018;5785643;338;23637;148;129;32922;47;30865
5924019;5785643;344;24045;148;126;30024;47;30790
5924020;5785643;345;24174;145;125;30230;46;30938
5924021;5785643;348;24346;148;128;30413;48;31562
5924022;5785643;348;24371;146;128;30187;46;31131
5924023;5785643;352;24615;148;124;30246;46;30855
5924024;5785643;356;24885;151;129;30625;47;30894
5924025;5785643;365;25535;151;132;31706;52;32692
5924026;5785643;363;25391;157;136;31994;52;32008
5924027;5785643;363;25397;157;137;31717;47;31862
5924028;5785643;370;25887;162;145;34859;53;31619
5924029;5785643;371;25963;162;145;34831;54;31698
5924030;5785643;378;26460;162;146;34413;49;32421
5924031;5785643;379;26523;162;145;33251;48;32182
5924032;5785643;382;26712;162;146;37250;50;32457
5924033;5785643;385;26936;162;148;36167;48;33099
5924034;5785643;389;27216;157;140;34580;48;32999
5924035;5785643;390;27289;162;147;38428;47;33052
5924036;5785643;394;27564;162;144;38199;48;33341
5924037;5785643;397;27796;162;145;38295;48;33670
5924038;5785643;404;28285;162;145;38298;47;34029
5924039;5785643;404;28305;157;139;33811;54;35630
5924040;5785643;405;28375;157;137;33702;50;35400
5924041;5785643;412;28857;163;144;34184;50;35464
5924042;5785643;418;29246;165;148;35250;52;35727
5924043;5785643;423;29598;165;149;35330;56;35726
5924044;5785643;426;29786;163;148;42480;54;35866
5924045;5785643;433;30324;170;151;42707;55;35900
5924046;5785643;435;30443;165;148;41778;57;36293
5924047;5785643;436;30548;165;144;41494;52;36975
5924048;5785643;437;30622;165;144;41267;55;37033
5924049;5785643;440;30772;165;144;41044;54;37101
5924050;5785643;442;30974;161;141;40521;53;37195
5924051;5785643;446;31214;162;140;40235;53;37438
5924052;5785643;444;31101;164;136;39952;54;36283
5924053;5785643;447;31268;158;132;39714;54;37965
5924054;5785643;448;31361;156;131;39616;55;38218
5924055;5785643;452;31606;164;135;39904;55;34789
5924056;5785643;452;31641;164;138;40142;60;36528
5924057;5785643;457;32002;165;141;40446;62;36438
5924058;5785643;459;32110;170;143;40816;59;36308
5924059;5785643;461;32274;171;147;41116;56;34999
5924060;5785643;460;32228;176;152;41582;55;34946
5924061;5785643;460;32204;180;159;41946;66;35672
5924062;5785643;463;32442;182;165;42392;72;36113
5924063;5785643;468;32757;186;169;42779;53;34306
5924064;5785643;497;34817;213;190;44661;51;34400
5924065;5785643;494;34564;213;186;44407;52;34849
5924066;5785643;473;33108;186;169;45118;53;35252
5924067;5785643;478;33478;192;172;45350;54;35524
5924068;5785643;499;34945;213;185;45614;56;37156
5924069;5785643;495;34651;207;181;45321;55;36851
5924070;5785643;490;34273;201;176;44942;54;36458
5924071;5785643;492;34472;202;180;50969;56;36790
5924072;5785643;498;34855;213;186;51352;58;37186
5924073;5785643;512;35849;219;200;52346;59;38122
5924074;5785643;512;35872;220;200;52369;60;37800
5924075;5785643;515;36046;225;203;52523;60;38228
5924076;5785643;515;36055;225;203;52531;62;38411
5924077;5785643;525;36728;236;213;53225;57;38120
5924078;5785643;526;36815;243;214;53312;60;41254
5924079;5785643;-1;-1;-1;-1;-1;60;41286
5924080;-1;-1;-1;-1;-1;-1;-1;-1
5925742;5785643;-1;-1;-1;-1;-1;-1;-1
5925743;5785643;-1;-1;-1;-1;-1;-1;-1
5925744;5785643;567;39676;240;224;48778;72;43263
5925745;5785643;562;39371;238;220;48472;70;42902
5925746;5785643;559;39134;234;216;48236;68;42690
5925747;5785643;557;39018;234;215;48119;70;42571
5925748;5785643;551;38561;238;223;48673;69;42132
5925749;5785643;548;38331;236;219;48443;67;41824
5925750;5785643;547;38301;234;219;48412;70;41962
5925751;5785643;-1;-1;-1;-1;-1;68;41319
5925752;5785643;546;38243;234;218;48354;65;41586
5925753;5785643;544;38080;232;221;54512;68;41742
5925754;5785643;496;34744;216;201;46450;71;41718
5925755;5785643;491;34373;212;196;46079;71;41426
5925756;5785643;487;34061;210;191;45767;69;41270
5925757;5785643;511;35757;230;216;47462;65;38321
5925758;5785643;508;35576;227;213;47282;62;38041
5925759;5785643;471;32970;204;182;43921;61;37689
5925760;5785643;473;33086;204;184;44037;58;36732
5925761;5785643;464;32455;198;173;47513;54;35530
5925762;5785643;458;32063;197;167;47120;54;34731
5925763;5785643;456;31917;195;165;46974;54;34508
5925764;5785643;453;31698;195;165;46202;57;35675
5925765;5785643;448;31373;195;164;46121;58;34295
5925766;5785643;445;31130;195;164;46165;56;34348
5925767;5785643;448;31357;198;168;46402;56;34187
5925768;5785643;449;31417;198;169;46072;57;34053
5925769;5785643;441;30900;194;170;45303;56;33753
5925770;5785643;439;30700;198;172;45425;55;33767
5925771;5785643;433;30323;188;158;39565;54;33086
5925772;5785643;432;30245;186;157;39487;54;32910
5925773;5785643;425;29745;172;149;38988;54;32537
5925774;5785643;424;29674;175;151;39129;53;32164
5925775;5785643;416;29126;171;148;38892;51;31506
5925776;5785643;414;28980;171;146;38755;56;31356
5925777;5785643;402;28147;180;152;39169;52;31813
5925778;5785643;403;28204;173;149;38949;52;31720
5925779;5785643;401;28036;173;145;38188;49;30047
5925780;5785643;389;27238;173;148;38365;62;32467
5925781;5785643;386;27029;171;141;36993;53;30120
5925782;5785643;384;26906;171;141;37060;55;29922
5925783;5785643;381;26682;171;137;36245;56;31132
5925784;5785643;377;26394;158;132;35628;55;30881
5925785;5785643;372;26074;158;130;35495;54;30511
5925786;5785643;370;25871;158;130;35267;54;30220
5925787;5785643;367;25700;158;129;34944;54;30227
5925788;5785643;366;25619;164;133;35228;55;30544
5925789;5785643;364;25459;171;136;34616;56;30762
5925790;5785643;364;25486;172;149;34564;58;28671
5925791;5785643;363;25376;166;148;34751;58;28475
5925792;5785643;356;24941;162;146;34127;57;28055
5925793;5785643;359;25109;166;144;34234;57;28496
5925794;5785643;358;25041;171;148;34507;60;28766
5925795;5785643;354;24802;166;145;34221;56;28264
5925796;5785643;351;24602;172;149;41771;58;30340
5925797;5785643;347;24307;166;147;41665;58;30357
5925798;5785643;348;24342;166;143;41068;56;29631
5925799;5785643;345;24133;171;144;40856;57;29399
5925800;5785643;339;23722;162;142;40254;55;29040
5925801;5785643;338;23667;171;146;40860;55;29254
5925802;5785643;337;23579;172;150;40777;58;29834
5925803;5785643;332;23221;171;146;31504;-1;-1
5925804;5785643;332;23211;171;143;31314;57;30657
5925805;5785643;331;23149;166;142;31858;53;27877
5925806;5785643;329;23061;162;136;31471;53;27599
5925807;5785643;328;22985;158;132;31194;52;29678
5925808;5785643;325;22764;154;128;30937;52;29426
5925809;5785643;325;22727;154;130;31084;51;29152
5925810;5785643;325;22752;157;136;31472;51;28914
5925811;5785643;319;22341;157;138;31574;50;26864
5925812;5785643;319;22336;157;140;31764;50;26607
5925813;5785643;317;22158;157;142;32161;50;27219
5925814;5785643;315;22027;153;137;31833;49;27058
5925815;5785643;311;21787;151;134;31593;49;26824
5925816;5785643;314;21979;153;137;31782;53;27073
5925817;5785643;314;21949;151;133;30077;53;27016
5925818;5785643;315;22043;149;129;36243;50;27548
5925819;5785643;318;22247;149;129;33486;48;27180
5925820;5785643;311;21783;149;131;28956;55;27209
5925821;5785643;312;21808;149;129;29414;50;26409
5925822;5785643;314;21966;149;126;29206;50;26336
5925823;5785643;314;22002;146;121;28818;48;25900
5925824;5785643;314;21948;137;117;28527;50;25620
5925825;5785643;311;21748;136;116;26888;48;25511
5925826;5785643;315;22017;137;120;27147;52;25772
5925827;5785643;315;22070;133;108;26303;53;26394
5925828;5785643;312;21862;130;102;25918;54;26227
5925829;5785643;317;22198;133;109;26352;51;31407
5925830;5785643;318;22264;133;112;26575;49;31233
5925831;5785643;318;22257;136;115;27197;49;31123
5925832;5785643;322;22522;136;119;27587;46;30912
5925833;5785643;325;22730;136;118;28054;47;30720
5925834;5785643;326;22813;136;120;28698;50;31022
5925835;5785643;329;23054;136;119;28589;45;30656
5925836;5785643;332;23212;141;122;28823;47;30822
5925837;5785643;338;23632;145;132;32332;43;29488
5925838;5785643;338;23670;143;133;29801;46;30484
5925839;5785643;342;23940;141;122;29746;45;30567
5925840;5785643;347;24268;141;122;29987;46;30686
5925841;5785643;351;24549;141;122;30009;46;30811
5925842;5785643;351;24599;143;126;30057;47;31250
5925843;5785643;355;24840;148;129;30610;46;31075
5925844;5785643;357;24964;150;130;31550;46;31186
5925845;5785643;363;25439;149;128;31426;51;32427
5925846;5785643;367;25716;153;132;31756;53;32933
5925847;5785643;366;25645;157;137;32048;57;32353
5925848;5785643;376;26310;157;139;32235;54;35040
5925849;5785643;379;26547;162;149;36538;51;34759
5925850;5785643;377;26417;162;142;34168;52;32810
5925851;5785643;381;26702;157;140;33990;50;32498
5925852;5785643;382;26751;157;140;34053;49;32365
5925853;5785643;386;27039;157;141;34086;49;33492
5925854;5785643;391;27387;157;141;34653;47;33113
5925855;5785643;394;27599;162;146;38379;49;33478
5925856;5785643;395;27681;162;144;38210;48;33496
5925857;5785643;399;27944;157;140;37957;51;33878
5925858;5785643;403;28240;162;144;38548;53;34192
5925859;5785643;407;28499;162;143;38707;52;34427
5925860;5785643;408;28566;162;144;38801;48;34115
5925861;5785643;416;29089;165;148;35251;49;35064
5925862;5785643;417;29223;163;143;34905;52;35048
5925863;5785643;423;29576;165;147;35184;52;35436
5925864;5785643;427;29888;165;147;35507;52;35509
5925865;5785643;431;30157;170;152;42741;54;36878
5925866;5785643;438;30659;173;151;41702;52;36836
5925867;5785643;440;30805;165;146;41372;53;36700
5925868;5785643;442;30936;165;145;41284;54;36828
5925869;5785643;444;31091;165;145;41069;54;37157
5925870;5785643;447;31261;168;145;40623;55;37855
5925871;5785643;449;31438;168;142;40387;54;37633
5925872;5785643;449;31406;164;139;40161;54;37918
5925873;5785643;452;31615;164;137;40061;55;38294
5925874;5785643;451;31562;164;135;39927;56;38336
5925875;5785643;455;31828;164;138;40085;56;38736
5925876;5785643;456;31904;164;139;40200;58;35116
5925877;5785643;459;32096;170;144;40511;58;36172
5925878;5785643;461;32260;164;140;40649;56;36091
5925879;5785643;469;32823;171;147;41318;53;35137
5925880;5785643;465;32530;176;151;41392;53;34816
5925881;5785643;464;32451;180;164;41735;62;35397
5925882;5785643;472;33042;192;174;42992;69;35897
5925883;5785643;481;33691;188;168;42583;73;36165
5925884;5785643;499;34936;213;191;44780;52;34639
5925885;5785643;492;34456;213;184;44300;52;34955
5925886;5785643;490;34286;213;192;44129;53;35292
5925887;5785643;478;33470;192;174;45479;56;35822
5925888;5785643;483;33798;201;178;44510;59;37385
5925889;5785643;487;34079;213;182;44792;56;36873
5925890;5785643;493;34512;202;179;45181;57;36948
5925891;5785643;496;34717;213;184;51193;56;36875
5925892;5785643;499;34936;213;187;51412;56;37198
5925893;5785643;500;35026;213;188;51503;56;37301
5925894;5785643;505;35318;213;192;51794;57;37617
5925895;5785643;509;35645;219;197;52121;57;37842
5925896;5785643;513;35891;220;200;52368;61;38364
5925898;5785643;-1;-1;-1;-1;-1;60;41254
5925899;5785643;-1;-1;-1;-1;-1;60;41286
5927561;5785643;581;40688;253;233;49436;69;44052
5927562;5785643;581;40662;253;233;49410;72;44312
5927563;5785643;566;39633;240;223;48734;-1;-1
5927564;5785643;564;39460;240;221;48561;69;43041
5927565;5785643;561;39259;236;218;48360;68;42784
5927566;5785643;556;38951;232;214;48053;68;42530
5927567;5785643;552;38641;227;214;54063;68;42274
5927568;5785643;548;38389;232;212;47955;67;41983
5927569;5785643;547;38319;234;216;48223;66;41642
5927570;5785643;544;38051;232;220;54483;69;41725
5927571;5785643;-1;-1;-1;-1;-1;69;41309
5927572;5785643;544;38052;232;220;54484;65;41515
5927573;5785643;540;37778;227;214;52807;67;41470
5927574;5785643;497;34772;218;202;46477;68;41288
5927575;5785643;493;34490;214;198;46195;67;41176
5927576;5785643;492;34436;212;197;46141;67;41072
5927577;5785643;503;35203;227;208;46908;67;40885
5927578;5785643;506;35454;227;211;47159;61;37911
5927579;5785643;476;33330;205;187;44281;62;38076
5927580;5785643;479;33535;207;190;44486;59;36747
5927581;5785643;464;32448;198;173;47505;59;36390
5927582;5785643;463;32394;198;172;47451;57;35972
5927583;5785643;464;32466;198;173;47523;53;34982
5927584;5785643;465;32576;198;178;53077;53;34109
5927585;5785643;449;31447;183;155;40657;57;35275
5927586;5785643;447;31266;189;158;40881;56;34129
5927587;5785643;445;31126;195;165;45781;55;33903
5927588;5785643;446;31216;197;166;45871;58;33998
5927589;5785643;439;30728;189;168;45131;54;33447
5927590;5785643;437;30587;188;166;44990;56;33352
5927591;5785643;429;30014;181;153;39256;54;33111
5927592;5785643;427;29862;178;151;39105;53;32764
5927593;5785643;423;29623;171;148;38865;53;32367
5927594;5785643;422;29524;171;146;38766;53;32184
5927595;5785643;416;29098;171;147;38791;50;31363
5927596;5785643;410;28688;171;142;38454;52;31215
5927597;5785643;406;28419;173;145;38691;51;31216
5927598;5785643;402;28113;173;146;38266;51;31443
5927599;5785643;398;27845;172;143;38013;55;32021
5927600;5785643;391;27378;172;143;38025;53;32194
5927601;5785643;391;27343;171;137;37043;54;30309
5927602;5785643;386;27031;171;139;36863;54;30392
5927603;5785643;382;26746;164;135;36045;55;30729
5927604;5785643;377;26412;158;132;35893;55;30896
5927605;5785643;375;26262;158;128;35376;56;30767
5927606;5785643;373;26128;158;131;35349;56;30565
5927607;5785643;374;26146;158;132;35176;62;32163
5927608;5785643;378;26430;171;147;38193;61;32116
5927609;5785643;369;25852;174;154;39352;58;32294
5927610;5785643;368;25791;172;151;39151;59;32534
5927611;5785643;365;25537;162;146;34613;58;28746
5927612;5785643;360;25173;162;146;34427;57;28290
5927613;5785643;362;25346;162;146;34580;58;28463
5927614;5785643;359;25163;166;148;34423;60;28797
5927615;5785643;357;25023;162;148;41954;58;28626
5927616;5785643;354;24755;162;147;41888;58;28746
5927617;5785643;353;24685;166;144;41404;57;29910
5927618;5785643;349;24419;166;145;41232;56;29716
5927619;5785643;349;24403;171;146;41304;56;29519
5927620;5785643;343;23986;162;144;40723;55;29368
5927621;5785643;342;23940;162;145;40772;57;29387
5927622;5785643;339;23710;162;148;40139;59;29858
5927623;5785643;337;23615;172;150;32840;64;31378
5927624;5785643;336;23510;166;146;32610;59;31050
5927625;5785643;335;23469;162;144;32410;56;30411
5927626;5785643;333;23321;162;137;31779;54;27871
5927627;5785643;332;23224;154;132;31404;52;29448
5927628;5785643;329;23006;154;129;31178;52;29208
5927629;5785643;329;23014;154;131;31322;51;28958
5927630;5785643;325;22750;155;135;31609;50;28778
5927631;5785643;323;22597;157;141;36985;49;28330
5927632;5785643;322;22538;157;138;31597;48;28085
5927633;5785643;319;22355;157;135;30256;55;27485
5927634;5785643;320;22375;153;134;30143;50;27314
5927635;5785643;316;22099;153;130;29867;50;27056
5927636;5785643;314;22001;151;133;31924;50;26963
5927637;5785643;320;22370;153;134;30173;51;27818
5927638;5785643;323;22599;153;132;31367;54;27885
5927639;5785643;320;22390;151;132;33658;52;27362
5927640;5785643;317;22206;149;130;35469;51;27143
5927641;5785643;315;22072;149;127;29274;52;27775
5927642;5785643;317;22156;148;123;28976;50;26417
5927643;5785643;318;22231;148;118;28644;48;25996
5927644;5785643;317;22194;146;118;28614;50;26235
5927645;5785643;320;22399;136;119;27468;49;26224
5927646;5785643;318;22272;136;116;27258;48;25763
5927647;5785643;318;22263;133;111;26933;49;26183
5927648;5785643;317;22175;132;107;26670;55;27738
5927649;5785643;319;22335;133;109;26776;53;32280
5927650;5785643;322;22575;133;109;26798;51;31712
5927651;5785643;324;22665;133;112;27010;49;31511
5927652;5785643;324;22659;135;117;27433;48;31149
5927653;5785643;329;23035;141;122;27922;47;31122
5927654;5785643;332;23206;136;120;28702;45;30810
5927655;5785643;331;23138;136;119;28589;45;30544
5927656;5785643;333;23338;136;120;28913;45;30876
5927657;5785643;337;23623;136;119;29091;43;29773
5927658;5785643;342;23910;138;121;29653;45;30376
5927659;5785643;344;24054;136;119;29510;44;30252
5927660;5785643;349;24422;143;130;32974;47;30625
5927661;5785643;352;24646;143;131;33064;46;30860
5927662;5785643;356;24890;143;125;30506;47;31212
5927663;5785643;357;25024;146;129;30983;46;31302
5927664;5785643;361;25279;148;127;34074;49;32031
5927665;5785643;364;25458;149;127;31346;50;32274
5927666;5785643;367;25690;151;130;31557;53;32607
5927667;5785643;370;25930;153;133;31784;56;32867
5927668;5785643;373;26113;157;136;32002;51;33071
5927669;5785643;379;26534;162;144;36208;51;34689
5927670;5785643;381;26660;157;139;33945;54;32962
5927671;5785643;383;26792;157;141;33843;52;32775
5927672;5785643;386;27028;157;135;33637;49;33645
5927673;5785643;388;27155;157;137;33783;50;33644
5927674;5785643;392;27461;162;145;37061;49;33368
5927675;5785643;398;27852;157;140;33979;51;34058
5927676;5785643;402;28143;162;145;38083;52;33958
5927677;5785643;401;28099;162;142;37918;53;34080
5927678;5785643;407;28461;163;148;39541;52;34274
5927679;5785643;410;28697;163;148;39484;57;34983
5927680;5785643;411;28786;162;142;38879;53;34793
5927681;5785643;414;28975;157;140;34684;51;34756
5927682;5785643;420;29395;157;140;34695;50;34794
5927683;5785643;423;29642;163;149;42937;52;35065
5927684;5785643;428;29935;163;150;43026;52;35478
5927685;5785643;431;30180;165;148;36179;54;35842
5927686;5785643;435;30446;165;147;36102;51;36509
5927687;5785643;440;30783;165;148;41550;53;36524
5927688;5785643;444;31051;168;148;41515;52;36643
5927689;5785643;447;31288;165;147;41267;53;36890
5927690;5785643;449;31402;168;147;40749;54;37270
5927691;5785643;453;31699;170;145;40579;55;38146
5927692;5785643;453;31713;171;142;40420;56;38299
5927693;5785643;455;31840;171;143;40475;55;38514
5927694;5785643;454;31784;165;139;40188;56;38656
5927695;5785643;457;32012;167;141;40311;56;38883
5927696;5785643;460;32200;171;143;40486;56;36491
5927697;5785643;462;32315;171;144;40888;55;35852
5927698;5785643;464;32468;161;140;40838;55;35727
5927699;5785643;468;32735;170;145;41231;55;35084
5927700;5785643;468;32783;180;165;42740;61;36200
5927701;5785643;472;33009;182;165;42382;63;35450
5927702;5785643;476;33300;183;162;42192;66;35654
5927703;5785643;478;33480;183;165;42372;71;36012
5927704;5785643;493;34526;204;177;44073;64;36736
5927705;5785643;490;34289;204;174;43597;59;36417
5927706;5785643;485;33962;202;177;43806;54;36119
5927707;5785643;485;33965;207;181;44026;56;36242
5927708;5785643;490;34286;213;185;44347;59;36692
5927709;5785643;489;34225;213;184;44938;57;36930
5927710;5785643;492;34436;213;193;51841;57;37109
5927711;5785643;495;34673;213;186;45670;59;37655
5927712;5785643;502;35144;213;190;51620;58;37430
5927713;5785643;504;35309;213;192;51786;58;37580
5927714;5785643;506;35454;213;194;51931;57;37643
5927715;5785643;509;35652;219;197;52128;57;37881
5927716;5785643;512;35857;219;200;52333;61;38285
5927717;5785643;-1;-1;-1;-1;-1;57;38028
