from_id;to_id;walk_t;walk_d;pt_m_tt;pt_m_t;pt_m_d;car_m_t;car_m_d
5922204;5785642;354;24751;148;127;31072;49;26805
5922205;5785642;358;25081;153;132;31401;48;27708
5922206;5785642;362;25358;153;134;32349;48;27348
5922207;5785642;365;25563;153;133;32258;50;27255
5922208;5785642;368;25789;153;136;32468;51;28390
5922209;5785642;374;26199;157;140;32940;47;27868
5922210;5785642;376;26317;157;142;33058;51;29312
5922211;5785642;380;26612;159;142;34983;50;29022
5922212;5785642;380;26620;153;137;34602;47;28768
5922213;5785642;386;27029;157;140;35613;48;29166
5922214;5785642;386;27053;153;134;32759;49;29584
5922215;5785642;391;27370;159;137;33033;49;29773
5922216;5785642;392;27409;153;135;32864;57;29520
5922217;5785642;399;27946;170;153;36902;48;30281
5922218;5785642;404;28299;153;136;33626;55;32117
5922219;5785642;413;28914;161;145;34242;51;31619
5922220;5785642;413;28929;165;145;34257;51;31763
5922221;5785642;417;29203;167;148;35228;54;32089
5922222;5785642;422;29552;161;143;41983;54;32095
5922223;5785642;425;29763;161;143;42002;54;32181
5922224;5785642;428;29929;161;140;41357;54;33386
5922225;5785642;429;30011;161;141;41272;54;33253
5922226;5785642;432;30239;164;143;41294;54;33440
5922227;5785642;432;30236;164;143;40953;54;33398
5922228;5785642;433;30333;164;141;40313;54;33491
5922229;5785642;435;30481;164;137;40055;56;33890
5922230;5785642;436;30537;160;133;39736;55;34044
5922231;5785642;439;30741;155;129;39492;58;34906
5922232;5785642;440;30784;152;128;39402;56;32964
5922233;5785642;443;31005;160;132;39668;57;33191
5922234;5785642;449;31420;160;135;39929;60;35424
5922235;5785642;453;31683;167;139;40183;65;35463
5922236;5785642;452;31651;167;144;39872;67;34294
5922237;5785642;455;31824;167;144;40925;60;33782
5922238;5785642;453;31732;172;148;41312;54;32956
5922239;5785642;453;31677;176;154;41628;71;34564
5922240;5785642;456;31896;176;158;41847;56;33028
5922241;5785642;459;32146;177;161;42097;53;32747
5922242;5785642;467;32671;182;163;44681;53;33033
5922243;5785642;465;32543;177;161;44552;54;33684
5922244;5785642;466;32628;182;162;44637;57;34007
5922245;5785642;471;32944;186;167;44954;57;34204
5922246;5785642;494;34581;209;180;45251;60;35958
5922247;5785642;481;33683;188;168;45650;57;34797
5922248;5785642;482;33707;188;169;45674;60;35306
5922249;5785642;495;34629;209;183;51126;58;35460
5922250;5785642;494;34562;209;182;51059;60;35988
5922251;5785642;505;35334;215;193;51831;59;36351
5922252;5785642;506;35402;215;194;51899;63;36759
5922253;5785642;511;35784;221;199;52282;66;37157
5922254;5785642;514;35948;222;201;52445;67;37266
5922255;5785642;517;36198;224;205;52695;60;39068
5922256;5785642;521;36455;231;209;52953;67;39740
5923923;5785642;-1;-1;-1;-1;-1;-1;-1
5923924;5785642;-1;-1;-1;-1;-1;62;40370
5923925;5785642;528;36950;221;180;47473;59;39960
5923926;5785642;557;38983;232;214;48084;65;40371
5923927;5785642;555;38827;247;234;53384;67;40290
5923928;5785642;550;38500;236;219;47209;66;39742
5923929;5785642;549;38450;236;221;48562;59;38524
5923930;5785642;-1;-1;-1;-1;-1;67;39621
5923931;5785642;-1;-1;-1;-1;-1;57;37674
5923932;5785642;543;38039;232;215;48151;62;39214
5923933;5785642;543;37999;230;215;48111;64;39342
5923934;5785642;491;34391;209;196;46096;59;38977
5923935;5785642;487;34075;208;192;45781;57;35542
5923936;5785642;480;33604;206;185;45309;53;35284
5923937;5785642;479;33524;204;184;45229;56;35576
5923938;5785642;470;32879;200;181;43829;55;35387
5923939;5785642;464;32479;198;175;43429;48;33530
5923940;5785642;464;32505;200;176;43456;54;34588
5923941;5785642;-1;-1;-1;-1;-1;54;34273
5923942;5785642;451;31566;191;160;46623;53;33935
5923943;5785642;447;31277;179;152;41244;52;33468
5923944;5785642;447;31289;191;161;46700;54;33464
5923945;5785642;445;31170;193;162;46028;51;32020
5923946;5785642;439;30713;193;163;46058;52;32159
5923947;5785642;446;31238;194;166;46273;52;31893
5923948;5785642;449;31401;194;169;46465;50;31381
5923949;5785642;440;30768;194;168;45171;51;31388
5923950;5785642;436;30503;196;167;39745;52;31326
5923951;5785642;426;29837;194;173;38488;50;30647
5923952;5785642;429;30055;190;171;48737;51;30644
5923953;5785642;424;29697;177;151;39075;48;29690
5923954;5785642;410;28671;180;149;38984;46;29366
5923955;5785642;414;28965;174;146;38738;46;29128
5923956;5785642;416;29117;175;148;38889;49;29379
5923957;5785642;395;27663;175;150;39021;47;29310
5923958;5785642;390;27325;169;144;38114;50;29525
5923959;5785642;388;27195;169;144;38110;44;27469
5923960;5785642;382;26766;175;147;38296;44;27127
5923961;5785642;385;26945;168;139;36909;47;27448
5923962;5785642;377;26382;168;140;36960;47;27241
5923963;5785642;375;26285;169;133;36492;48;27335
5923964;5785642;370;25923;160;130;35489;50;28827
5923965;5785642;368;25779;160;130;35312;51;28561
5923966;5785642;364;25489;154;125;34688;49;27955
5923967;5785642;361;25281;154;123;34354;47;27322
5923968;5785642;357;24963;154;127;34830;49;27651
5923969;5785642;356;24910;154;128;34067;54;28027
5923970;5785642;359;25143;168;144;34222;53;26024
5923971;5785642;354;24798;162;142;34061;51;25713
5923972;5785642;350;24504;157;144;33751;53;25696
5923973;5785642;349;24407;157;142;33606;50;25260
5923974;5785642;352;24652;166;142;33852;50;25452
5923975;5785642;348;24345;166;139;33331;51;25641
5923976;5785642;344;24051;166;143;33159;55;27958
5923977;5785642;342;23965;166;144;33272;56;27021
5923978;5785642;338;23662;168;148;41406;49;26080
5923979;5785642;337;23570;166;144;40697;48;26116
5923980;5785642;335;23422;166;143;40613;49;26349
5923981;5785642;329;23055;166;143;40624;50;25265
5923982;5785642;329;23057;168;147;40932;56;25692
5923983;5785642;327;22869;168;145;31417;52;24949
5923984;5785642;323;22617;166;143;31272;50;25520
5923985;5785642;324;22649;166;133;30617;49;25436
5923986;5785642;322;22522;162;132;31159;47;24906
5923987;5785642;321;22459;154;128;30657;46;24581
5923988;5785642;318;22226;154;124;30395;46;24256
5923989;5785642;317;22215;154;127;30582;46;26805
5923990;5785642;313;21918;151;129;30747;46;23884
5923991;5785642;312;21850;157;134;31057;45;23896
5923992;5785642;309;21632;157;143;32265;44;23783
5923993;5785642;309;21651;157;141;32105;45;24101
5923994;5785642;305;21356;153;134;31623;44;24427
5923995;5785642;305;21356;147;129;31277;43;24070
5923996;5785642;304;21248;147;130;31323;43;24076
5923997;5785642;306;21392;147;127;33359;44;24076
5923998;5785642;304;21300;145;126;36037;41;23995
5923999;5785642;306;21411;145;122;35749;44;24290
5924000;5785642;303;21181;145;125;28517;47;24530
5924001;5785642;305;21355;145;125;28142;47;23948
5924002;5785642;306;21431;142;119;27753;41;23337
5924003;5785642;307;21458;143;119;28711;44;23420
5924004;5785642;310;21681;132;116;26838;44;23382
5924005;5785642;306;21403;132;112;26560;40;22591
5924006;5785642;306;21412;129;108;26329;40;22343
5924007;5785642;311;21754;129;104;26045;39;21877
5924008;5785642;309;21621;128;103;25948;50;22955
5924009;5785642;308;21572;129;107;26232;44;22561
5924010;5785642;310;21701;132;112;26567;43;22526
5924011;5785642;312;21856;132;115;26809;44;24317
5924012;5785642;314;21985;132;115;27865;43;24040
5924013;5785642;317;22202;132;113;27702;43;23937
5924014;5785642;317;22224;131;112;27847;43;23704
5924015;5785642;323;22577;132;115;28053;45;24109
5924016;5785642;325;22743;137;117;28249;45;24292
5924017;5785642;329;23012;144;123;29364;48;25017
5924018;5785642;333;23344;144;125;32629;48;27051
5924019;5785642;339;23752;144;122;29730;48;26976
5924020;5785642;341;23881;141;121;29937;47;27124
5924021;5785642;344;24052;144;124;30120;48;25901
5924022;5785642;344;24077;142;124;29893;47;27165
5924023;5785642;347;24321;144;120;29952;46;26889
5924024;5785642;351;24592;147;125;30331;47;26928
5924025;5785642;361;25241;147;128;31413;53;28878
5924026;5785642;359;25097;153;132;31701;52;28042
5924027;5785642;359;25103;153;132;31424;47;27896
5924028;5785642;366;25594;157;141;34566;53;27653
5924029;5785642;367;25670;157;140;34538;54;27732
5924030;5785642;374;26167;157;142;34119;49;28455
5924031;5785642;375;26229;157;141;32958;48;28216
5924032;5785642;377;26419;157;141;36957;50;28491
5924033;5785642;381;26642;157;144;35874;48;29123
5924034;5785642;385;26922;153;136;34286;49;29023
5924035;5785642;386;26995;157;143;38134;48;29077
5924036;5785642;390;27271;157;139;37906;48;29365
5924037;5785642;393;27503;157;141;38001;49;29695
5924038;5785642;400;27991;157;141;38005;48;30062
5924039;5785642;400;28011;153;135;33517;55;31664
5924040;5785642;401;28081;153;133;33409;50;31434
5924041;5785642;408;28564;159;140;33891;51;31498
5924042;5785642;414;28953;161;144;34957;52;31761
5924043;5785642;419;29304;161;145;35036;56;31760
5924044;5785642;421;29493;159;144;42187;55;31899
5924045;5785642;429;30030;165;147;42414;55;31934
5924046;5785642;431;30150;161;144;41484;58;33973
5924047;5785642;432;30255;161;140;41200;53;33009
5924048;5785642;433;30328;161;140;40974;56;33066
5924049;5785642;435;30478;161;140;40750;55;33135
5924050;5785642;438;30680;156;137;40227;53;33229
5924051;5785642;442;30920;158;136;39941;54;33472
5924052;5785642;440;30808;160;132;39658;55;34091
5924053;5785642;442;30974;154;128;39420;54;33999
5924054;5785642;444;31067;152;127;39322;55;34252
5924055;5785642;447;31313;160;131;39610;56;34533
5924056;5785642;448;31347;160;134;39848;60;34898
5924057;5785642;453;31709;161;137;40153;63;35332
5924058;5785642;455;31816;166;139;40523;61;34979
5924059;5785642;457;31980;167;143;40822;58;33670
5924060;5785642;456;31935;172;148;41289;57;33617
5924061;5785642;456;31911;176;155;41652;68;34344
5924062;5785642;459;32148;177;161;42099;75;34784
5924063;5785642;464;32464;182;165;42485;56;32977
5924064;5785642;493;34524;209;185;44367;53;33072
5924065;5785642;490;34271;209;182;44114;54;33520
5924066;5785642;469;32815;182;165;44824;55;33923
5924067;5785642;474;33184;188;168;45057;56;34196
5924068;5785642;495;34651;209;181;45321;58;35828
5924069;5785642;491;34358;203;177;45027;58;35522
5924070;5785642;485;33979;197;171;44649;57;35129
5924071;5785642;488;34178;198;176;50675;58;35461
5924072;5785642;494;34561;209;182;51058;61;35857
5924073;5785642;508;35555;215;196;52053;61;36793
5924074;5785642;508;35579;216;196;52076;63;36472
5924075;5785642;511;35753;221;198;52229;62;36899
5924076;5785642;511;35761;221;198;52238;64;37082
5924077;5785642;520;36435;231;208;52932;60;36792
5924078;5785642;522;36522;239;210;53019;62;39925
5924079;5785642;-1;-1;-1;-1;-1;63;39958
5924080;-1;-1;-1;-1;-1;-1;-1;-1
5925742;5785642;-1;-1;-1;-1;-1;-1;-1
5925743;5785642;-1;-1;-1;-1;-1;-1;-1
5925744;5785642;563;39383;236;220;48484;67;40707
5925745;5785642;558;39077;234;215;48179;64;40346
5925746;5785642;555;38841;230;212;47942;63;40134
5925747;5785642;553;38724;230;210;47826;64;40014
5925748;5785642;547;38267;234;218;48379;64;39575
5925749;5785642;543;38038;232;215;48149;62;39268
5925750;5785642;543;38007;230;215;48119;65;39405
5925751;5785642;-1;-1;-1;-1;-1;62;38762
5925752;5785642;542;37949;230;214;48061;59;39030
5925753;5785642;540;37786;227;216;54218;62;39185
5925754;5785642;492;34451;212;197;46156;66;39161
5925755;5785642;487;34080;208;192;45785;65;38869
5925756;5785642;482;33768;206;187;45473;63;38714
5925757;5785642;507;35463;225;211;47169;59;35765
5925758;5785642;504;35283;223;209;46988;57;35484
5925759;5785642;467;32676;200;178;43627;55;35132
5925760;5785642;468;32793;200;180;43743;53;34175
5925761;5785642;459;32162;194;169;47219;48;32973
5925762;5785642;454;31769;193;163;46827;48;32175
5925763;5785642;452;31623;191;161;46680;49;31951
5925764;5785642;449;31405;191;161;45908;52;33118
5925765;5785642;444;31079;191;159;45828;52;31738
5925766;5785642;441;30836;191;160;45871;51;31791
5925767;5785642;444;31064;194;163;46108;51;31631
5925768;5785642;445;31123;194;165;45779;51;31496
5925769;5785642;437;30607;190;166;45009;50;31196
5925770;5785642;434;30406;194;168;45131;50;31211
5925771;5785642;429;30030;183;153;39272;49;30529
5925772;5785642;428;29952;182;152;39193;49;30353
5925773;5785642;421;29452;168;145;38694;48;29980
5925774;5785642;420;29380;171;147;38835;47;29608
5925775;5785642;412;28832;166;144;38598;46;28949
5925776;5785642;410;28687;166;142;38461;50;28799
5925777;5785642;398;27853;175;148;38875;46;29256
5925778;5785642;399;27911;169;145;38656;47;29163
5925779;5785642;396;27742;169;141;37895;43;27490
5925780;5785642;385;26944;169;144;38072;57;29910
5925781;5785642;382;26736;166;136;36699;48;27563
5925782;5785642;380;26613;166;137;36767;50;27365
5925783;5785642;377;26389;166;133;35952;51;28575
5925784;5785642;373;26100;154;128;35335;49;28324
5925785;5785642;368;25781;154;126;35201;48;27954
5925786;5785642;365;25578;154;125;34974;49;27663
5925787;5785642;363;25406;154;125;34651;49;27670
5925788;5785642;362;25325;160;129;34934;50;27987
5925789;5785642;360;25165;166;131;34323;50;28206
5925790;5785642;360;25192;168;145;34270;53;26115
5925791;5785642;358;25082;162;144;34458;52;25918
5925792;5785642;352;24648;157;141;33834;51;25498
5925793;5785642;354;24815;162;140;33941;52;25940
5925794;5785642;354;24747;166;144;34213;54;26209
5925795;5785642;350;24509;162;141;33928;51;25708
5925796;5785642;347;24309;168;145;41477;53;27784
5925797;5785642;343;24014;162;143;41371;53;27800
5925798;5785642;344;24049;162;139;40774;51;27074
5925799;5785642;341;23840;166;140;40562;52;26843
5925800;5785642;335;23428;157;138;39960;49;26483
5925801;5785642;334;23373;166;142;40567;50;26697
5925802;5785642;333;23286;168;145;40483;52;27277
5925803;5785642;328;22928;166;142;31210;-1;-1
5925804;5785642;327;22917;166;139;31020;51;28100
5925805;5785642;327;22856;162;137;31565;48;25320
5925806;5785642;325;22767;157;132;31177;47;25042
5925807;5785642;324;22691;154;128;30901;47;27121
5925808;5785642;321;22471;150;124;30643;46;26869
5925809;5785642;320;22434;150;126;30790;45;26595
5925810;5785642;321;22459;153;132;31178;46;26357
5925811;5785642;315;22047;153;134;31281;45;24308
5925812;5785642;315;22042;153;136;31470;44;24050
5925813;5785642;312;21865;153;138;31868;44;24662
5925814;5785642;310;21733;148;133;31539;44;24501
5925815;5785642;307;21493;147;130;31299;44;24267
5925816;5785642;310;21686;148;132;31489;48;24516
5925817;5785642;309;21656;147;129;29783;47;24459
5925818;5785642;311;21750;145;125;35949;44;24992
5925819;5785642;314;21953;145;125;33192;43;24624
5925820;5785642;307;21489;145;127;28663;49;24652
5925821;5785642;307;21514;145;125;29120;44;23852
5925822;5785642;310;21673;145;122;28913;44;23779
5925823;5785642;310;21709;142;117;28525;43;23343
5925824;5785642;309;21654;133;112;28233;45;23064
5925825;5785642;306;21455;132;112;26595;42;22954
5925826;5785642;310;21724;132;116;26853;46;23215
5925827;5785642;311;21776;129;104;26010;48;23838
5925828;5785642;308;21569;126;98;25624;49;23670
5925829;5785642;313;21904;129;104;26058;47;22761
5925830;5785642;314;21971;129;108;26281;44;22587
5925831;5785642;314;21964;132;111;26904;47;24645
5925832;5785642;318;22229;132;115;27293;44;24434
5925833;5785642;321;22437;132;114;27760;44;24242
5925834;5785642;322;22520;132;116;28405;48;24544
5925835;5785642;325;22760;132;114;28295;44;24209
5925836;5785642;327;22919;137;117;28530;46;24499
5925837;5785642;333;23339;141;128;32038;44;25215
5925838;5785642;334;23376;139;129;29508;47;26670
5925839;5785642;338;23647;137;118;29452;46;26753
5925840;5785642;342;23974;137;118;29693;46;26872
5925841;5785642;347;24255;137;118;29715;47;26997
5925842;5785642;347;24306;139;122;29764;47;27283
5925843;5785642;351;24546;143;125;30317;47;27109
5925844;5785642;352;24670;146;125;31257;47;27220
5925845;5785642;359;25146;145;124;31132;52;28613
5925846;5785642;363;25422;148;128;31462;53;29119
5925847;5785642;362;25351;153;132;31754;57;28387
5925848;5785642;372;26016;153;135;31941;55;31065
5925849;5785642;375;26253;157;145;36244;52;30783
5925850;5785642;373;26124;157;138;33875;53;28844
5925851;5785642;377;26409;153;136;33697;50;28531
5925852;5785642;378;26457;153;136;33760;49;28399
5925853;5785642;382;26746;153;136;33792;50;29517
5925854;5785642;387;27094;153;137;34360;48;29138
5925855;5785642;390;27306;157;142;38085;49;29503
5925856;5785642;391;27387;157;140;37917;49;29520
5925857;5785642;395;27650;153;136;37664;52;29902
5925858;5785642;399;27946;157;140;38254;54;30216
5925859;5785642;403;28206;157;139;38414;53;30451
5925860;5785642;404;28272;157;140;38507;49;30139
5925861;5785642;411;28796;161;144;34958;50;31098
5925862;5785642;413;28929;159;139;34611;52;31082
5925863;5785642;418;29283;161;143;34891;52;31470
5925864;5785642;423;29594;161;143;35213;52;31543
5925865;5785642;427;29863;165;148;42448;54;32911
5925866;5785642;434;30365;169;146;41409;53;32870
5925867;5785642;436;30511;161;142;41078;54;32734
5925868;5785642;438;30643;161;140;40991;55;32862
5925869;5785642;440;30797;161;140;40776;55;33191
5925870;5785642;442;30968;164;141;40330;55;33889
5925871;5785642;445;31144;164;138;40094;55;33667
5925872;5785642;444;31113;160;135;39867;54;33952
5925873;5785642;447;31321;160;133;39767;55;34328
5925874;5785642;447;31269;160;131;39634;57;34370
5925875;5785642;450;31535;160;133;39791;57;34770
5925876;5785642;452;31610;160;135;39906;59;34860
5925877;5785642;454;31802;166;140;40218;59;35049
5925878;5785642;457;31966;160;136;40355;58;34762
5925879;5785642;465;32529;167;142;41025;56;33809
5925880;5785642;461;32236;172;147;41098;55;33487
5925881;5785642;459;32157;176;160;41441;64;34068
5925882;5785642;468;32748;188;170;42698;71;34568
5925883;5785642;477;33397;183;164;42289;75;34836
5925884;5785642;495;34643;209;187;44486;55;33310
5925885;5785642;488;34163;209;180;44006;55;33627
5925886;5785642;486;33992;209;188;43835;55;33964
5925887;5785642;474;33176;188;170;45185;58;34493
5925888;5785642;479;33504;197;174;44217;61;36056
5925889;5785642;483;33786;209;178;44498;58;35545
5925890;5785642;489;34218;198;175;44888;60;35620
5925891;5785642;492;34423;209;179;50899;59;35546
5925892;5785642;495;34642;209;182;51119;58;35869
5925893;5785642;496;34733;209;184;51209;58;35972
5925894;5785642;500;35025;209;188;51501;60;36288
5925895;5785642;505;35351;215;193;51828;60;36513
5925896;5785642;509;35598;216;196;52074;63;37036
5925898;5785642;-1;-1;-1;-1;-1;62;39925
5925899;5785642;-1;-1;-1;-1;-1;63;39958
5927561;5785642;577;40395;249;229;49142;64;41495
5927562;5785642;577;40368;249;229;49116;66;41755
5927563;5785642;562;39339;236;219;48440;-1;-1
5927564;5785642;560;39166;236;217;48268;63;40484
5927565;5785642;557;38965;232;214;48067;63;40228
5927566;5785642;552;38658;227;210;47759;62;39973
5927567;5785642;548;38347;223;210;53769;62;39717
5927568;5785642;544;38095;227;208;47662;62;39426
5927569;5785642;543;38025;230;212;47930;60;39085
5927570;5785642;539;37757;227;216;54190;63;39169
5927571;5785642;-1;-1;-1;-1;-1;63;38752
5927572;5785642;539;37758;227;216;54190;60;38959
5927573;5785642;535;37485;223;209;52514;61;38913
5927574;5785642;493;34478;213;197;46184;63;38731
5927575;5785642;489;34196;209;193;45901;61;38619
5927576;5785642;488;34142;208;193;45848;62;38515
5927577;5785642;499;34909;223;204;46615;61;38329
5927578;5785642;502;35160;223;207;46866;55;35355
5927579;5785642;472;33037;201;183;43988;56;35519
5927580;5785642;475;33242;203;186;44192;54;34190
5927581;5785642;459;32154;194;168;47211;53;33834
5927582;5785642;459;32101;194;168;47158;52;33415
5927583;5785642;460;32172;194;169;47229;48;32425
5927584;5785642;461;32283;194;174;52783;47;31553
5927585;5785642;445;31154;179;151;40364;51;32718
5927586;5785642;442;30973;185;154;40588;51;31573
5927587;5785642;440;30832;191;161;45488;50;31346
5927588;5785642;442;30922;193;162;45578;52;31441
5927589;5785642;435;30435;185;164;44837;49;30891
5927590;5785642;433;30294;184;162;44697;50;30796
5927591;5785642;425;29720;177;149;38962;48;30554
5927592;5785642;422;29569;174;147;38811;48;30207
5927593;5785642;419;29329;166;143;38572;47;29811
5927594;5785642;418;29230;166;142;38473;47;29627
5927595;5785642;411;28804;166;142;38497;45;28807
5927596;5785642;406;28395;166;138;38161;46;28658
5927597;5785642;402;28125;169;141;38397;45;28659
5927598;5785642;397;27820;169;142;37972;45;28886
5927599;5785642;394;27551;168;138;37719;50;29465
5927600;5785642;387;27085;168;139;37732;48;29637
5927601;5785642;386;27049;166;133;36749;48;27753
5927602;5785642;382;26737;166;134;36569;49;27835
5927603;5785642;378;26453;160;130;35751;49;28172
5927604;5785642;373;26119;154;128;35600;49;28339
5927605;5785642;371;25968;154;124;35082;50;28211
5927606;5785642;369;25835;154;127;35056;51;28008
5927607;5785642;369;25853;154;128;34882;56;29607
5927608;5785642;373;26137;166;143;37899;55;29559
5927609;5785642;365;25558;170;150;39059;53;29738
5927610;5785642;364;25498;168;147;38858;53;29977
5927611;5785642;361;25244;157;142;34319;52;26189
5927612;5785642;355;24880;157;142;34133;51;25733
5927613;5785642;358;25052;157;141;34287;52;25906
5927614;5785642;355;24870;162;144;34129;54;26240
5927615;5785642;353;24730;157;143;41660;52;26070
5927616;5785642;349;24462;157;142;41594;52;26189
5927617;5785642;348;24391;162;139;41111;51;27354
5927618;5785642;345;24126;162;141;40939;51;27159
5927619;5785642;344;24110;166;142;41011;50;26962
5927620;5785642;338;23692;157;140;40430;50;26811
5927621;5785642;338;23647;157;141;40478;51;26830
5927622;5785642;335;23416;157;144;39846;53;27302
5927623;5785642;333;23321;168;146;32546;59;28821
5927624;5785642;332;23216;162;142;32316;54;28493
5927625;5785642;331;23175;157;139;32116;50;27854
5927626;5785642;329;23028;157;133;31486;48;25314
5927627;5785642;328;22930;150;128;31110;47;26892
5927628;5785642;324;22712;150;125;30884;46;26651
5927629;5785642;325;22720;150;127;31029;46;26401
5927630;5785642;321;22457;151;131;31315;44;26221
5927631;5785642;319;22303;153;137;36692;43;25773
5927632;5785642;318;22244;153;134;31303;43;25528
5927633;5785642;315;22062;153;131;29962;49;24929
5927634;5785642;315;22081;148;130;29849;45;24757
5927635;5785642;312;21806;148;126;29574;44;24500
5927636;5785642;310;21708;147;129;31631;44;24406
5927637;5785642;315;22076;148;130;29880;46;25261
5927638;5785642;319;22305;148;128;31074;49;25329
5927639;5785642;316;22096;147;127;33365;47;24805
5927640;5785642;313;21912;145;126;35175;45;24586
5927641;5785642;311;21778;145;123;28981;46;25218
5927642;5785642;312;21862;143;119;28682;44;23860
5927643;5785642;313;21937;143;114;28351;42;23439
5927644;5785642;313;21900;141;114;28320;44;23679
5927645;5785642;316;22105;132;115;27174;44;23667
5927646;5785642;314;21979;132;112;26964;42;23206
5927647;5785642;314;21970;129;107;26640;44;23626
5927648;5785642;313;21882;128;103;26376;50;25181
5927649;5785642;315;22041;129;105;26482;49;25170
5927650;5785642;318;22281;129;105;26505;48;23163
5927651;5785642;320;22371;129;108;26716;46;23083
5927652;5785642;320;22365;131;113;27140;46;24671
5927653;5785642;325;22742;137;118;27629;47;24789
5927654;5785642;327;22912;132;116;28408;45;24478
5927655;5785642;326;22844;132;114;28296;44;24211
5927656;5785642;329;23045;132;116;28619;45;24688
5927657;5785642;333;23330;132;115;28797;44;25959
5927658;5785642;337;23616;134;117;29359;46;26561
5927659;5785642;339;23761;132;115;29216;45;26438
5927660;5785642;345;24129;139;126;32681;48;26811
5927661;5785642;348;24352;139;127;32770;47;27046
5927662;5785642;351;24596;139;121;30213;47;27562
5927663;5785642;353;24730;142;124;30689;47;27336
5927664;5785642;357;24986;144;123;33781;50;28217
5927665;5785642;359;25164;145;122;31053;50;28460
5927666;5785642;363;25397;147;125;31263;53;28793
5927667;5785642;366;25636;148;129;31490;58;28568
5927668;5785642;369;25820;153;132;31709;52;29256
5927669;5785642;375;26240;157;140;35915;52;30713
5927670;5785642;377;26366;153;135;33652;55;28995
5927671;5785642;379;26499;153;137;33549;52;28808
5927672;5785642;382;26735;153;131;33343;50;29669
5927673;5785642;384;26862;153;133;33490;50;29668
5927674;5785642;388;27168;157;141;36767;49;29393
5927675;5785642;394;27559;153;135;33686;52;30082
5927676;5785642;398;27849;157;140;37789;52;29982
5927677;5785642;397;27806;157;138;37625;53;30105
5927678;5785642;402;28167;159;144;39248;53;30298
5927679;5785642;406;28404;159;143;39190;57;31008
5927680;5785642;407;28492;157;138;38586;54;30817
5927681;5785642;410;28682;153;136;34390;52;30790
5927682;5785642;416;29102;153;136;34401;50;30828
5927683;5785642;419;29348;159;145;42643;53;31099
5927684;5785642;423;29642;159;146;42732;52;31512
5927685;5785642;427;29887;161;144;35885;55;31876
5927686;5785642;431;30152;161;143;35808;52;32543
5927687;5785642;436;30489;161;144;41256;54;32557
5927688;5785642;439;30758;164;144;41222;53;32677
5927689;5785642;443;30994;161;143;40973;53;32923
5927690;5785642;444;31108;164;143;40455;55;33304
5927691;5785642;449;31406;166;140;40285;56;34180
5927692;5785642;449;31420;167;138;40126;56;34333
5927693;5785642;451;31546;167;139;40182;56;34547
5927694;5785642;450;31490;161;135;39894;57;34690
5927695;5785642;453;31718;163;137;40018;57;34917
5927696;5785642;456;31906;167;139;40192;57;35122
5927697;5785642;457;32021;167;140;40595;58;34523
5927698;5785642;460;32174;156;135;40544;58;34398
5927699;5785642;463;32442;165;141;40937;57;33755
5927700;5785642;464;32489;176;161;42446;64;34871
5927701;5785642;467;32715;177;161;42088;65;34121
5927702;5785642;472;33007;179;158;41899;68;34326
5927703;5785642;474;33187;179;161;42079;73;34683
5927704;5785642;489;34232;200;173;43779;66;35407
5927705;5785642;486;33996;200;170;43303;62;35089
5927706;5785642;481;33669;198;173;43512;57;34790
5927707;5785642;481;33672;203;176;43733;58;34914
5927708;5785642;486;33993;209;181;44054;61;35363
5927709;5785642;485;33932;209;180;44644;59;35601
5927710;5785642;488;34142;209;189;51547;59;35780
5927711;5785642;491;34379;209;182;45377;62;36326
5927712;5785642;498;34850;209;185;51327;61;36101
5927713;5785642;500;35016;209;188;51492;61;36251
5927714;5785642;502;35161;209;190;51637;60;36314
5927715;5785642;505;35358;215;193;51835;59;36552
5927716;5785642;508;35563;215;196;52039;63;36956
5927717;5785642;-1;-1;-1;-1;-1;60;36699
5927718;5785642;-1;-1;-1;-1;-1;60;36699
5929379;5785642;576;40290;249;228;49038;62;40986
5929380;5785642;573;40139;249;226;48886;64;41387
5929381;5785642;566;39635;249;223;48737;63;40903
5929382;5785642;562;39363;236;220;48465;66;40809
5929383;5785642;558;39063;234;215;48164;65;40373
5929384;5785642;549;38410;223;206;53478;61;39611
5929385;5785642;550;38509;223;207;53577;63;39929
5929386;5785642;556;38888;227;208;47636;63;40048
5929387;5785642;540;37807;227;217;54239;61;39140
5929388;5785642;535;37426;223;209;52456;60;38819
5929389;5785642;534;37347;223;207;52376;62;38588
5929390;5785642;533;37289;223;209;53721;60;38261
5929391;5785642;533;37277;223;209;53709;60;38642
5929392;5785642;532;37266;223;209;53698;62;38606
5929393;5785642;491;34376;209;196;46082;58;38403
5929394;5785642;493;34483;213;197;46189;58;38314
5929395;5785642;496;34713;218;201;46419;61;38311
5929396;5785642;503;35231;223;208;46937;58;35581
5929397;5785642;474;33187;203;185;44138;58;35650
5929398;5785642;465;32531;198;174;42399;53;34491
5929399;5785642;462;32329;196;171;42197;55;34110
5929400;5785642;469;32825;200;178;42693;54;33697
5929401;5785642;461;32240;194;173;52741;51;33043
5929402;5785642;456;31951;194;167;45800;51;32802
5929403;5785642;451;31548;191;161;45947;50;32410
5929404;5785642;454;31793;194;165;46192;47;31595
5929405;5785642;437;30569;179;150;39940;50;31503
5929406;5785642;434;30405;179;153;39814;49;30904
5929407;5785642;434;30370;174;152;39779;49;30824
