from_id;to_id;walk_t;walk_d;pt_m_tt;pt_m_t;pt_m_d;car_m_t;car_m_d
5785640;5785642;50;3470;50;50;3470;12;1324
5785641;5785642;53;3676;53;53;3676;12;1184
5785642;5785642;0;0;0;0;0;0;0
5785643;5785642;58;4087;58;58;4087;36;15775
5787544;5785642;43;2981;43;43;2981;28;9326
5787545;5785642;44;3050;44;44;3050;28;9316
5787546;5785642;-1;-1;-1;-1;-1;13;1716
5787547;5785642;60;4175;60;60;4175;11;1242
5787548;5785642;56;3902;56;56;3902;10;907
5787549;5785642;60;4195;60;60;4195;11;734
5787550;5785642;145;10151;145;145;10151;34;15574
5789447;5785642;52;3651;52;52;3651;23;8935
5789448;5785642;56;3931;56;56;3931;23;8668
5789449;5785642;-1;-1;-1;-1;-1;23;8910
5789450;5785642;-1;-1;-1;-1;-1;27;9229
5789451;5785642;-1;-1;-1;-1;-1;15;1876
5789452;5785642;68;4746;68;68;4746;12;1652
5789453;5785642;63;4380;63;63;4380;10;1213
5789454;5785642;60;4184;60;60;4184;10;1066
5789455;5785642;69;4814;69;69;4814;12;1787
5789456;5785642;143;9991;143;143;9991;32;15484
5791353;5785642;60;4197;60;60;4197;23;9224
5791354;5785642;57;3965;57;57;3965;22;8922
5791355;5785642;57;3994;57;57;3994;21;8482
5791356;5785642;62;4342;62;62;4342;23;8635
5791357;5785642;-1;-1;-1;-1;-1;27;9221
5791358;5785642;-1;-1;-1;-1;-1;13;2229
5791359;5785642;68;4729;68;68;4729;10;1585
5791360;5785642;65;4537;65;65;4537;12;1428
5791361;5785642;66;4614;66;66;4614;13;1665
5791362;5785642;70;4925;70;70;4925;15;1973
5791363;5785642;143;9986;143;143;9986;33;15380
5793258;5785642;65;4583;65;65;4583;23;9570
5793259;5785642;61;4283;61;61;4283;25;9435
5793260;5785642;62;4316;62;62;4316;24;8848
5793261;5785642;61;4277;61;61;4277;21;8357
5793262;5785642;63;4384;63;63;4384;23;8456
5793263;5785642;-1;-1;-1;-1;-1;26;8362
5793264;5785642;-1;-1;-1;-1;-1;13;2264
5793265;5785642;70;4902;70;70;4902;11;1709
5793266;5785642;71;4961;71;71;4961;14;2215
5793267;5785642;-1;-1;-1;-1;-1;17;1888
5793268;5785642;-1;-1;-1;-1;-1;17;2115
5793269;5785642;-1;-1;-1;-1;-1;18;5061
5793270;5785642;155;10867;155;155;10867;32;14835
5795164;5785642;67;4658;67;67;4658;25;9719
5795165;5785642;68;4740;68;68;4740;23;8385
5795166;5785642;-1;-1;-1;-1;-1;23;8235
5795167;5785642;67;4677;67;67;4677;20;7855
5795168;5785642;65;4574;65;65;4574;21;7943
5795169;5785642;77;5408;77;66;5409;24;8166
5795170;5785642;77;5405;77;77;5405;11;2231
5795171;5785642;73;5101;73;73;5101;12;2040
5795172;5785642;73;5140;73;73;5140;13;2168
5795173;5785642;-1;-1;-1;-1;-1;15;2259
5795174;5785642;88;6158;88;88;6158;16;4905
5795175;5785642;87;6095;87;87;6095;17;5041
5795176;5785642;156;10903;156;156;10903;25;11450
5797069;5785642;85;5956;85;85;5956;31;17215
5797070;5785642;69;4856;69;69;4856;25;9997
5797071;5785642;71;4972;71;71;4972;21;8287
5797072;5785642;-1;-1;-1;-1;-1;21;8004
5797073;5785642;69;4852;68;61;5081;20;8089
5797074;5785642;72;5016;70;60;5017;20;7715
5797075;5785642;75;5224;74;63;5225;22;8047
5797076;5785642;79;5507;79;79;5507;12;2369
5797077;5785642;78;5447;78;78;5447;15;2399
5797078;5785642;-1;-1;-1;-1;-1;16;2341
5797079;5785642;-1;-1;-1;-1;-1;14;2178
5797080;5785642;85;5961;85;85;5961;13;4400
5797081;5785642;85;5947;85;85;5947;17;5020
5797082;5785642;154;10767;149;134;13969;25;11437
5798974;5785642;84;5895;84;84;5895;-1;-1
5798975;5785642;75;5217;75;75;5217;26;10344
5798976;5785642;74;5211;74;74;5211;28;10232
5798977;5785642;-1;-1;-1;-1;-1;22;8328
5798978;5785642;-1;-1;-1;-1;-1;20;7799
5798979;5785642;75;5218;72;61;5316;21;8157
5798980;5785642;73;5109;72;62;5110;20;7533
5798981;5785642;80;5609;79;67;5701;23;7921
5798982;5785642;77;5381;77;77;5381;11;2415
5798983;5785642;75;5256;75;75;5256;14;2845
5798984;5785642;75;5248;75;75;5248;16;3232
5798985;5785642;80;5614;80;80;5614;14;4068
5798986;5785642;78;5476;78;78;5476;14;4333
5798987;5785642;82;5731;82;82;5731;17;4793
5798988;5785642;155;10832;144;128;13553;24;10913
5800879;5785642;85;5957;85;85;5957;29;13358
5800880;5785642;88;6175;88;88;6175;-1;-1
5800881;5785642;77;5421;77;77;5421;33;16984
5800882;5785642;105;7339;102;87;8499;21;7550
5800883;5785642;105;7375;102;88;8534;20;7327
5800884;5785642;-1;-1;-1;-1;-1;20;7615
5800885;5785642;76;5342;73;61;5327;19;7318
5800886;5785642;78;5486;78;63;5471;21;7276
5800887;5785642;82;5758;81;67;5744;23;7909
5800888;5785642;73;5142;73;73;5142;16;5299
5800889;5785642;71;4996;71;71;4996;12;2809
5800890;5785642;72;5073;72;72;5073;15;3660
5800891;5785642;75;5283;75;75;5283;12;3738
5800892;5785642;75;5219;75;75;5219;14;4176
5800893;5785642;77;5381;77;77;5381;16;4342
5800894;5785642;154;10754;143;127;13463;25;10919
5800895;5785642;150;10513;143;123;13222;25;10819
5802783;5785642;92;6416;92;92;6416;29;13291
5802784;5785642;89;6235;89;89;6235;31;13522
5802785;5785642;92;6453;92;92;6453;-1;-1
5802786;5785642;-1;-1;-1;-1;-1;32;16737
5802787;5785642;103;7238;101;86;8398;19;7361
5802788;5785642;101;7041;99;83;8200;19;7114
5802789;5785642;101;7041;99;83;8201;21;7856
5802790;5785642;80;5591;79;65;5576;20;7379
5802791;5785642;80;5609;79;63;6063;19;6920
5802792;5785642;86;5986;83;67;6300;19;7105
5802793;5785642;70;4913;70;70;4913;15;5240
5802794;5785642;67;4700;67;67;4700;12;3056
5802795;5785642;67;4700;67;67;4700;12;3386
5802796;5785642;69;4814;69;69;4814;13;3783
5802797;5785642;74;5175;74;74;5175;15;4102
5802798;5785642;76;5350;76;76;5350;17;4563
5802799;5785642;146;10197;138;119;12906;23;10232
5802800;5785642;145;10118;135;117;12827;24;10400
5802801;5785642;150;10486;142;123;13195;25;10759
5804689;5785642;103;7228;103;103;7228;29;13278
5804690;5785642;93;6515;93;93;6515;30;13269
5804691;5785642;110;7711;110;110;7711;27;12059
5804692;5785642;113;7903;113;113;7903;29;12025
5804693;5785642;103;7240;101;86;8399;21;7425
5804694;5785642;97;6800;95;79;7959;19;7031
5804695;5785642;96;6727;92;78;7886;21;7943
5804696;5785642;87;6116;80;63;6031;18;6571
5804697;5785642;84;5877;75;60;5833;18;6661
5804698;5785642;86;6047;83;68;6361;19;7206
5804699;5785642;67;4691;67;67;4691;14;4957
5804700;5785642;66;4650;66;66;4650;15;4897
5804701;5785642;62;4351;62;62;4351;14;3555
5804702;5785642;63;4414;63;63;4414;14;3893
5804703;5785642;65;4564;65;65;4564;13;4068
5804704;5785642;67;4712;67;67;4712;16;4489
5804705;5785642;142;9953;131;115;12662;23;10046
5804706;5785642;142;9914;131;115;12623;26;10335
5804707;5785642;-1;-1;-1;-1;-1;28;10849
5806593;5785642;103;7236;103;103;7236;30;13792
5806594;5785642;98;6874;98;98;6874;29;13027
5806595;5785642;97;6793;97;97;6793;28;12910
5806596;5785642;107;7477;107;107;7477;30;15582
5806597;5785642;112;7852;112;112;7852;26;11777
5806598;5785642;117;8162;117;117;8162;26;11540
5806599;5785642;95;6637;91;77;7796;18;6781
5806600;5785642;92;6409;89;74;7569;19;6638
5806601;5785642;89;6210;83;65;6182;18;6492
5806602;5785642;89;6196;83;64;6111;18;6690
5806603;5785642;91;6345;84;66;6260;17;4963
5806604;5785642;67;4687;67;67;4687;14;4839
5806605;5785642;62;4374;62;62;4374;15;4702
5806606;5785642;57;4012;57;57;4012;13;3881
5806607;5785642;60;4195;60;60;4195;14;3914
5806608;5785642;65;4516;65;65;4516;16;4259
5806609;5785642;69;4836;69;69;4836;15;4440
5806610;5785642;137;9598;128;110;12307;23;9783
5806611;5785642;139;9758;128;112;12466;26;10188
5806612;5785642;143;10004;132;116;12712;28;10338
5806613;5785642;166;11620;155;139;14328;27;11637
5808496;5785642;108;7581;108;108;7581;31;13849
5808497;5785642;108;7562;108;108;7562;31;13812
5808498;5785642;107;7466;107;107;7466;30;13543
5808499;5785642;101;7077;101;101;7077;27;12485
5808500;5785642;105;7368;105;105;7368;30;15833
5808501;5785642;117;8203;117;117;8203;25;11651
5808502;5785642;117;8215;117;117;8215;27;11526
5808503;5785642;96;6735;92;79;7894;21;6910
5808504;5785642;92;6423;89;74;7583;19;6550
5808505;5785642;86;6044;83;69;7203;17;6209
5808506;5785642;85;5958;82;67;7117;17;6183
5808507;5785642;64;4501;64;64;4501;15;4737
5808508;5785642;62;4317;62;62;4317;14;4439
5808509;5785642;56;3903;56;56;3903;13;4149
5808510;5785642;56;3930;56;56;3930;15;4212
5808511;5785642;64;4465;64;64;4465;18;4132
5808512;5785642;-1;-1;-1;-1;-1;17;4318
5808513;5785642;134;9371;124;107;12079;22;9273
5808514;5785642;133;9286;123;106;11995;22;9533
5808515;5785642;137;9576;127;110;12285;22;9797
5808516;5785642;140;9814;129;113;12522;26;10256
5808517;5785642;146;10225;139;119;12934;29;10442
5808518;5785642;152;10610;143;124;13318;30;11916
5810399;5785642;113;7932;113;113;7932;-1;-1
5810400;5785642;112;7856;112;112;7856;33;13990
5810401;5785642;111;7751;111;111;7751;32;13949
5810402;5785642;103;7220;103;103;7220;28;12995
5810403;5785642;103;7234;103;103;7234;27;12456
5810404;5785642;107;7474;107;107;7474;33;15839
5810405;5785642;-1;-1;-1;-1;-1;27;11693
5810406;5785642;119;8365;119;119;8365;26;11263
5810407;5785642;-1;-1;-1;-1;-1;19;6658
5810408;5785642;-1;-1;-1;-1;-1;17;6324
5810409;5785642;82;5746;80;64;6905;16;5948
5810410;5785642;79;5557;77;62;6739;17;5771
5810411;5785642;65;4573;65;65;4573;15;4685
5810412;5785642;63;4420;63;63;4420;14;4562
5810413;5785642;62;4372;62;62;4372;14;4662
5810414;5785642;58;4063;58;58;4063;15;4466
5810415;5785642;64;4470;64;64;4470;18;4783
5810416;5785642;129;9015;118;102;11724;23;9060
5810417;5785642;128;8983;118;101;11692;22;9140
5810418;5785642;132;9241;123;105;11950;23;9578
5810419;5785642;140;9776;129;113;12485;26;10261
5810420;5785642;143;9997;132;116;12705;27;10324
5810421;5785642;146;10213;139;119;12921;29;10431
5810422;5785642;149;10454;142;122;13163;28;11751
5810423;5785642;203;14243;172;148;16975;32;13806
5810457;5785642;256;17891;186;167;41604;43;20422
5810458;5785642;254;17755;182;164;41348;46;23488
5810462;5785642;275;19244;175;150;31564;48;24914
5810463;5785642;275;19227;169;148;31062;48;24986
5810464;5785642;278;19457;173;152;41071;49;25243
5812300;5785642;120;8385;120;116;34424;-1;-1
5812301;5785642;117;8221;118;119;34655;-1;-1
5812302;5785642;118;8256;118;118;8256;36;14210
5812303;5785642;-1;-1;-1;-1;-1;33;14013
5812304;5785642;108;7546;108;108;7546;27;12766
5812305;5785642;109;7603;109;109;7603;29;14699
5812306;5785642;-1;-1;-1;-1;-1;28;11744
5812307;5785642;-1;-1;-1;-1;-1;26;11432
5812308;5785642;151;10570;128;112;10653;25;10866
5812309;5785642;151;10582;128;112;10665;18;6592
5812310;5785642;-1;-1;-1;-1;-1;18;6398
5812311;5785642;81;5693;80;64;6894;16;5952
5812312;5785642;77;5393;75;63;6814;16;5700
5812313;5785642;75;5222;74;66;7537;15;5411
5812314;5785642;67;4674;67;67;4674;14;4953
5812315;5785642;64;4484;64;64;4484;14;4787
5812316;5785642;68;4776;68;68;4776;17;5226
5812317;5785642;72;5022;72;72;5022;17;4688
5812318;5785642;127;8879;116;100;11588;22;8919
5812319;5785642;125;8732;110;98;11441;24;9149
5812320;5785642;137;9575;127;110;12284;22;9642
5812321;5785642;137;9597;128;110;12305;25;10117
5812322;5785642;150;10481;134;114;13332;29;10434
5812323;5785642;149;10417;138;118;13589;32;10686
5812324;5785642;150;10531;143;123;13240;34;13953
5812325;5785642;203;14204;172;147;16936;31;13769
5812353;5785642;229;16019;204;169;33262;42;18946
5812354;5785642;232;16224;204;171;33468;42;19165
5812355;5785642;240;16776;200;175;42844;41;19306
5812356;5785642;238;16657;200;173;42704;43;19724
5812358;5785642;269;18829;197;173;44503;47;20404
5812359;5785642;266;18627;188;168;41693;44;20433
5812360;5785642;261;18291;182;164;41357;46;23894
5812361;5785642;259;18154;176;159;41048;46;23866
5812362;5785642;261;18264;176;160;41402;50;24471
5812363;5785642;266;18634;176;158;41289;47;24400
5812364;5785642;269;18834;170;148;31447;48;24643
5812365;5785642;274;19149;172;148;31440;49;25081
5812366;5785642;282;19716;173;153;41167;51;25501
5814173;5785642;282;19729;203;173;40244;66;32781
5814174;5785642;292;20407;215;183;40922;66;32762
5814175;5785642;293;20499;215;184;41014;66;32299
5814176;5785642;250;17476;232;213;43083;67;32398
5814201;5785642;122;8549;122;113;34238;-1;-1
5814202;5785642;123;8590;123;117;34487;34;14616
5814203;5785642;-1;-1;-1;-1;-1;32;14139
5814204;5785642;-1;-1;-1;-1;-1;29;12799
5814205;5785642;112;7807;112;112;7807;27;12432
5814206;5785642;112;7844;112;112;7844;30;14553
5814207;5785642;129;9037;124;109;9039;25;11377
5814208;5785642;131;9200;124;111;9202;26;11323
5814209;5785642;149;10422;125;110;10505;24;10693
5814210;5785642;148;10358;125;109;10442;26;10685
5814211;5785642;-1;-1;-1;-1;-1;20;6641
5814212;5785642;-1;-1;-1;-1;-1;18;6113
5814213;5785642;78;5428;77;68;7166;18;6033
5814214;5785642;73;5076;72;64;7391;15;5282
5814215;5785642;70;4874;70;70;4874;17;5224
5814216;5785642;68;4794;68;68;4794;15;5033
5814217;5785642;71;4958;71;71;4958;19;5709
5814218;5785642;-1;-1;-1;-1;-1;18;5321
5814219;5785642;124;8675;110;97;11383;21;8829
5814220;5785642;121;8491;109;94;11200;24;8909
5814221;5785642;141;9841;131;114;12550;26;9992
5814222;5785642;141;9860;131;114;12569;27;10250
5814223;5785642;149;10450;133;111;13114;30;10607
5814224;5785642;149;10404;133;110;13068;32;10696
5814225;5785642;-1;-1;-1;-1;-1;34;13738
5814226;5785642;199;13964;166;144;16696;31;13558
5814227;5785642;195;13650;164;139;16382;30;13330
5814253;5785642;231;16182;200;172;41678;46;18994
5814254;5785642;253;17718;180;155;40375;46;19208
5814255;5785642;252;17664;180;154;40321;45;19383
5814256;5785642;242;16937;202;177;43005;44;19785
5814257;5785642;248;17383;205;183;43430;43;20268
5814258;5785642;244;17085;204;184;34328;44;20110
5814259;5785642;247;17305;204;182;43352;47;20380
5814260;5785642;266;18604;188;168;41670;50;25317
5814261;5785642;262;18347;182;164;41413;47;24088
5814262;5785642;264;18446;176;160;32663;46;23962
5814263;5785642;264;18498;176;159;32550;47;24221
5814264;5785642;269;18856;176;160;41395;47;24278
5814265;5785642;269;18796;169;148;31791;47;24515
5814266;5785642;277;19377;176;151;42908;49;24980
5814267;5785642;291;20338;176;151;41554;52;26408
5814268;5785642;291;20340;169;145;31892;51;26273
5816065;5785642;289;20206;209;179;40699;68;34726
5816068;5785642;279;19498;203;169;39947;62;33811
5816069;5785642;282;19751;203;172;40200;62;34009
5816070;5785642;267;18705;191;158;39178;63;34158
5816071;5785642;267;18700;191;158;39232;63;34001
5816072;5785642;268;18794;191;160;39326;62;32538
5816073;5785642;254;17763;203;164;39618;63;32402
5816074;5785642;249;17404;209;178;40590;63;32072
5816075;5785642;251;17538;232;214;43145;63;31921
5816099;5785642;136;9523;135;123;34914;29;14515
5816100;5785642;128;8940;127;115;34353;30;14446
5816101;5785642;133;9331;131;120;34744;32;14474
5816102;5785642;-1;-1;-1;-1;-1;30;13984
5816103;5785642;-1;-1;-1;-1;-1;28;12707
5816104;5785642;115;8075;114;104;8666;27;12456
5816105;5785642;124;8675;121;104;8677;29;14302
5816106;5785642;127;8877;124;107;8879;25;11345
5816107;5785642;132;9220;123;112;9222;25;10998
5816108;5785642;147;10279;125;108;10362;24;11107
5816109;5785642;144;10053;123;105;10137;25;10412
5816110;5785642;143;10011;123;104;10095;25;10125
5816111;5785642;-1;-1;-1;-1;-1;27;10079
5816112;5785642;-1;-1;-1;-1;-1;26;9833
5816113;5785642;76;5318;75;67;7859;17;5342
5816114;5785642;75;5221;72;63;7574;15;5397
5816115;5785642;75;5239;74;64;7882;15;5467
5816116;5785642;74;5162;73;65;7977;18;5608
5816117;5785642;77;5409;77;69;8224;18;5598
5816118;5785642;118;8284;107;91;10992;20;8260
5816119;5785642;119;8310;107;92;11019;24;8806
5816120;5785642;153;10691;134;115;13354;29;10246
5816121;5785642;151;10556;133;113;13220;26;10151
5816122;5785642;145;10156;129;107;12820;27;10316
5816123;5785642;145;10142;129;107;12805;30;10550
5816124;5785642;146;10214;131;108;12877;31;10638
5816125;5785642;-1;-1;-1;-1;-1;35;13799
5816126;5785642;198;13870;164;142;16602;33;13495
5816127;5785642;192;13435;158;136;16167;32;13115
5816152;5785642;237;16571;182;158;40635;46;18849
5816153;5785642;252;17621;179;153;40277;46;19650
5816154;5785642;249;17405;179;150;40061;49;21833
5816155;5785642;250;17485;179;151;40142;49;21930
5816156;5785642;248;17362;205;183;43409;44;20320
5816157;5785642;247;17285;204;182;43332;46;20281
5816158;5785642;292;20465;176;160;40289;50;25347
5816159;5785642;292;20427;176;159;40251;50;25298
5816160;5785642;269;18811;176;159;40250;48;24544
5816161;5785642;267;18693;182;164;40594;50;25458
5816162;5785642;282;19732;170;147;39735;49;25462
5816163;5785642;273;19081;169;145;40075;50;25087
5816164;5785642;272;19025;164;145;40058;48;24749
5816165;5785642;275;19248;169;146;32752;49;25044
5816166;5785642;280;19585;170;148;42367;49;25362
5816167;5785642;286;20025;169;146;31908;53;26143
5817963;5785642;293;20526;215;184;41019;63;34516
5817964;5785642;289;20260;209;180;40752;64;34457
5817965;5785642;287;20096;209;178;40588;63;34009
5817966;5785642;283;19834;203;174;40326;62;33733
5817967;5785642;273;19123;203;163;39571;62;33680
5817968;5785642;268;18793;191;159;39242;61;33997
5817969;5785642;265;18517;179;153;38966;62;33887
5817970;5785642;264;18447;179;153;38979;63;34119
5817971;5785642;256;17933;191;159;39247;62;32587
5817972;5785642;251;17588;197;163;39547;61;32257
5817973;5785642;246;17249;209;176;40434;61;31905
5817974;5785642;244;17110;203;174;40296;60;31698
5817975;5785642;238;16626;207;176;40435;61;31372
5817976;5785642;236;16488;207;181;40820;60;31057
5817977;5785642;228;15972;210;185;41076;63;31165
5817997;5785642;137;9578;135;124;34970;35;15314
5817998;5785642;138;9635;137;124;35026;31;14651
5817999;5785642;131;9184;128;116;34422;29;14304
5818000;5785642;133;9277;129;117;34515;29;14034
5818001;5785642;140;9805;130;116;33446;32;14023
5818002;5785642;124;8675;121;104;8668;28;12734
5818003;5785642;121;8448;119;101;8441;26;12055
5818004;5785642;120;8414;118;100;8416;31;14657
5818005;5785642;123;8633;121;103;8635;25;11260
5818006;5785642;136;9532;125;113;10692;24;10824
5818007;5785642;138;9655;123;109;10395;24;10585
5818008;5785642;142;9919;122;103;10003;23;10143
5818009;5785642;138;9649;120;99;9733;23;9880
5818010;5785642;135;9477;116;97;9561;23;9844
5818011;5785642;134;9387;116;95;9470;23;9632
5818012;5785642;134;9374;113;95;9457;23;9624
5818013;5785642;83;5825;82;74;8556;18;6205
5818014;5785642;80;5571;79;70;8302;16;5773
5818015;5785642;77;5364;76;67;8095;19;5859
5818016;5785642;79;5497;78;70;8291;22;8304
5818017;5785642;114;7981;106;87;10690;21;8261
5818018;5785642;114;7956;105;87;10665;23;8201
5818019;5785642;152;10660;134;114;13323;26;8437
5818020;5785642;150;10477;133;111;13140;27;9791
5818021;5785642;146;10209;131;108;12873;25;10201
5818022;5785642;141;9873;122;103;12537;29;10266
5818023;5785642;144;10069;126;106;12733;25;9989
5818024;5785642;147;10301;132;109;12964;35;13739
5818025;5785642;156;10902;130;112;13631;30;11059
5818026;5785642;154;10806;130;110;13535;29;11049
5818027;5785642;194;13575;164;138;16306;30;11158
5818052;5785642;241;16880;179;148;39931;43;19466
5818053;5785642;244;17083;173;146;39739;47;21674
5818054;5785642;247;17297;179;149;39954;50;21877
5818055;5785642;252;17611;205;186;43658;45;20516
5818056;5785642;252;17626;207;186;43673;47;20668
5818057;5785642;290;20333;176;158;40157;50;25324
5818058;5785642;287;20125;176;160;33718;49;25168
5818059;5785642;272;19043;176;160;33691;48;24741
5818060;5785642;288;20156;176;161;33749;50;25463
5818061;5785642;278;19455;164;143;39459;49;25326
5818062;5785642;275;19281;170;147;39706;48;25094
5818063;5785642;277;19398;176;151;42921;51;25292
5818064;5785642;279;19531;170;147;42287;48;25066
5818065;5785642;280;19571;169;145;41908;49;25353
5818066;5785642;285;19985;173;149;42171;52;25802
5818067;5785642;289;20256;173;153;42442;54;26124
5818068;5785642;292;20423;173;150;38771;55;26509
5818069;5785642;295;20652;173;153;39001;58;26879
5818070;5785642;-1;-1;-1;-1;-1;58;27616
5818071;5785642;313;21919;185;166;42143;56;27502
5818072;5785642;332;23261;194;156;42801;53;25475
5819860;5785642;294;20579;215;185;41071;63;34554
5819861;5785642;285;19952;209;176;40450;62;34210
5819862;5785642;282;19726;203;173;40224;62;33998
5819863;5785642;277;19424;203;168;39922;61;33626
5819864;5785642;274;19198;203;165;39696;61;33434
5819865;5785642;268;18732;191;158;39181;61;33291
5819866;5785642;265;18575;185;153;39024;62;33955
5819867;5785642;262;18333;179;152;38956;61;33820
5819868;5785642;269;18815;191;157;38807;64;32734
5819869;5785642;251;17591;203;170;40025;62;32207
5819870;5785642;246;17228;203;168;39936;62;31931
5819871;5785642;244;17063;203;172;40179;63;31773
5819872;5785642;243;17036;203;175;40400;60;31257
5819873;5785642;236;16497;207;181;40817;59;30974
5819874;5785642;233;16308;210;184;41003;60;30787
5819875;5785642;226;15829;217;197;41920;61;30639
5819876;5785642;220;15381;212;198;41990;64;30850
5819893;5785642;142;9934;142;129;35326;36;15353
5819894;5785642;-1;-1;-1;-1;-1;33;15173
5819895;5785642;150;10495;136;122;33917;31;15001
5819896;5785642;147;10281;132;119;33703;30;14161
5819897;5785642;144;10075;131;116;33497;29;13864
5819898;5785642;138;9660;129;114;33301;29;13874
5819899;5785642;139;9726;128;112;33174;30;13732
5819900;5785642;122;8572;120;102;8565;26;12087
5819901;5785642;122;8535;120;102;8536;32;14460
5819902;5785642;-1;-1;-1;-1;-1;25;11287
5819903;5785642;145;10131;128;113;10711;24;10977
5819904;5785642;141;9885;123;110;10465;26;10812
5819905;5785642;143;10027;127;112;10608;23;10071
5819906;5785642;138;9679;120;99;9763;25;10070
5819907;5785642;133;9295;113;94;9379;22;9541
5819908;5785642;130;9122;113;92;9205;23;9497
5819909;5785642;131;9194;113;93;9277;22;9543
5819910;5785642;83;5813;82;73;8543;18;6196
5819911;5785642;81;5669;81;71;8400;16;5779
5819912;5785642;80;5578;79;66;8576;19;6047
5819913;5785642;84;5888;81;69;8752;19;6365
5819914;5785642;114;7964;105;87;10673;20;7676
5819915;5785642;109;7630;103;82;10339;22;8056
5819916;5785642;112;7816;104;85;10525;24;8205
5819917;5785642;138;9641;118;100;12304;25;9468
5819918;5785642;136;9515;113;98;12179;25;9762
5819919;5785642;139;9736;118;101;12400;29;10250
5819920;5785642;145;10130;129;107;12793;30;10099
5819921;5785642;-1;-1;-1;-1;-1;28;10325
5819922;5785642;153;10720;130;109;13449;28;10900
5819923;5785642;150;10531;128;106;13260;27;10816
5819924;5785642;151;10588;128;107;13316;30;10975
5819949;5785642;243;17024;179;159;40658;43;19434
5819950;5785642;245;17137;173;146;39794;47;21569
5819951;5785642;248;17326;173;146;39558;47;21584
5819952;5785642;253;17688;177;149;39456;49;21471
5819953;5785642;262;18351;176;154;39873;47;20693
5819954;5785642;265;18535;176;160;35553;51;22059
5819955;5785642;270;18880;176;160;34142;48;25027
5819956;5785642;282;19770;176;155;33363;49;25088
5819957;5785642;282;19707;176;161;40430;49;22382
5819958;5785642;280;19589;164;144;39179;50;25520
5819959;5785642;282;19751;176;159;33032;51;22627
5819960;5785642;283;19797;173;155;38009;52;26449
5819961;5785642;289;20227;173;152;32874;51;26071
5819962;5785642;285;19923;169;148;32570;51;25873
5819963;5785642;289;20207;165;145;38241;53;26188
5819964;5785642;290;20294;161;143;38292;53;26215
5819965;5785642;294;20572;165;146;38467;55;26571
5819966;5785642;298;20848;172;150;38743;58;26893
5819967;5785642;310;21672;170;151;39927;56;25057
5819968;5785642;-1;-1;-1;-1;-1;54;25137
5819969;5785642;323;22607;178;157;40871;54;25960
5821755;5785642;356;24917;264;190;42135;64;35069
5821756;5785642;294;20554;215;184;41052;63;34942
5821757;5785642;288;20172;209;179;40670;63;34388
5821758;5785642;290;20315;209;181;40813;65;34228
5821759;5785642;278;19476;203;169;39974;63;33757
5821760;5785642;274;19172;203;165;39670;61;33391
5821761;5785642;271;18974;191;161;39423;60;33067
5821762;5785642;267;18706;191;158;39204;62;34009
5821763;5785642;266;18590;179;149;38358;61;32958
5821764;5785642;271;18980;185;154;38700;63;33331
5821765;5785642;254;17748;203;172;40183;62;32375
5821766;5785642;250;17498;203;172;40206;61;31979
5821767;5785642;251;17579;203;173;40288;64;32428
5821768;5785642;256;17902;209;178;40611;66;32810
5821769;5785642;236;16526;210;187;41220;63;31177
5821770;5785642;238;16645;210;189;41340;60;30683
5821771;5785642;238;16652;205;189;41347;59;30438
5821772;5785642;242;16906;214;192;41601;61;30342
5821773;5785642;218;15276;212;194;34852;60;30038
5821788;5785642;-1;-1;-1;-1;-1;31;15356
5821789;5785642;-1;-1;-1;-1;-1;35;15176
5821790;5785642;167;11698;145;140;35120;31;15025
5821791;5785642;165;11532;143;131;25568;32;15062
5821792;5785642;149;10420;135;121;33842;30;14190
5821793;5785642;143;10016;131;116;33438;28;13736
5821794;5785642;137;9566;127;109;32988;28;13458
5821795;5785642;134;9350;125;107;9355;29;13584
5821796;5785642;129;9007;121;102;9011;27;12596
5821797;5785642;133;9343;127;107;9348;31;14198
5821798;5785642;136;9496;128;109;9500;31;13733
5821799;5785642;148;10353;132;116;10934;24;10990
5821800;5785642;145;10184;128;114;10765;26;11172
5821801;5785642;-1;-1;-1;-1;-1;26;10315
5821802;5785642;-1;-1;-1;-1;-1;27;10263
5821803;5785642;134;9359;113;95;9443;24;9569
5821804;5785642;126;8824;105;87;8907;23;9100
5821805;5785642;99;6937;97;81;9653;20;7151
5821806;5785642;97;6796;94;79;9513;20;7072
5821807;5785642;87;6089;83;69;8805;17;6331
5821808;5785642;83;5794;81;65;8510;18;6155
5821809;5785642;87;6086;83;69;8802;20;7400
5821810;5785642;106;7418;99;79;10127;20;7699
5821811;5785642;108;7552;99;81;10261;22;7979
5821812;5785642;111;7785;103;84;10494;25;9090
5821813;5785642;131;9180;109;93;11843;24;9364
5821814;5785642;132;9248;109;94;11911;27;9756
5821815;5785642;131;9158;109;93;11821;27;9379
5821816;5785642;131;9174;109;93;11837;28;9990
5821817;5785642;-1;-1;-1;-1;-1;27;10309
5821818;5785642;154;10748;130;110;13477;26;10400
5821819;5785642;146;10216;120;101;12981;26;10470
5821820;5785642;151;10582;128;107;13311;28;10829
5821821;5785642;154;10789;132;110;13521;27;10904
5821846;5785642;248;17358;177;151;39645;46;21489
5821847;5785642;249;17439;167;145;39188;46;21200
5821848;5785642;254;17773;172;146;39295;47;21197
5821849;5785642;259;18134;176;151;39656;47;21009
5821850;5785642;263;18394;176;158;34043;49;21903
