from_id;to_id;walk_t;walk_d;bike_s_t;bike_f_t;bike_d;pt_r_tt;pt_r_t;pt_r_d;pt_m_tt;pt_m_t;pt_m_d;car_r_t;car_r_d;car_m_t;car_m_d;car_sl_t
5791356;6016699;600;41981;172;109;42135;170;155;55532;192;147;53896;79;50402;69;50380;45
5791357;6016699;601;42068;172;109;42201;173;157;55600;192;149;53964;79;50516;68;50494;45
5791358;6016699;602;42119;172;109;42201;218;190;54203;239;198;55839;79;50062;68;48264;45
5791359;6016699;599;41922;172;109;42201;206;187;54005;237;211;59675;84;50386;73;48587;47
5791360;6016699;600;41976;189;120;43129;212;188;54060;237;196;55696;84;50754;73;48955;47
5791361;6016699;605;42329;198;125;45222;221;193;54413;243;201;56049;84;51108;73;49309;47
5791362;6016699;609;42640;198;125;45222;224;197;54724;253;205;56360;85;51416;74;49618;48
5791363;6016699;645;45120;198;125;45222;217;178;67938;261;216;62950;91;53804;80;52005;54
5793258;6016699;607;42473;172;109;42315;182;163;56141;202;155;54505;79;50269;69;50247;45
5793259;6016699;602;42172;172;109;42258;176;159;55841;192;151;54204;79;50109;68;50087;45
5793260;6016699;603;42207;171;108;41845;176;160;55875;192;152;54239;79;50073;68;50051;45
5793261;6016699;597;41792;172;109;41922;170;153;55320;182;145;53683;79;49854;68;49832;45
5793262;6016699;596;41688;172;109;41964;170;153;55318;182;145;53681;79;50279;69;50257;45
5793263;6016699;596;41735;172;109;41964;176;146;53264;192;150;53264;79;51385;69;51362;45
5793264;6016699;595;41666;175;111;41676;206;184;53750;234;207;59420;84;50006;72;48208;47
5793265;6016699;596;41707;175;111;41614;206;184;53790;237;208;59460;84;50339;72;48540;47
5793266;6016699;596;41716;181;114;41659;206;184;53799;237;208;59469;84;50536;73;48737;47
5793267;6016699;607;42490;181;114;41659;224;195;54574;253;203;56210;84;51331;73;49532;47
5793268;6016699;613;42888;198;125;45222;230;201;54971;261;209;56608;85;51557;74;49759;48
5793269;6016699;643;44986;196;124;44741;242;188;68620;261;226;63631;90;50370;79;48571;53
5793270;6016699;640;44805;196;124;44741;232;185;68439;261;223;63451;90;53258;79;51460;53
5795164;6016699;608;42548;172;109;42258;182;152;54580;202;156;54580;79;50393;69;50371;45
5795165;6016699;609;42629;172;109;42258;182;154;54661;202;158;54661;79;52169;69;52147;45
5795166;6016699;608;42559;176;111;41651;182;153;54591;202;157;54591;82;52019;72;51997;47
5795167;6016699;592;41466;172;109;41888;170;154;54619;192;146;52982;80;50404;69;50382;45
5795168;6016699;592;41467;175;111;41676;170;154;54619;192;146;52983;81;50966;70;50944;46
5795169;6016699;594;41548;175;111;41676;170;155;54714;192;147;53077;81;51189;70;51166;46
5795170;6016699;591;41397;175;111;41614;206;180;53480;228;184;53480;81;49745;70;47946;46
5795171;6016699;590;41315;175;111;41516;206;179;53399;228;183;53399;84;50046;72;48248;47
5795172;6016699;595;41650;181;114;41659;206;183;53733;234;207;59404;84;50489;73;48690;47
5795173;6016699;598;41878;181;114;41659;206;187;53962;237;210;59632;84;50579;73;48781;47
5795174;6016699;596;41688;181;114;41659;206;184;53772;234;208;59442;84;50213;73;48415;48
5795175;6016699;595;41625;181;114;41659;206;183;53709;234;207;59379;84;50350;73;48552;48
5795176;6016699;641;44841;179;113;41469;232;185;68476;261;223;63487;85;49874;74;48075;48
5797069;6016699;580;40577;166;105;40378;200;161;53114;195;180;54559;-1;-1;-1;-1;-1
5797070;6016699;611;42746;166;105;40378;182;155;54778;202;159;54778;80;50672;70;50649;46
5797071;6016699;612;42863;176;111;41651;182;157;54895;202;161;54895;83;52072;72;52049;47
5797072;6016699;594;41558;176;111;41651;170;155;54710;192;147;53074;82;51788;71;51766;47
5797073;6016699;590;41273;176;111;41651;170;151;54425;182;143;52789;80;51873;69;51851;45
5797074;6016699;588;41155;174;110;41406;164;150;54321;182;142;52684;80;50737;69;50715;45
5797075;6016699;591;41364;175;111;41614;170;153;54529;182;145;52893;81;51070;70;51048;46
5797076;6016699;587;41080;175;111;41516;203;175;53163;221;179;53163;82;49692;71;47894;47
5797077;6016699;589;41206;175;111;41516;203;177;53290;224;181;53290;84;50125;72;48326;47
5797078;6016699;593;41540;181;114;41659;206;182;53624;228;186;53624;84;50662;73;48863;47
5797079;6016699;592;41447;181;114;41659;206;180;53531;228;184;53531;84;50498;73;48700;47
5797080;6016699;593;41492;181;114;41659;206;181;53575;228;185;53575;84;49709;73;47910;48
5797081;6016699;593;41478;181;114;41659;206;181;53562;228;185;53562;84;50329;73;48531;48
5797082;6016699;590;41272;179;113;41469;212;184;68339;237;213;56415;85;49861;74;48062;48
5798974;6016699;560;39204;162;103;38947;182;141;51741;181;160;53186;73;46815;63;46793;41
5798975;6016699;616;43106;175;110;42951;185;160;55138;221;164;55138;80;51019;70;50997;46
5798976;6016699;616;43101;175;110;42951;185;160;55133;221;164;55133;80;50907;70;50884;46
5798977;6016699;616;43108;176;111;41651;185;160;55140;221;164;55140;82;52112;71;52089;47
5798978;6016699;587;41088;174;110;41075;170;153;54248;182;145;52612;82;51583;71;51561;47
5798979;6016699;584;40911;173;110;40965;167;150;54071;182;142;52435;82;51941;72;51919;47
5798980;6016699;584;40911;174;110;41084;167;150;54072;182;142;52435;81;51101;70;51079;46
5798981;6016699;588;41183;175;111;41384;170;154;54343;192;146;52707;82;51489;71;51466;47
5798982;6016699;584;40912;175;111;41516;200;173;52995;213;177;52995;82;49553;71;47754;47
5798983;6016699;583;40786;175;111;41516;200;171;52870;211;175;52870;83;49493;72;47694;46
5798984;6016699;583;40779;178;113;40926;197;171;52863;211;175;52863;83;49484;72;47686;46
5798985;6016699;588;41144;178;113;40926;203;176;53228;221;180;53228;83;49376;72;47578;46
5798986;6016699;586;41006;181;114;41659;200;174;53090;217;178;53090;83;49642;72;47844;46
5798987;6016699;589;41262;181;114;41659;203;178;53346;228;182;53346;84;50102;73;48303;48
5798988;6016699;584;40856;176;112;40935;206;184;68405;233;207;55999;84;49336;73;47538;47
5800879;6016699;553;38708;161;102;38610;167;148;51245;174;158;52690;74;46536;64;46514;41
5800880;6016699;557;38987;162;102;38943;173;152;51524;178;162;52968;73;46811;63;46789;41
5800881;6016699;619;43311;162;102;38943;188;163;55343;221;167;55343;80;46440;70;46417;46
5800882;6016699;586;41000;175;110;42951;182;160;53381;208;164;53381;84;53614;73;53592;47
5800883;6016699;586;41035;175;111;41398;185;160;53417;217;164;53417;84;53391;73;53369;47
5800884;6016699;585;40957;174;110;41075;170;151;54141;182;143;52505;81;51400;70;51377;46
5800885;6016699;581;40693;174;110;41063;161;148;53914;182;140;52278;81;51102;70;51080;46
5800886;6016699;579;40545;174;110;41061;164;150;54057;182;142;52421;81;51393;70;51371;46
5800887;6016699;581;40665;175;111;41384;170;154;54331;182;146;52694;81;51478;70;51455;46
5800888;6016699;573;40123;175;110;40174;188;161;52206;204;165;52206;82;48669;71;46870;46
5800889;6016699;579;40527;175;110;40174;194;167;52610;208;171;52610;83;49258;72;47459;46
5800890;6016699;580;40603;175;111;40297;194;168;52686;211;172;52686;83;49170;72;47372;46
5800891;6016699;583;40814;178;112;40869;200;171;52897;213;175;52897;83;49047;72;47249;46
5800892;6016699;582;40750;178;113;40926;197;170;52834;211;174;52834;83;49522;72;47723;46
5800893;6016699;584;40912;178;113;40926;200;173;52995;213;177;52995;83;50062;72;48264;46
5800894;6016699;582;40765;176;112;40935;203;188;68663;227;206;55908;84;49343;73;47544;47
5800895;6016699;579;40525;175;111;40766;200;185;68423;223;202;55669;83;49243;72;47444;47
5802783;6016699;552;38610;160;101;38360;164;147;51147;174;157;52591;74;46533;64;46511;41
5802784;6016699;550;38490;160;101;38360;161;145;51028;174;155;52472;74;46504;64;46482;41
5802785;6016699;554;38769;162;102;38931;170;149;51306;174;159;52751;74;46010;64;45987;41
5802786;6016699;588;41137;162;102;38943;188;162;53519;217;166;53519;84;46192;73;46170;47
5802787;6016699;584;40900;162;102;38943;182;158;53281;208;162;53281;84;53425;73;53403;47
5802788;6016699;581;40702;175;111;41407;182;155;53084;202;159;53084;83;53178;72;53156;47
5802789;6016699;581;40702;175;111;41407;182;155;53084;202;159;53084;82;51641;71;51618;47
5802790;6016699;582;40771;175;111;41458;170;151;54163;182;143;52527;82;51163;71;51141;47
5802791;6016699;575;40272;172;109;40486;167;150;53521;182;142;51885;81;51436;70;51414;46
5802792;6016699;579;40509;172;109;40486;170;154;53757;182;146;52121;82;51739;71;51716;46
5802793;6016699;570;39895;175;110;40174;182;158;51978;194;162;51978;82;48610;71;46811;46
5802794;6016699;575;40230;175;110;40174;188;163;52314;204;167;52314;82;48895;71;47096;46
5802795;6016699;575;40231;175;111;40297;188;163;52314;204;167;52314;83;48896;72;47097;46
5802796;6016699;576;40344;178;112;40856;188;165;52428;204;169;52428;82;49092;71;47294;46
5802797;6016699;582;40706;178;113;40911;194;170;52789;211;174;52789;83;49413;72;47614;46
5802798;6016699;584;40880;176;112;40583;200;172;52964;213;176;52964;83;49156;72;47357;46
5802799;6016699;574;40208;174;110;40348;191;179;51104;218;186;51937;82;48656;71;46857;47
5802800;6016699;573;40129;174;110;40446;191;178;51025;212;185;51858;83;48824;72;47025;47
5802801;6016699;579;40497;175;111;40616;200;187;68021;223;202;55641;83;49183;72;47384;47
5804689;6016699;549;38444;157;99;38266;155;144;50981;168;146;51829;75;46225;64;46202;42
5804690;6016699;547;38273;158;100;38040;158;142;50810;171;152;52255;74;46216;64;46194;41
5804691;6016699;550;38474;166;105;38251;167;149;51335;174;157;51153;72;46200;63;46177;40
5804692;6016699;552;38666;168;106;38341;173;152;51527;174;160;51345;74;46639;64;46617;42
5804693;6016699;584;40900;168;106;38341;182;158;53282;208;162;53282;83;53489;72;53466;47
5804694;6016699;578;40461;176;111;41586;182;152;52843;202;156;52843;83;53095;72;53072;47
5804695;6016699;577;40387;176;111;41586;182;151;52769;198;155;52769;82;51727;71;51705;47
5804696;6016699;573;40111;171;108;40207;161;148;53386;182;140;51750;82;52176;71;52154;46
5804697;6016699;572;40043;171;108;40246;161;147;53291;182;139;51655;81;51772;71;51750;46
5804698;6016699;580;40571;173;109;40844;170;154;53819;192;146;52183;82;51840;71;51818;47
5804699;6016699;567;39673;173;110;39931;182;155;51756;191;159;51756;82;48326;71;46528;46
5804700;6016699;566;39631;173;109;39798;182;154;51715;191;158;51715;81;48266;70;46468;45
5804701;6016699;570;39881;175;111;40282;182;158;51964;194;162;51964;82;48655;71;46857;46
5804702;6016699;571;39945;173;109;39933;182;159;52028;194;163;52028;82;48474;71;46675;46
5804703;6016699;573;40094;176;112;40583;188;161;52178;204;165;52178;83;48648;72;46850;46
5804704;6016699;575;40242;176;112;40583;188;163;52326;204;167;52326;83;49047;72;47249;46
5804705;6016699;571;39964;176;112;40583;188;175;50860;212;183;51693;83;48470;72;46672;46
5804706;6016699;570;39925;174;110;40342;188;175;50820;212;182;51654;82;48759;71;46961;47
5804707;6016699;574;40199;175;111;40616;191;179;51094;218;186;51928;83;49272;72;47474;47
5806593;6016699;549;38459;155;98;38359;152;139;51391;168;140;51391;75;46321;65;46299;42
5806594;6016699;544;38089;158;100;37952;155;139;50626;168;145;51749;74;45974;64;45952;41
5806595;6016699;544;38056;158;100;37850;158;139;50593;171;149;52037;73;45856;63;45834;41
5806596;6016699;546;38240;166;105;38251;161;146;51101;171;154;50919;72;45583;63;45560;40
5806597;6016699;552;38615;168;106;38341;170;151;51476;174;159;51294;76;46492;66;46470;43
5806598;6016699;556;38926;172;109;38308;179;142;51787;178;160;51605;75;46724;65;46702;42
5806599;6016699;576;40298;171;108;40279;182;150;52680;198;154;52680;83;52845;72;52823;46
5806600;6016699;572;40070;171;108;40279;176;146;52452;192;150;52452;82;52702;71;52680;46
5806601;6016699;570;39871;171;108;40207;164;150;53499;182;142;51862;82;52098;71;52075;46
5806602;6016699;574;40153;172;109;40442;161;149;53428;182;141;51792;82;51910;71;51888;46
5806603;6016699;576;40302;172;109;40486;170;151;53576;182;143;51940;82;48272;71;46473;46
5806604;6016699;567;39668;172;109;39650;182;155;51752;191;159;51752;81;48209;70;46410;45
5806605;6016699;562;39355;172;109;39650;182;151;51439;188;155;51439;81;48072;70;46273;45
5806606;6016699;565;39543;173;109;39924;182;153;51626;191;157;51626;81;48132;70;46334;45
5806607;6016699;568;39725;173;109;39930;182;156;51809;191;160;51809;82;48495;71;46696;45
5806608;6016699;572;40046;174;110;40149;185;160;52129;204;164;52129;82;48839;71;47040;45
5806609;6016699;577;40366;176;112;40583;191;165;52450;204;169;52450;83;49020;72;47221;46
5806610;6016699;566;39609;171;108;39693;182;170;50504;201;178;51338;81;48207;71;46408;46
5806611;6016699;568;39769;171;108;39693;185;173;50664;205;180;51498;81;48612;71;46813;46
5806612;6016699;572;40015;173;109;39907;188;176;50911;212;184;51744;82;48762;71;46964;46
5806613;6016699;595;41631;178;113;41641;221;197;70440;231;217;61277;85;50061;74;48262;48
5808496;6016699;550;38497;154;97;38354;149;130;51026;153;123;49389;76;46251;65;46229;43
5808497;6016699;554;38786;156;99;38665;155;140;51742;168;145;51742;76;46700;65;46677;43
5808498;6016699;553;38682;157;100;38535;155;142;51864;168;147;51864;75;46490;65;46468;42
5808499;6016699;541;37841;159;101;37813;158;140;50702;171;148;50520;73;45715;63;45692;41
5808500;6016699;545;38131;174;110;38602;161;144;50992;171;152;50810;75;45288;65;45266;42
5808501;6016699;557;38966;177;112;38757;182;142;51827;178;160;51645;76;46802;65;46779;43
5808502;6016699;557;38978;172;109;38308;182;143;51839;178;160;51657;75;47000;65;46977;43
5808503;6016699;577;40396;169;107;38212;182;151;52778;198;155;52778;75;52974;65;52952;43
5808504;6016699;573;40084;171;108;40279;176;146;52465;192;150;52465;82;52594;71;52572;46
5808505;6016699;567;39704;170;108;39928;170;153;53722;182;145;52086;82;52273;71;52250;45
5808506;6016699;566;39618;170;107;39859;170;153;53710;182;145;52074;82;48242;71;46443;45
5808507;6016699;563;39400;172;109;39705;182;148;51292;185;152;51292;82;48046;71;46247;46
5808508;6016699;560;39215;170;108;39417;173;158;52743;185;150;51107;81;47747;70;45948;45
5808509;6016699;559;39159;170;108;39310;176;148;51242;185;152;51242;81;47822;70;46023;45
5808510;6016699;564;39460;171;108;39420;182;152;51543;188;156;51543;82;48311;71;46512;45
5808511;6016699;562;39339;174;110;40149;182;150;51423;188;154;51423;82;48712;71;46914;45
5808512;6016699;565;39583;174;110;40149;182;170;50478;201;177;51312;82;48898;71;47099;45
5808513;6016699;563;39382;170;107;39417;182;167;50277;197;174;51111;81;47696;70;45898;46
5808514;6016699;561;39296;171;108;39693;182;166;50192;197;173;51025;81;47957;70;46158;46
5808515;6016699;566;39588;173;109;39907;182;170;50484;201;177;51317;82;48221;71;46422;46
5808516;6016699;569;39825;178;113;40452;188;173;50720;205;181;51554;82;48680;71;46881;46
5808517;6016699;575;40236;178;113;40452;185;171;51207;211;187;51965;82;48866;71;47067;46
5808518;6016699;580;40621;178;113;40452;188;176;51592;221;198;55902;85;50340;74;48541;48
5810399;6016699;546;38233;153;97;38052;146;126;50762;143;119;49125;74;45856;64;45833;41
5810400;6016699;549;38411;153;97;38182;149;128;50940;153;121;49303;76;46282;66;46260;43
5810401;6016699;557;38974;156;99;38743;155;143;51931;171;148;51931;76;46836;66;46814;43
5810402;6016699;536;37520;156;99;38743;155;142;50844;168;144;50199;76;45361;66;45339;43
5810403;6016699;537;37591;166;105;37771;155;143;50858;168;145;50270;72;45689;63;45666;41
5810404;6016699;546;38237;177;112;38757;161;146;51098;171;154;50916;73;45295;64;45272;41
5810405;6016699;557;39023;177;112;38757;182;143;51884;181;161;51702;75;46954;65;46932;43
5810406;6016699;559;39128;169;107;38212;182;145;51989;181;163;51807;76;47049;66;47027;43
5810407;6016699;561;39293;169;107;38029;182;147;52154;183;165;51972;82;48717;71;46918;46
5810408;6016699;572;40019;171;108;39872;173;158;54037;192;150;52401;82;48383;71;46584;45
5810409;6016699;563;39407;169;107;39733;164;150;52682;182;142;51045;81;48007;70;46208;45
5810410;6016699;560;39218;168;106;39447;161;147;52492;182;139;50856;81;47829;70;46031;45
5810411;6016699;564;39472;168;106;39467;182;149;51363;188;153;51363;81;47993;70;46195;45
5810412;6016699;556;38922;170;108;39344;170;154;52450;174;146;50814;81;47689;70;45891;45
5810413;6016699;554;38765;168;106;38914;170;154;52485;177;146;50849;81;47476;70;45678;45
5810414;6016699;556;38937;169;107;39232;170;157;52656;177;149;51020;81;47739;70;45940;45
5810415;6016699;562;39344;169;107;39232;182;150;51428;188;154;51428;81;48055;70;46257;45
5810416;6016699;558;39026;174;110;40149;182;162;49922;195;169;50756;81;47484;70;45685;45
5810417;6016699;557;38994;170;107;39417;182;162;49890;192;169;50723;81;47563;70;45765;45
5810418;6016699;561;39252;170;107;39417;182;165;50148;197;173;50982;81;47993;70;46195;46
5810419;6016699;568;39787;171;108;39867;185;173;50682;205;180;51516;82;48345;71;46546;46
5810420;6016699;572;40008;178;113;40452;185;172;51309;212;183;51737;82;48748;71;46949;46
5810421;6016699;575;40224;178;113;40452;185;170;51194;211;186;51953;82;48855;71;47056;46
5810422;6016699;578;40466;178;113;40452;188;174;51436;218;196;55746;82;50175;72;48376;47
5810423;6016699;608;42534;186;118;42130;212;191;69965;229;210;60801;82;49133;72;49110;47
5810457;6016699;-1;-1;192;122;44993;158;146;53857;159;144;53751;78;49158;68;48876;44
5810458;6016699;654;45806;196;124;45796;152;142;53601;159;142;53614;78;49713;68;49430;44
5810462;6016699;-1;-1;202;128;45922;146;129;53407;156;134;54392;82;51139;70;50857;45
5810463;6016699;-1;-1;201;127;45846;140;126;53183;149;131;54168;82;51211;70;50928;46
5810464;6016699;-1;-1;203;129;45952;140;127;59842;152;133;54370;83;51620;71;51338;46
5812300;6016699;540;37799;151;96;37653;140;124;50328;137;113;48691;74;45463;64;45441;41
5812301;6016699;543;38030;152;96;37857;143;123;50559;143;116;48922;74;45940;64;45918;41
5812302;6016699;548;38336;153;97;37998;149;127;50865;150;120;49229;74;46367;64;46345;41
5812303;6016699;536;37532;156;99;38743;155;140;50211;168;144;50211;72;46901;62;46879;41
5812304;6016699;533;37278;166;105;37771;155;139;49957;168;140;49957;72;45132;62;45109;41
5812305;6016699;533;37329;166;105;37771;155;140;50008;168;141;50008;71;44700;62;44677;40
5812306;6016699;535;37442;165;105;37550;155;141;50121;168;142;50121;74;45558;64;45535;42
5812307;6016699;537;37580;165;104;37447;155;139;50259;168;144;50259;74;45436;64;45414;42
5812308;6016699;541;37882;167;105;37675;176;158;51472;174;162;51472;76;46652;66;46629;43
5812309;6016699;541;37895;169;107;38029;179;157;51358;178;162;51484;82;48650;71;46852;46
5812310;6016699;544;38092;171;108;39957;182;160;51555;178;161;51681;82;48457;71;46658;46
5812311;6016699;562;39353;171;108;39933;164;149;52628;182;141;50992;81;48011;70;46212;45
5812312;6016699;558;39054;168;106;39334;161;146;52384;178;138;50748;81;47759;70;45960;45
5812313;6016699;555;38883;167;106;39122;161;149;52599;174;141;50962;80;47469;69;45671;45
5812314;6016699;554;38810;167;106;39096;164;149;52156;171;141;50520;81;47486;70;45687;45
5812315;6016699;550;38506;167;106;38759;167;152;52340;171;144;50704;80;47183;69;45384;44
5812316;6016699;553;38708;168;106;38976;170;155;52032;177;148;50396;80;47554;69;45755;45
5812317;6016699;556;38954;168;106;38976;176;147;50641;177;151;50641;80;47961;69;46162;45
5812318;6016699;556;38890;168;106;38976;182;160;49786;192;167;50619;80;47342;69;45544;45
5812319;6016699;553;38744;170;107;39417;176;158;49639;192;165;50473;80;47573;69;45774;45
5812320;6016699;566;39586;171;108;39867;182;170;50482;201;177;51315;82;48062;71;46263;46
5812321;6016699;566;39608;171;108;39867;182;170;50504;201;178;51337;82;48430;71;46631;46
5812322;6016699;569;39809;171;108;39867;182;163;50664;201;180;50675;82;48857;71;47059;46
5812323;6016699;572;40066;178;113;40452;182;167;50920;204;184;50931;82;48204;71;46405;46
5812324;6016699;579;40543;190;120;41885;188;175;51514;218;197;55824;82;49321;72;49299;47
5812325;6016699;607;42495;190;120;41885;212;192;70849;229;208;59870;82;49140;72;49117;47
5812353;6016699;626;43842;187;118;43572;146;116;49734;149;132;51063;76;47681;65;47399;42
5812354;6016699;629;44047;188;119;43870;146;119;49941;152;135;51269;76;47901;65;47619;42
5812355;6016699;637;44599;191;121;44448;149;128;50516;158;144;51845;77;48038;67;47756;43
5812356;6016699;635;44481;191;121;44444;146;126;50376;155;142;51705;77;48460;66;48178;42
5812358;6016699;-1;-1;191;121;44722;164;150;54147;174;155;55132;77;49140;66;48858;43
5812359;6016699;-1;-1;199;126;45452;158;146;62898;168;152;54930;79;49169;68;48887;44
5812360;6016699;-1;-1;198;125;45623;152;142;53610;165;147;54595;79;50118;68;49836;44
5812361;6016699;-1;-1;199;126;45852;152;138;53300;159;143;54285;79;50091;68;49808;44
5812362;6016699;653;45728;198;125;45521;152;131;52833;155;136;53818;79;50695;68;50413;44
5812363;6016699;652;45615;199;126;45550;146;130;52716;155;135;53701;80;50625;69;50343;45
5812364;6016699;652;45643;200;127;45554;140;125;52692;149;130;53677;81;50868;70;50586;45
5812365;6016699;653;45744;200;127;45559;140;126;52799;149;131;53784;81;51336;70;51054;45
5812366;6016699;652;45654;202;128;45755;137;123;60046;155;142;53419;84;52016;72;51734;47
5814173;6016699;497;34799;143;91;34578;179;161;56484;180;159;43084;75;40650;66;40560;47
5814174;6016699;507;35477;147;93;35199;182;156;55526;189;168;43762;76;41290;67;41201;48
5814175;6016699;508;35569;147;93;35199;182;158;55618;189;170;43854;78;55821;68;55788;47
5814176;6016699;528;36936;142;90;36533;197;175;44217;221;198;44084;76;54207;66;54173;45
5814201;6016699;537;37612;150;95;37512;137;117;50141;137;110;48505;73;45483;63;45461;41
5814202;6016699;541;37862;151;96;37695;140;125;50391;137;114;48755;74;45144;64;45121;41
5814203;6016699;548;38354;161;102;37086;149;128;50883;150;121;49246;73;46077;63;46055;41
5814204;6016699;533;37323;161;102;37086;155;140;50002;168;141;50002;73;45165;63;45142;41
5814205;6016699;529;37053;160;101;36712;152;136;49732;168;137;49732;72;44798;62;44776;40
5814206;6016699;529;37051;166;105;37653;152;136;49730;168;137;49730;71;44553;62;44531;40
5814207;6016699;531;37198;165;104;37447;152;138;49877;168;139;49877;73;45191;63;45168;41
5814208;6016699;534;37361;163;103;37130;155;140;50040;168;141;50040;74;45327;64;45305;42
5814209;6016699;539;37735;167;105;37675;176;156;51324;174;160;51324;76;46479;66;46457;43
5814210;6016699;538;37672;167;105;37675;176;155;51261;174;159;51261;76;46471;66;46449;43
5814211;6016699;541;37888;171;108;39957;176;158;51478;174;162;51478;82;48700;71;46901;46
5814212;6016699;563;39434;169;107;39583;167;150;52709;182;142;51072;81;48171;70;46373;45
5814213;6016699;558;39088;169;107;39583;167;151;52737;178;143;51100;81;48091;70;46293;45
5814214;6016699;553;38737;167;105;38891;161;147;52015;174;139;50379;80;47340;69;45542;44
5814215;6016699;551;38599;166;105;38789;161;145;51877;171;137;50241;80;47380;69;45581;44
5814216;6016699;548;38338;167;106;39077;164;149;51662;174;142;50025;81;47057;70;45259;45
5814217;6016699;548;38360;168;106;38976;164;150;51684;174;143;50047;80;47013;69;45214;45
5814218;6016699;549;38427;168;106;38976;164;151;51750;174;144;50114;80;47648;69;45850;45
5814219;6016699;553;38686;165;105;38386;173;157;49582;192;165;50415;80;47252;69;45454;45
5814220;6016699;550;38502;165;105;38386;170;154;49398;189;162;50231;80;47333;69;45534;45
5814221;6016699;569;39852;171;108;39867;188;174;50748;208;181;51581;80;48412;69;46613;45
5814222;6016699;570;39872;171;108;39867;188;174;50767;212;181;51600;82;48601;71;46803;46
5814223;6016699;566;39591;180;114;39664;179;160;50445;195;177;50456;82;48124;71;46326;46
5814224;6016699;565;39544;180;114;39664;179;159;50399;192;176;50410;82;48213;71;46414;47
5814225;6016699;607;42490;180;114;39682;212;192;70844;229;208;59865;83;49371;72;49349;48
5814226;6016699;604;42256;190;120;41885;209;188;70610;226;205;59631;83;49196;72;49174;48
5814227;6016699;599;41941;190;120;41885;203;184;70296;222;200;59316;82;49062;72;49040;47
5814253;6016699;619;43328;185;117;42983;146;122;50101;155;138;51430;76;47730;65;47448;42
5814254;6016699;622;43522;187;118;43572;152;131;52638;168;135;52638;76;47944;65;47661;42
5814255;6016699;621;43468;188;119;43933;149;131;52585;165;135;52585;76;48119;65;47837;42
5814256;6016699;639;44760;191;121;44456;152;130;50678;164;146;52006;78;48521;67;48239;43
5814257;6016699;646;45206;194;123;45057;161;136;51102;171;152;52430;78;49004;67;48722;43
5814258;6016699;642;44908;193;122;44790;158;132;50804;164;148;52132;77;48846;67;48564;43
5814259;6016699;645;45129;193;122;44923;158;135;51024;171;151;52353;78;49116;67;48833;43
5814260;6016699;-1;-1;199;126;45452;158;147;53922;165;152;54906;79;51542;68;51260;44
5814261;6016699;-1;-1;199;126;45452;155;142;62619;165;148;54651;80;50313;69;50031;45
5814262;6016699;-1;-1;199;126;45333;152;135;53101;155;140;54086;79;50187;68;49904;44
5814263;6016699;-1;-1;198;125;45219;152;134;52988;155;139;53973;80;50446;69;50164;44
5814264;6016699;649;45455;200;126;45408;140;127;61526;152;133;53556;80;50502;69;50220;45
5814265;6016699;647;45257;199;126;45256;134;121;61236;149;129;53306;80;50739;69;50457;45
