from_id;to_id;walk_t;walk_d;bike_s_t;bike_f_t;bike_d;pt_r_tt;pt_r_t;pt_r_d;pt_m_tt;pt_m_t;pt_m_d;car_r_t;car_r_d;car_m_t;car_m_d;car_sl_t
5798978;6016696;589;41204;177;112;41615;172;154;54364;183;146;52728;83;-1;72;-1;47
5798979;6016696;586;41027;176;112;41505;169;152;54187;183;144;52551;83;-1;72;-1;48
5798980;6016696;586;41028;177;112;41624;169;152;54187;183;144;52551;82;-1;71;-1;47
5798981;6016696;590;41299;178;113;41924;172;156;54459;193;148;52822;83;-1;72;-1;48
5798982;6016696;586;41028;178;113;42056;202;174;53111;215;178;53111;83;-1;72;-1;48
5798983;6016696;584;40902;178;113;42056;202;173;52985;212;177;52985;84;-1;73;-1;47
5798984;6016696;584;40895;181;115;41466;199;173;52978;212;177;52978;84;-1;73;-1;47
5798985;6016696;589;41260;181;115;41466;205;178;53343;222;182;53343;84;-1;73;-1;47
5798986;6016696;587;41122;184;116;42198;202;176;53205;218;180;53205;84;-1;73;-1;47
5798987;6016696;591;41378;184;116;42198;205;179;53461;229;183;53461;85;-1;74;-1;48
5798988;6016696;585;40972;179;114;41475;208;186;68520;235;209;56115;85;-1;73;-1;48
5800879;6016696;555;38824;164;104;39149;169;150;51361;176;160;52805;75;-1;65;-1;42
5800880;6016696;559;39103;165;104;39483;175;154;51640;179;164;53084;74;-1;64;-1;41
5800881;6016696;620;43427;165;104;39483;190;165;55458;223;169;55458;81;-1;71;-1;47
5800882;6016696;587;41116;178;112;43491;184;161;53497;209;165;53497;85;-1;74;-1;48
5800883;6016696;588;41152;178;113;41937;187;162;53533;219;166;53533;85;-1;73;-1;48
5800884;6016696;587;41073;177;112;41614;172;153;54257;183;145;52620;82;-1;71;-1;47
5800885;6016696;583;40809;177;112;41603;163;149;54030;183;141;52393;82;-1;71;-1;47
5800886;6016696;581;40661;177;112;41600;166;152;54173;183;144;52536;82;-1;71;-1;47
5800887;6016696;583;40781;178;113;41924;172;155;54446;183;147;52810;82;-1;71;-1;47
5800888;6016696;575;40239;178;112;40713;190;163;52322;205;167;52322;83;-1;72;-1;46
5800889;6016696;581;40643;178;112;40713;196;169;52726;209;173;52726;84;-1;73;-1;47
5800890;6016696;582;40719;178;113;40837;196;170;52802;212;174;52802;84;-1;73;-1;47
5800891;6016696;585;40930;181;114;41409;202;173;53013;215;177;53013;84;-1;73;-1;47
5800892;6016696;584;40866;181;115;41466;199;172;52949;212;176;52949;84;-1;73;-1;47
5800893;6016696;586;41028;181;115;41466;202;174;53111;215;178;53111;84;-1;73;-1;47
5800894;6016696;584;40881;179;114;41475;205;190;68778;229;207;56024;85;-1;73;-1;48
5800895;6016696;581;40642;179;113;41306;202;186;68539;225;204;55784;84;-1;73;-1;48
5802783;6016696;553;38726;163;103;38899;166;148;51262;176;159;52707;75;-1;65;-1;42
5802784;6016696;552;38607;163;103;38899;163;147;51143;176;157;52588;75;-1;65;-1;42
5802785;6016696;556;38885;165;104;39471;172;151;51422;176;161;52866;75;-1;65;-1;42
5802786;6016696;589;41253;165;104;39483;190;163;53634;219;167;53634;85;-1;74;-1;48
5802787;6016696;586;41016;165;104;39483;184;160;53397;209;164;53397;85;-1;73;-1;48
5802788;6016696;583;40818;178;113;41947;184;157;53199;203;161;53199;84;-1;73;-1;48
5802789;6016696;583;40818;178;113;41947;184;157;53200;203;161;53200;83;-1;72;-1;47
5802790;6016696;584;40887;178;113;41997;172;153;54279;183;145;52642;83;-1;72;-1;47
5802791;6016696;577;40388;175;111;41025;169;152;53636;183;144;52000;82;-1;71;-1;47
5802792;6016696;580;40625;175;111;41025;172;155;53873;183;147;52236;83;-1;72;-1;47
5802793;6016696;572;40011;178;112;40713;184;160;52094;196;164;52094;83;-1;72;-1;46
5802794;6016696;576;40346;178;112;40713;190;165;52429;205;169;52429;83;-1;72;-1;47
5802795;6016696;576;40347;178;113;40837;190;165;52430;205;169;52430;84;-1;72;-1;47
5802796;6016696;578;40460;181;114;41396;190;166;52544;205;170;52544;83;-1;72;-1;47
5802797;6016696;583;40822;181;115;41451;196;171;52905;212;175;52905;84;-1;73;-1;47
5802798;6016696;586;40996;180;114;41123;202;174;53079;215;178;53079;84;-1;73;-1;47
5802799;6016696;576;40324;177;112;40888;193;181;51220;219;188;52053;83;-1;72;-1;47
5802800;6016696;575;40245;177;112;40986;193;179;51140;213;187;51974;84;-1;73;-1;47
5802801;6016696;580;40613;178;113;41156;202;188;68137;225;204;55756;84;-1;73;-1;48
5804689;6016696;551;38560;160;101;38806;157;146;51097;170;148;51944;76;-1;65;-1;43
5804690;6016696;548;38389;161;102;38580;160;144;50926;173;154;52370;75;-1;65;-1;42
5804691;6016696;551;38590;169;107;38791;169;151;51450;176;159;51268;73;-1;64;-1;41
5804692;6016696;554;38782;171;108;38880;175;154;51643;176;162;51461;75;-1;65;-1;43
5804693;6016696;586;41017;171;108;38880;184;160;53398;209;164;53398;84;-1;73;-1;47
5804694;6016696;580;40577;179;113;42125;184;154;52959;203;158;52959;84;-1;73;-1;47
5804695;6016696;579;40503;179;113;42125;184;152;52885;199;156;52885;83;-1;72;-1;47
5804696;6016696;575;40227;174;110;40747;163;150;53502;183;142;51865;83;-1;72;-1;47
5804697;6016696;574;40159;174;110;40785;163;149;53407;183;141;51770;82;-1;72;-1;46
5804698;6016696;581;40687;176;111;41383;172;156;53935;193;148;52298;83;-1;72;-1;47
5804699;6016696;568;39789;177;112;40471;184;157;51872;192;161;51872;83;-1;72;-1;46
5804700;6016696;568;39747;176;111;40338;184;156;51830;192;160;51830;82;-1;71;-1;46
5804701;6016696;571;39997;178;113;40822;184;160;52080;196;164;52080;83;-1;72;-1;46
5804702;6016696;572;40061;176;111;40472;184;161;52144;196;165;52144;83;-1;72;-1;47
5804703;6016696;574;40210;180;114;41123;190;163;52293;205;167;52293;84;-1;73;-1;47
5804704;6016696;577;40358;180;114;41123;190;165;52442;205;169;52442;84;-1;73;-1;47
5804705;6016696;573;40080;180;114;41123;190;177;50975;213;184;51809;84;-1;73;-1;47
5804706;6016696;572;40041;177;112;40882;190;176;50936;213;184;51769;83;-1;72;-1;47
5804707;6016696;576;40315;178;113;41156;193;180;51210;219;188;52044;84;-1;73;-1;48
5806593;6016696;551;38575;158;100;38898;154;140;51506;170;141;51506;76;-1;66;-1;43
5806594;6016696;546;38205;161;102;38491;157;141;50742;170;147;51865;75;-1;65;-1;42
5806595;6016696;545;38172;162;102;38389;160;140;50708;173;151;52153;74;-1;64;-1;42
5806596;6016696;548;38356;169;107;38791;163;148;51217;173;156;51035;73;-1;63;-1;41
5806597;6016696;553;38731;171;108;38880;172;153;51592;176;161;51410;77;-1;67;-1;44
5806598;6016696;558;39042;175;111;38848;181;143;51902;179;161;51720;76;-1;66;-1;43
5806599;6016696;577;40414;174;110;40818;184;151;52795;199;155;52795;84;-1;73;-1;47
5806600;6016696;574;40186;174;110;40818;178;148;52568;193;152;52568;83;-1;72;-1;47
5806601;6016696;571;39987;174;110;40747;166;152;53614;183;144;51978;83;-1;72;-1;46
5806602;6016696;575;40270;175;111;40982;163;151;53544;183;143;51907;83;-1;72;-1;47
5806603;6016696;577;40418;175;111;41025;172;153;53692;183;145;52056;83;-1;72;-1;47
5806604;6016696;568;39784;175;111;40190;184;157;51868;192;161;51868;82;-1;71;-1;46
5806605;6016696;564;39471;175;111;40190;184;152;51554;190;156;51554;82;-1;71;-1;46
5806606;6016696;567;39659;176;111;40463;184;155;51742;192;159;51742;82;-1;71;-1;46
5806607;6016696;569;39841;176;111;40470;184;157;51924;192;161;51924;83;-1;72;-1;46
5806608;6016696;574;40162;177;112;40688;187;162;52245;205;166;52245;83;-1;72;-1;46
5806609;6016696;578;40482;180;114;41123;193;167;52565;205;171;52565;84;-1;73;-1;47
5806610;6016696;568;39725;175;110;40233;184;172;50620;202;179;51454;82;-1;71;-1;46
5806611;6016696;570;39885;175;110;40233;187;174;50780;206;182;51613;82;-1;71;-1;46
5806612;6016696;573;40131;176;111;40447;190;178;51026;213;185;51860;83;-1;72;-1;47
5806613;6016696;596;41748;182;115;42180;223;199;70556;233;218;61392;86;-1;75;-1;49
5808496;6016696;552;38613;157;99;38894;151;131;51141;154;124;49505;76;-1;66;-1;43
5808497;6016696;556;38902;159;101;39205;157;141;51858;170;146;51858;77;-1;66;-1;43
5808498;6016696;554;38798;161;102;39075;157;143;51980;170;148;51980;76;-1;66;-1;43
5808499;6016696;542;37957;162;103;38353;160;142;50817;173;150;50635;74;-1;64;-1;42
5808500;6016696;546;38248;177;112;39142;163;146;51108;173;154;50926;76;-1;66;-1;43
5808501;6016696;558;39082;180;114;39297;184;144;51943;179;162;51761;77;-1;66;-1;44
5808502;6016696;558;39094;175;111;38848;184;144;51955;179;162;51773;76;-1;66;-1;43
5808503;6016696;579;40512;173;109;38752;184;153;52893;199;157;52893;76;-1;66;-1;43
5808504;6016696;574;40200;174;110;40818;178;148;52581;193;152;52581;83;-1;72;-1;47
5808505;6016696;569;39820;173;110;40468;172;155;53838;183;147;52202;83;-1;72;-1;46
5808506;6016696;568;39734;173;109;40399;172;155;53826;183;147;52190;83;-1;72;-1;46
5808507;6016696;565;39516;175;111;40244;184;150;51407;187;154;51407;83;-1;72;-1;47
5808508;6016696;562;39332;174;110;39957;175;159;52859;187;151;51222;82;-1;71;-1;46
5808509;6016696;561;39275;173;110;39850;178;149;51358;187;153;51358;82;-1;71;-1;46
5808510;6016696;565;39576;174;110;39960;184;154;51659;190;158;51659;83;-1;72;-1;46
5808511;6016696;564;39455;177;112;40688;184;152;51538;190;156;51538;83;-1;72;-1;46
5808512;6016696;567;39699;177;112;40688;184;172;50594;202;179;51427;83;-1;72;-1;46
5808513;6016696;564;39498;173;109;39957;184;169;50393;199;176;51226;82;-1;71;-1;46
5808514;6016696;563;39412;175;110;40233;184;167;50308;199;175;51141;82;-1;71;-1;46
5808515;6016696;567;39704;176;111;40447;184;172;50599;202;179;51432;83;-1;72;-1;47
5808516;6016696;571;39941;181;115;40992;190;175;50836;206;182;51670;83;-1;72;-1;47
5808517;6016696;576;40352;181;115;40992;187;172;51323;212;188;52081;83;-1;72;-1;47
5808518;6016696;582;40737;181;115;40992;190;178;51708;222;200;56018;86;-1;75;-1;49
5810399;6016696;548;38349;156;99;38592;148;127;50877;145;120;49241;75;-1;65;-1;42
5810400;6016696;550;38527;157;99;38722;151;130;51055;154;123;49419;77;-1;67;-1;43
5810401;6016696;558;39090;160;101;39283;157;144;52047;173;149;52047;77;-1;67;-1;44
5810402;6016696;538;37636;160;101;39283;157;144;50960;170;145;50314;77;-1;67;-1;44
5810403;6016696;539;37707;169;107;38311;157;144;50973;170;146;50386;73;-1;63;-1;41
5810404;6016696;548;38353;180;114;39297;163;148;51214;173;155;51032;74;-1;64;-1;42
5810405;6016696;559;39139;180;114;39297;184;145;52000;182;163;51818;76;-1;66;-1;43
5810406;6016696;561;39244;173;109;38752;184;146;52105;182;164;51923;77;-1;67;-1;44
5810407;6016696;563;39409;172;109;38569;184;149;52270;185;167;52088;83;-1;72;-1;46
5810408;6016696;573;40135;174;110;40412;175;159;54153;193;151;52516;83;-1;72;-1;46
5810409;6016696;565;39523;172;109;40273;166;151;52797;183;143;51161;82;-1;71;-1;46
5810410;6016696;562;39334;171;108;39986;163;149;52608;183;141;50972;82;-1;71;-1;46
5810411;6016696;566;39588;171;108;40007;184;151;51479;190;155;51479;82;-1;71;-1;46
5810412;6016696;558;39038;173;110;39883;172;155;52566;175;147;50929;82;-1;71;-1;46
5810413;6016696;555;38881;171;108;39454;172;156;52601;179;148;50964;82;-1;71;-1;46
5810414;6016696;558;39053;173;109;39772;172;158;52772;179;150;51136;82;-1;71;-1;46
5810415;6016696;564;39460;173;109;39772;184;152;51543;190;156;51543;82;-1;71;-1;46
5810416;6016696;559;39143;177;112;40688;184;164;50038;196;171;50871;82;-1;71;-1;46
5810417;6016696;559;39110;173;109;39957;184;163;50005;193;171;50839;82;-1;71;-1;46
5810418;6016696;562;39369;173;109;39957;184;167;50264;199;174;51097;82;-1;71;-1;46
5810419;6016696;570;39903;174;110;40407;187;174;50798;206;182;51631;83;-1;72;-1;47
5810420;6016696;573;40124;181;115;40992;187;174;51425;213;185;51853;83;-1;72;-1;47
5810421;6016696;576;40340;181;115;40992;187;172;51310;212;188;52068;83;-1;72;-1;47
5810422;6016696;580;40582;181;115;40992;190;176;51552;219;198;55862;83;-1;73;-1;48
5810423;6016696;609;42650;190;120;42670;214;192;70080;230;212;60917;83;-1;73;-1;48
5810457;6016696;-1;-1;195;124;45533;160;148;53972;160;145;53866;79;-1;69;-1;44
5810458;6016696;656;45922;199;126;46336;154;144;53717;160;143;53730;79;-1;69;-1;44
5810462;6016696;-1;-1;205;130;46462;148;130;53522;157;135;54507;83;-1;71;-1;46
5810463;6016696;-1;-1;205;129;46386;142;127;53299;151;132;54284;83;-1;71;-1;46
5810464;6016696;-1;-1;206;131;46492;142;128;59958;154;135;54486;84;-1;72;-1;47
5812300;6016696;542;37915;154;98;38193;142;125;50443;139;114;48807;75;-1;65;-1;42
5812301;6016696;545;38146;155;98;38397;145;125;50674;145;118;49038;75;-1;65;-1;42
5812302;6016696;549;38452;156;99;38537;151;129;50981;151;122;49345;75;-1;65;-1;42
5812303;6016696;538;37648;160;101;39283;157;141;50327;170;145;50327;73;-1;63;-1;41
5812304;6016696;534;37394;169;107;38311;157;141;50073;170;142;50073;73;-1;63;-1;41
5812305;6016696;535;37445;169;107;38311;157;142;50124;170;143;50124;72;-1;63;-1;40
5812306;6016696;537;37558;168;107;38090;157;143;50236;170;144;50236;75;-1;65;-1;42
5812307;6016696;539;37696;168;106;37987;157;141;50375;170;146;50375;75;-1;65;-1;42
5812308;6016696;543;37999;170;107;38214;178;159;51588;176;163;51588;77;-1;67;-1;44
5812309;6016696;543;38011;172;109;38569;181;159;51474;179;164;51600;83;-1;72;-1;46
5812310;6016696;546;38208;175;111;40497;184;161;51670;179;162;51797;83;-1;72;-1;46
5812311;6016696;564;39469;175;110;40473;166;151;52744;183;143;51107;82;-1;71;-1;46
5812312;6016696;560;39170;171;108;39874;163;147;52500;179;139;50864;82;-1;71;-1;46
5812313;6016696;557;38999;170;108;39662;163;150;52714;175;142;51078;81;-1;70;-1;45
5812314;6016696;556;38927;171;108;39635;166;151;52272;173;143;50636;81;-1;71;-1;46
5812315;6016696;552;38622;170;108;39299;169;154;52456;173;146;50820;81;-1;70;-1;45
5812316;6016696;555;38824;171;108;39515;172;156;52148;179;149;50511;81;-1;70;-1;45
5812317;6016696;558;39070;171;108;39515;178;149;50757;179;153;50757;81;-1;70;-1;45
5812318;6016696;557;39006;171;108;39515;184;162;49902;193;169;50735;81;-1;70;-1;46
5812319;6016696;555;38860;173;109;39957;178;160;49755;193;167;50588;81;-1;70;-1;46
5812320;6016696;567;39702;174;110;40407;184;172;50597;202;179;51431;83;-1;72;-1;47
5812321;6016696;567;39724;174;110;40407;184;172;50619;202;179;51453;83;-1;72;-1;47
5812322;6016696;570;39925;174;110;40407;184;164;50779;202;182;50790;83;-1;72;-1;47
5812323;6016696;574;40182;181;115;40992;184;168;51036;205;185;51047;83;-1;72;-1;47
5812324;6016696;581;40659;193;122;42424;190;177;51629;219;199;55939;83;-1;73;-1;48
5812325;6016696;609;42611;193;122;42424;214;193;70965;230;210;59985;83;-1;73;-1;48
5812353;6016696;628;43958;190;120;44111;148;118;49850;151;134;51178;77;-1;66;-1;43
5812354;6016696;631;44163;191;121;44409;148;121;50056;154;137;51385;77;-1;66;-1;43
5812355;6016696;639;44715;194;123;44988;151;129;50632;160;145;51960;78;-1;67;-1;43
5812356;6016696;637;44597;194;123;44984;148;127;50492;157;143;51820;78;-1;67;-1;43
5812358;6016696;-1;-1;194;123;45262;166;152;54262;176;157;55247;78;-1;67;-1;43
5812359;6016696;-1;-1;202;128;45992;160;148;63014;170;154;55046;80;-1;69;-1;45
5812360;6016696;-1;-1;201;127;46162;154;144;53726;167;149;54710;80;-1;69;-1;45
5812361;6016696;-1;-1;202;128;46392;154;140;53416;160;145;54401;80;-1;69;-1;45
5812362;6016696;655;45844;201;127;46061;154;133;52948;157;138;53933;80;-1;69;-1;45
5812363;6016696;653;45731;202;128;46090;148;131;52832;157;136;53817;81;-1;70;-1;46
5812364;6016696;654;45759;203;129;46094;142;126;52808;151;131;53792;82;-1;70;-1;46
5812365;6016696;655;45860;203;129;46098;142;128;52915;151;133;53900;82;-1;71;-1;46
5812366;6016696;654;45770;205;130;46295;139;124;60162;157;144;53534;85;-1;73;-1;48
5814173;6016696;499;34915;146;93;35118;181;162;56600;182;160;43199;76;-1;67;-1;48
5814174;6016696;508;35593;150;95;35739;184;158;55642;191;170;43878;77;-1;68;-1;48
5814175;6016696;510;35685;150;95;35739;184;159;55733;191;171;43969;79;-1;69;-1;48
5814176;6016696;529;37052;145;92;37072;199;176;44332;222;200;44200;77;-1;67;-1;46
5814201;6016696;539;37728;154;97;38052;139;119;50257;139;112;48621;74;-1;64;-1;42
5814202;6016696;543;37978;154;98;38235;142;126;50507;139;115;48870;75;-1;65;-1;42
5814203;6016696;550;38470;164;104;37626;151;129;50998;151;122;49362;74;-1;64;-1;41
5814204;6016696;535;37439;164;104;37626;157;141;50117;170;142;50117;74;-1;64;-1;41
5814205;6016696;531;37170;163;103;37252;154;138;49848;170;139;49848;73;-1;63;-1;41
5814206;6016696;531;37167;169;107;38193;154;138;49846;170;139;49846;72;-1;63;-1;40
5814207;6016696;533;37314;168;106;37987;154;140;49993;170;141;49993;74;-1;64;-1;42
5814208;6016696;535;37477;166;105;37670;157;142;50155;170;143;50155;75;-1;65;-1;42
5814209;6016696;541;37851;170;107;38214;178;157;51440;176;161;51440;77;-1;67;-1;44
5814210;6016696;540;37788;170;107;38214;178;156;51377;176;160;51377;77;-1;67;-1;44
5814211;6016696;543;38004;175;111;40497;178;160;51594;176;164;51594;83;-1;72;-1;46
5814212;6016696;565;39550;172;109;40123;169;152;52824;183;144;51188;82;-1;71;-1;46
5814213;6016696;560;39205;172;109;40123;169;152;52852;179;144;51216;82;-1;71;-1;46
5814214;6016696;555;38853;170;107;39430;163;149;52131;175;141;50494;81;-1;70;-1;45
5814215;6016696;553;38715;169;107;39329;163;147;51993;173;139;50356;81;-1;70;-1;45
5814216;6016696;549;38454;170;108;39617;166;151;51777;175;144;50141;82;-1;71;-1;46
5814217;6016696;550;38476;171;108;39515;166;151;51799;175;144;50163;81;-1;70;-1;45
5814218;6016696;551;38543;171;108;39515;166;152;51866;175;145;50230;81;-1;70;-1;45
5814219;6016696;554;38802;169;107;38925;175;159;49697;193;166;50531;81;-1;70;-1;46
5814220;6016696;552;38618;169;107;38925;172;156;49513;190;164;50347;81;-1;70;-1;46
5814221;6016696;571;39968;174;110;40407;190;175;50863;209;183;51697;81;-1;70;-1;46
5814222;6016696;571;39988;174;110;40407;190;176;50883;213;183;51716;83;-1;72;-1;47
5814223;6016696;567;39707;183;116;40204;181;161;50561;196;178;50572;83;-1;72;-1;47
5814224;6016696;567;39660;183;116;40204;181;161;50514;193;178;50525;83;-1;72;-1;48
5814225;6016696;609;42606;183;116;40221;214;193;70960;230;210;59980;84;-1;73;-1;48
5814226;6016696;605;42372;193;122;42424;211;190;70726;227;207;59746;84;-1;73;-1;48
5814227;6016696;601;42057;193;122;42424;205;185;70411;223;202;59432;83;-1;73;-1;48
5814253;6016696;621;43444;188;119;43523;148;123;50217;157;139;51545;76;-1;66;-1;43
5814254;6016696;623;43638;190;120;44111;154;133;52754;170;137;52754;77;-1;66;-1;43
5814255;6016696;623;43584;192;121;44473;151;132;52700;167;136;52700;77;-1;66;-1;43
5814256;6016696;641;44876;194;123;44996;154;132;50793;166;148;52122;79;-1;68;-1;44
5814257;6016696;647;45322;197;125;45597;163;138;51217;172;154;52546;79;-1;68;-1;44
5814258;6016696;643;45024;196;124;45330;160;133;50919;166;149;52248;78;-1;68;-1;44
5814259;6016696;646;45245;196;124;45463;160;136;51140;172;152;52468;79;-1;68;-1;44
5814260;6016696;-1;-1;202;128;45992;160;148;54037;167;153;55022;80;-1;69;-1;45
5814261;6016696;-1;-1;202;128;45992;157;144;62735;167;150;54767;81;-1;70;-1;46
5814262;6016696;-1;-1;202;128;45873;154;137;53216;157;142;54201;80;-1;69;-1;45
5814263;6016696;-1;-1;201;127;45759;154;135;53104;157;140;54089;81;-1;70;-1;45
5814264;6016696;651;45571;203;128;45947;142;128;61642;154;134;53671;81;-1;70;-1;46
5814265;6016696;648;45373;202;128;45796;136;122;61352;151;131;53422;81;-1;70;-1;46
