from_id;to_id;walk_t;walk_d;bike_s_t;bike_f_t;bike_d;pt_r_tt;pt_r_t;pt_r_d;pt_m_tt;pt_m_t;pt_m_d;car_r_t;car_r_d;car_m_t;car_m_d;car_sl_t
5798982;6016698;583;40784;175;111;41540;198;171;52868;212;175;52868;82;49865;71;48067;47
5798983;6016698;581;40659;175;111;41540;198;169;52742;209;173;52742;83;49805;72;48007;46
5798984;6016698;581;40652;178;113;40950;195;169;52735;209;173;52735;83;49797;72;47998;46
5798985;6016698;586;41017;178;113;40950;201;174;53100;219;178;53100;83;49689;72;47890;46
5798986;6016698;584;40879;181;115;41682;198;172;52962;215;176;52962;83;49955;72;48156;46
5798987;6016698;588;41135;181;115;41682;201;176;53218;226;180;53218;84;50414;73;48616;48
5798988;6016698;582;40728;176;112;40959;204;183;68277;231;205;55872;84;49649;73;47850;47
5800879;6016698;551;38581;161;102;38633;165;146;51118;173;157;52562;74;46849;64;46826;41
5800880;6016698;555;38859;162;103;38967;171;150;51396;176;161;52841;73;47124;63;47102;41
5800881;6016698;617;43184;162;103;38967;186;161;55215;220;165;55215;80;46752;70;46730;46
5800882;6016698;584;40872;175;111;42975;180;158;53254;206;162;53254;84;53926;73;53904;47
5800883;6016698;584;40908;175;111;41421;183;158;53290;216;162;53290;84;53703;73;53681;47
5800884;6016698;583;40829;174;110;41098;168;149;54014;180;141;52377;81;51712;70;51690;46
5800885;6016698;580;40565;174;110;41087;159;146;53787;180;138;52150;81;51415;70;51393;46
5800886;6016698;577;40417;174;110;41084;162;148;53930;180;140;52294;81;51706;70;51683;46
5800887;6016698;579;40538;175;111;41408;168;152;54204;180;144;52567;81;51790;70;51768;46
5800888;6016698;571;39996;175;111;40197;186;160;52079;202;164;52079;82;48981;71;47183;46
5800889;6016698;577;40399;175;111;40197;192;165;52483;206;169;52483;83;49570;72;47772;46
5800890;6016698;578;40475;175;111;40321;192;167;52559;209;171;52559;83;49483;72;47684;46
5800891;6016698;581;40686;178;113;40893;198;170;52770;212;174;52770;83;49360;72;47561;46
5800892;6016698;580;40623;178;113;40950;195;169;52706;209;173;52706;83;49834;72;48035;46
5800893;6016698;583;40784;178;113;40950;198;171;52868;212;175;52868;83;50375;72;48576;46
5800894;6016698;581;40638;176;112;40959;201;186;68536;226;204;55781;84;49655;73;47856;47
5800895;6016698;577;40398;176;111;40790;198;183;68296;222;201;55542;83;49555;72;47757;47
5802783;6016698;550;38482;160;101;38383;162;145;51020;173;155;52464;74;46846;64;46823;41
5802784;6016698;548;38363;160;101;38383;159;143;50900;173;153;52345;74;46816;64;46794;41
5802785;6016698;552;38642;162;102;38955;168;147;51179;173;157;52624;74;46322;64;46300;41
5802786;6016698;586;41009;162;103;38967;186;160;53391;216;164;53391;84;46504;73;46482;47
5802787;6016698;582;40772;162;103;38967;180;156;53154;206;160;53154;84;53737;73;53715;47
5802788;6016698;580;40574;175;111;41431;180;153;52956;200;157;52956;83;53490;72;53468;47
5802789;6016698;580;40575;175;111;41431;180;154;52957;200;158;52957;82;51953;71;51931;47
5802790;6016698;581;40644;175;111;41481;168;150;54036;180;142;52400;82;51475;71;51453;47
5802791;6016698;574;40145;172;109;40510;165;148;53394;180;140;51757;81;51749;70;51726;46
5802792;6016698;577;40381;172;109;40509;168;152;53630;180;144;51994;82;52051;71;52029;46
5802793;6016698;568;39768;175;111;40197;180;156;51851;192;160;51851;82;48922;71;47124;46
5802794;6016698;573;40103;175;111;40197;186;161;52186;202;165;52186;82;49208;71;47409;46
5802795;6016698;573;40103;175;111;40321;186;161;52187;202;165;52187;83;49208;72;47410;46
5802796;6016698;575;40217;178;113;40880;186;163;52301;202;167;52301;82;49405;71;47606;46
5802797;6016698;580;40578;178;113;40935;192;168;52662;209;172;52662;83;49725;72;47927;46
5802798;6016698;582;40753;177;112;40607;198;170;52836;212;174;52836;83;49468;72;47669;46
5802799;6016698;573;40081;174;110;40372;189;177;50976;216;184;51810;82;48969;71;47170;47
5802800;6016698;571;40002;174;110;40470;189;176;50897;210;183;51731;83;49137;72;47338;47
5802801;6016698;577;40370;175;111;40640;198;185;67894;222;200;55513;83;49496;72;47697;47
5804689;6016698;547;38317;157;100;38290;153;142;50854;166;144;51701;75;46537;64;46515;42
5804690;6016698;545;38146;158;100;38064;156;140;50683;170;150;52127;74;46529;64;46506;41
5804691;6016698;548;38346;166;105;38275;165;148;51207;173;155;51026;72;46512;63;46490;40
5804692;6016698;551;38539;168;106;38364;171;150;51400;173;158;51218;74;46951;64;46929;42
5804693;6016698;582;40773;168;106;38364;180;156;53155;206;160;53155;83;53801;72;53779;47
5804694;6016698;576;40334;176;111;41609;180;150;52716;200;154;52716;83;53407;72;53385;47
5804695;6016698;575;40260;176;111;41609;180;149;52642;196;153;52642;82;52040;71;52018;47
5804696;6016698;571;39984;171;108;40231;159;146;53259;180;138;51622;82;52489;71;52467;46
5804697;6016698;570;39916;171;108;40269;159;145;53164;180;137;51528;81;52085;71;52062;46
5804698;6016698;578;40444;173;109;40867;168;153;53692;190;145;52056;82;52152;71;52130;47
5804699;6016698;565;39546;174;110;39955;180;153;51629;189;157;51629;82;48639;71;46840;46
5804700;6016698;564;39504;173;109;39822;180;153;51587;189;157;51587;81;48579;70;46780;45
5804701;6016698;568;39754;175;111;40306;180;156;51837;192;160;51837;82;48968;71;47169;46
5804702;6016698;569;39818;173;110;39956;180;157;51901;192;161;51901;82;48786;71;46988;46
5804703;6016698;571;39967;177;112;40607;186;159;52050;202;163;52050;83;48961;72;47162;46
5804704;6016698;573;40115;177;112;40607;186;161;52199;202;165;52199;83;49360;72;47561;46
5804705;6016698;569;39837;177;112;40607;186;174;50732;210;181;51566;83;48783;72;46984;46
5804706;6016698;569;39798;174;110;40366;186;173;50693;210;180;51526;82;49072;71;47273;47
5804707;6016698;572;40072;175;111;40640;189;177;50967;216;184;51800;83;49585;72;47786;47
5806593;6016698;548;38331;155;98;38383;150;137;51263;166;138;51263;75;46634;65;46612;42
5806594;6016698;542;37962;158;100;37975;153;137;50499;166;143;51622;74;46287;64;46264;41
5806595;6016698;542;37928;159;100;37873;156;137;50465;170;147;51910;73;46169;63;46147;41
5806596;6016698;544;38113;166;105;38275;159;144;50974;170;152;50792;72;45895;63;45873;40
5806597;6016698;550;38488;168;106;38364;168;150;51349;173;157;51167;76;46805;66;46782;43
5806598;6016698;554;38798;172;109;38332;177;140;51659;176;158;51477;75;47037;65;47015;42
5806599;6016698;574;40170;171;108;40302;180;148;52552;196;152;52552;83;53158;72;53136;46
5806600;6016698;571;39943;171;108;40302;174;144;52325;190;148;52325;82;53015;71;52993;46
5806601;6016698;568;39744;171;108;40231;162;148;53371;180;140;51735;82;52410;71;52388;46
5806602;6016698;572;40026;172;109;40466;159;147;53301;180;139;51664;82;52223;71;52201;46
5806603;6016698;574;40174;172;109;40509;168;149;53449;180;141;51813;82;48584;71;46785;46
5806604;6016698;565;39541;172;109;39674;180;153;51624;189;157;51624;81;48521;70;46723;45
5806605;6016698;560;39228;172;109;39674;180;149;51312;186;153;51312;81;48384;70;46585;45
5806606;6016698;563;39415;173;110;39948;180;151;51499;189;155;51499;81;48445;70;46646;45
5806607;6016698;566;39598;173;110;39954;180;154;51682;189;158;51682;82;48807;71;47008;45
5806608;6016698;570;39918;174;110;40172;183;159;52002;202;163;52002;82;49152;71;47353;45
5806609;6016698;575;40239;177;112;40607;189;163;52322;202;167;52322;83;49332;72;47534;46
5806610;6016698;564;39482;172;109;39717;180;168;50377;199;176;51211;81;48519;71;46721;46
5806611;6016698;566;39642;172;109;39717;183;171;50537;203;178;51370;81;48925;71;47126;46
5806612;6016698;570;39888;173;110;39931;186;174;50783;210;182;51617;82;49075;71;47276;46
5806613;6016698;593;41504;179;113;41664;219;196;70313;230;215;61150;85;50373;74;48575;48
5808496;6016698;548;38369;154;98;38378;147;128;50898;151;121;49262;75;46564;65;46542;43
5808497;6016698;552;38658;156;99;38689;153;138;51615;166;143;51615;76;47012;65;46990;43
5808498;6016698;551;38554;158;100;38559;153;140;51737;166;145;51737;75;46802;65;46780;42
5808499;6016698;539;37713;159;101;37837;156;138;50574;170;146;50392;73;46027;63;46005;41
5808500;6016698;543;38004;174;110;38626;159;143;50865;170;150;50683;75;45600;65;45578;42
5808501;6016698;555;38839;177;112;38781;180;141;51700;176;158;51518;76;47114;65;47092;43
5808502;6016698;555;38851;172;109;38332;180;141;51712;176;159;51530;75;47312;65;47290;43
5808503;6016698;575;40268;170;107;38236;180;149;52650;196;153;52650;75;53286;65;53264;43
5808504;6016698;571;39956;171;108;40302;174;145;52338;190;149;52338;82;52906;71;52884;46
5808505;6016698;565;39577;170;108;39952;168;151;53595;180;143;51959;82;52585;71;52563;45
5808506;6016698;564;39491;170;108;39883;168;151;53583;180;143;51947;82;48554;71;46755;45
5808507;6016698;561;39273;172;109;39728;180;147;51164;183;151;51164;82;48358;71;46559;46
5808508;6016698;558;39088;171;108;39441;171;156;52616;183;148;50979;81;48059;70;46260;45
5808509;6016698;558;39031;170;108;39334;174;146;51115;183;150;51115;81;48134;70;46336;45
5808510;6016698;562;39333;171;108;39444;180;150;51416;186;154;51416;82;48623;71;46825;45
5808511;6016698;560;39212;174;110;40172;180;148;51295;186;152;51295;82;49025;71;47226;45
5808512;6016698;564;39455;174;110;40172;180;168;50351;199;176;51184;82;49210;71;47412;45
5808513;6016698;561;39255;170;107;39441;180;165;50150;196;173;50984;81;48009;70;46210;46
5808514;6016698;560;39169;172;109;39717;180;164;50065;196;171;50898;81;48269;70;46470;46
5808515;6016698;564;39461;173;110;39931;180;168;50356;199;176;51190;82;48533;71;46734;46
5808516;6016698;567;39698;178;113;40476;186;172;50593;203;179;51427;82;48992;71;47194;46
5808517;6016698;573;40109;178;113;40476;183;169;51080;209;185;51838;82;49178;71;47379;46
5808518;6016698;578;40494;178;113;40476;186;174;51465;219;196;55775;85;50652;74;48854;48
5810399;6016698;544;38105;153;97;38076;144;124;50634;142;117;48998;74;46168;64;46146;41
5810400;6016698;547;38283;154;97;38206;147;127;50812;151;120;49176;76;46595;66;46572;43
5810401;6016698;555;38847;157;99;38767;153;141;51804;170;146;51804;76;47149;66;47126;43
5810402;6016698;534;37392;157;99;38767;153;141;50716;166;142;50072;76;45673;66;45651;43
5810403;6016698;535;37464;166;105;37795;153;141;50730;166;143;50143;72;46001;63;45979;41
5810404;6016698;544;38110;177;112;38781;159;144;50971;170;152;50789;73;45607;63;45585;41
5810405;6016698;556;38896;177;112;38781;180;141;51757;179;159;51575;75;47267;65;47245;43
5810406;6016698;557;39001;170;107;38236;180;143;51862;179;161;51680;76;47362;66;47339;43
5810407;6016698;560;39166;169;107;38053;180;145;52027;182;163;51845;82;49030;71;47231;46
5810408;6016698;570;39892;171;108;39896;171;156;53910;190;148;52273;82;48695;71;46897;45
5810409;6016698;561;39280;169;107;39757;162;148;52554;180;140;50918;81;48320;70;46521;45
5810410;6016698;558;39090;168;107;39470;159;145;52365;180;137;50729;81;48142;70;46343;45
5810411;6016698;562;39344;168;107;39491;180;148;51236;186;152;51236;81;48306;70;46507;45
5810412;6016698;554;38795;170;108;39367;168;152;52323;172;144;50686;81;48002;70;46203;45
5810413;6016698;552;38638;168;106;38938;168;152;52358;175;144;50721;81;47789;70;45990;45
5810414;6016698;554;38809;170;107;39256;168;155;52529;175;147;50893;81;48051;70;46253;45
5810415;6016698;560;39217;170;107;39256;180;149;51300;186;153;51300;81;48368;70;46569;45
5810416;6016698;556;38899;174;110;40172;180;160;49795;193;168;50628;81;47797;70;45998;45
5810417;6016698;555;38867;170;107;39441;180;160;49762;190;167;50596;81;47876;70;46077;45
5810418;6016698;559;39125;170;107;39441;180;163;50021;196;171;50854;81;48306;70;46507;46
5810419;6016698;567;39659;171;108;39891;183;171;50555;203;178;51388;82;48657;71;46859;46
5810420;6016698;570;39881;178;113;40476;183;170;51182;210;182;51610;82;49060;71;47262;46
5810421;6016698;573;40096;178;113;40476;183;169;51067;209;185;51825;82;49167;71;47369;46
5810422;6016698;576;40338;178;113;40476;186;172;51309;216;194;55619;82;50487;72;48689;47
5810423;6016698;606;42406;187;118;42154;210;189;69838;227;208;60674;82;49445;72;49423;47
5810457;6016698;-1;-1;192;122;45017;156;144;53730;157;142;53624;78;49471;68;49189;44
5810458;6016698;653;45679;196;124;45820;150;140;53474;157;140;53487;78;50025;68;49743;44
5810462;6016698;-1;-1;202;128;45946;144;127;53279;154;132;54264;82;51451;70;51169;45
5810463;6016698;-1;-1;202;128;45870;138;124;53056;147;129;54041;82;51523;70;51241;46
5810464;6016698;-1;-1;203;129;45976;138;125;59715;151;132;54243;83;51932;71;51650;46
5812300;6016698;538;37671;151;96;37677;138;122;50200;135;111;48564;74;45776;64;45753;41
5812301;6016698;541;37902;152;96;37881;141;121;50432;142;114;48795;74;46253;64;46231;41
5812302;6016698;546;38209;153;97;38021;147;125;50738;148;118;49102;74;46680;64;46658;41
5812303;6016698;534;37405;157;99;38767;153;138;50084;166;142;50084;72;47213;62;47191;41
5812304;6016698;531;37151;166;105;37795;153;137;49830;166;138;49830;72;45444;62;45422;41
5812305;6016698;531;37202;166;105;37795;153;138;49881;166;139;49881;71;45012;62;44990;40
5812306;6016698;533;37314;165;105;37574;153;140;49993;166;141;49993;74;45870;64;45848;42
5812307;6016698;535;37453;165;104;37471;153;138;50132;166;143;50132;74;45748;64;45726;42
5812308;6016698;539;37755;167;106;37699;174;156;51345;173;160;51345;76;46964;66;46942;43
5812309;6016698;540;37768;169;107;38053;177;155;51231;176;160;51357;82;48963;71;47164;46
5812310;6016698;542;37964;172;109;39981;180;158;51428;176;159;51554;82;48770;71;46971;46
5812311;6016698;560;39226;172;109;39957;162;147;52500;180;139;50864;81;48323;70;46525;45
5812312;6016698;556;38927;168;106;39358;159;144;52257;176;136;50621;81;48072;70;46273;45
5812313;6016698;554;38755;167;106;39146;159;147;52471;172;139;50835;80;47782;69;45983;45
5812314;6016698;553;38683;168;106;39119;162;148;52029;169;140;50393;81;47799;70;46000;45
5812315;6016698;548;38379;167;106;38783;165;150;52213;169;142;50577;80;47496;69;45697;44
5812316;6016698;551;38581;168;107;39000;168;153;51905;175;146;50268;80;47866;69;46067;45
5812317;6016698;555;38827;168;107;39000;174;145;50514;175;149;50514;80;48273;69;46475;45
5812318;6016698;554;38763;168;107;39000;180;158;49659;190;166;50492;80;47655;69;45856;45
5812319;6016698;552;38616;170;107;39441;174;156;49512;190;164;50345;80;47885;69;46086;45
5812320;6016698;564;39459;171;108;39891;180;168;50354;199;176;51188;82;48374;71;46575;46
5812321;6016698;564;39481;171;108;39891;180;168;50376;199;176;51210;82;48742;71;46944;46
5812322;6016698;567;39682;171;108;39891;180;161;50536;199;178;50547;82;49170;71;47371;46
5812323;6016698;571;39938;178;113;40476;180;165;50793;202;182;50804;82;48516;71;46717;46
5812324;6016698;577;40416;190;120;41909;186;173;51386;216;195;55696;82;49634;72;49612;47
5812325;6016698;605;42367;190;120;41909;210;190;70722;227;207;59742;82;49452;72;49430;47
5812353;6016698;624;43715;187;119;43596;144;115;49607;147;131;50935;76;47994;65;47712;42
5812354;6016698;627;43920;188;119;43893;144;118;49813;151;134;51142;76;48213;65;47931;42
5812355;6016698;635;44472;191;121;44472;147;126;50389;156;142;51718;77;48351;67;48069;43
5812356;6016698;634;44353;191;121;44468;144;124;50249;154;140;51577;77;48773;66;48490;42
5812358;6016698;-1;-1;191;121;44746;162;148;54020;173;153;55004;77;49452;66;49170;43
5812359;6016698;-1;-1;199;126;45476;156;145;62771;166;150;54803;79;49481;68;49199;44
5812360;6016698;-1;-1;198;125;45646;150;141;53482;163;146;54467;79;50431;68;50149;44
5812361;6016698;-1;-1;199;126;45876;150;136;53173;157;141;54158;79;50403;68;50121;44
5812362;6016698;651;45601;198;125;45545;150;129;52706;154;134;53690;79;51008;68;50726;44
5812363;6016698;650;45488;199;126;45574;144;128;52589;154;133;53574;80;50938;69;50656;45
5812364;6016698;650;45515;200;127;45578;138;123;52565;147;128;53550;81;51181;70;50898;45
5812365;6016698;652;45616;200;127;45582;138;124;52672;147;129;53657;81;51649;70;51367;45
5812366;6016698;650;45527;202;128;45779;135;121;59919;154;140;53292;84;52328;72;52046;47
5814173;6016698;495;34671;143;91;34602;177;159;56356;178;157;42956;75;40962;66;40873;47
5814174;6016698;505;35350;147;93;35223;180;154;55399;187;166;43635;76;41603;67;41513;48
5814175;6016698;506;35442;147;93;35223;180;156;55490;187;168;43726;78;56134;68;56100;47
5814176;6016698;526;36808;142;90;36556;195;173;44090;219;196;43957;76;54519;66;54486;45
5814201;6016698;536;37485;151;95;37536;135;115;50014;135;108;48378;73;45795;63;45773;41
5814202;6016698;539;37735;151;96;37719;138;123;50264;135;112;48627;74;45456;64;45434;41
5814203;6016698;546;38226;161;102;37110;147;126;50755;148;119;49119;73;46390;63;46367;41
5814204;6016698;531;37195;161;102;37110;153;138;49874;166;139;49874;73;45477;63;45455;41
5814205;6016698;528;36926;160;101;36736;150;134;49605;166;135;49605;72;45111;62;45088;40
5814206;6016698;527;36924;166;105;37677;150;134;49602;166;135;49602;71;44865;62;44843;40
5814207;6016698;530;37071;165;104;37471;150;136;49750;166;137;49750;73;45503;63;45481;41
5814208;6016698;532;37233;163;103;37154;153;138;49912;166;139;49912;74;45640;64;45617;42
5814209;6016698;537;37608;167;106;37699;174;154;51197;173;158;51197;76;46791;66;46769;43
5814210;6016698;536;37544;167;106;37699;174;153;51134;173;157;51134;76;46784;66;46761;43
5814211;6016698;539;37761;172;109;39981;174;156;51351;173;160;51351;82;49013;71;47214;46
5814212;6016698;562;39307;169;107;39607;165;148;52581;180;140;50945;81;48484;70;46685;45
5814213;6016698;557;38961;169;107;39607;165;149;52609;176;141;50973;81;48404;70;46605;45
5814214;6016698;552;38610;167;105;38914;159;146;51888;172;138;50251;80;47653;69;45854;44
5814215;6016698;550;38472;166;105;38813;159;144;51750;169;136;50113;80;47692;69;45893;44
5814216;6016698;546;38211;167;106;39101;162;148;51534;172;141;49898;81;47370;70;45571;45
5814217;6016698;546;38232;168;107;39000;162;148;51556;172;141;49920;80;47325;69;45526;45
5814218;6016698;547;38299;168;107;39000;162;149;51623;172;142;49987;80;47961;69;46162;45
5814219;6016698;551;38559;166;105;38409;171;155;49454;190;163;50288;80;47565;69;45766;45
5814220;6016698;548;38375;166;105;38409;168;153;49270;187;160;50104;80;47645;69;45846;45
5814221;6016698;567;39725;171;108;39891;186;172;50620;206;179;51454;80;48724;69;46925;45
5814222;6016698;568;39744;171;108;39891;186;172;50640;210;180;51473;82;48914;71;47115;46
5814223;6016698;564;39463;180;114;39688;177;158;50318;193;175;50329;82;48437;71;46638;46
5814224;6016698;563;39417;180;114;39688;177;157;50272;190;174;50282;82;48525;71;46727;47
5814225;6016698;605;42363;180;114;39705;210;190;70717;227;206;59738;83;49684;72;49661;48
5814226;6016698;602;42128;190;120;41909;207;186;70483;224;203;59503;83;49509;72;49487;48
5814227;6016698;597;41814;190;120;41909;201;182;70168;220;199;59189;82;49374;72;49352;47
5814253;6016698;617;43201;185;117;43007;144;120;49974;154;136;51302;76;48042;65;47760;42
5814254;6016698;620;43394;187;119;43596;150;130;52511;166;134;52511;76;48256;65;47974;42
5814255;6016698;619;43341;189;119;43957;147;129;52458;163;133;52458;76;48431;65;48149;42
5814256;6016698;638;44633;191;121;44480;150;128;50550;162;144;51879;78;48834;67;48552;43
5814257;6016698;644;45079;194;123;45081;159;134;50974;169;150;52303;78;49317;67;49035;43
5814258;6016698;640;44781;193;122;44814;156;130;50676;162;146;52005;77;49159;67;48876;43
5814259;6016698;643;45002;193;122;44947;156;133;50897;169;149;52226;78;49428;67;49146;43
5814260;6016698;-1;-1;199;126;45476;156;145;53794;163;150;54779;79;51854;68;51572;44
5814261;6016698;-1;-1;199;126;45476;153;141;62492;163;146;54524;80;50626;69;50343;45
5814262;6016698;-1;-1;199;126;45357;150;133;52973;154;138;53958;79;50499;68;50217;44
5814263;6016698;-1;-1;198;125;45243;150;132;52861;154;137;53846;80;50758;69;50476;44
5814264;6016698;648;45328;200;126;45432;138;125;61399;151;131;53428;80;50815;69;50533;45
5814265;6016698;645;45129;199;126;45280;132;119;61109;147;127;53179;80;51052;69;50770;45
