from_id;to_id;walk_t;walk_d;pt_r_tt;pt_r_t;pt_r_d;pt_m_tt;pt_m_t;pt_m_d;car_r_t;car_r_d;car_m_t;car_m_d
5791356;6016699;600;41981;165;140;53082;173;149;54263;77;50402;67;50380
5791357;6016699;601;42068;177;142;53150;175;151;54332;80;50516;70;50494
5791358;6016699;602;42119;223;187;53389;215;187;58656;83;50062;73;48264
5791359;6016699;599;41922;223;184;53192;215;184;58459;81;50386;71;48587
5791360;6016699;600;41976;223;185;53246;215;185;58513;83;50754;73;48955
5791361;6016699;605;42329;223;190;53599;221;190;58866;85;51108;75;49309
5791362;6016699;609;42640;234;194;53910;234;215;55092;86;51416;76;49618
5791363;6016699;645;45120;278;254;57217;276;257;54760;88;53804;78;52005
5793258;6016699;607;42473;183;148;53691;182;157;54872;74;50269;65;50247
5793259;6016699;602;42172;177;144;53391;179;153;54572;76;50109;66;50087
5793260;6016699;603;42207;177;145;53425;179;154;54606;76;50073;66;50051
5793261;6016699;597;41792;165;138;52870;173;147;54051;74;49854;64;49832
5793262;6016699;596;41688;165;138;52868;173;147;54049;77;50279;67;50257
5793263;6016699;596;41735;177;143;52451;187;152;53632;82;51385;72;51362
5793264;6016699;595;41666;219;181;52936;208;180;58203;83;50006;73;48208
5793265;6016699;596;41707;223;181;52976;212;181;58244;82;50339;72;48540
5793266;6016699;596;41716;223;181;52986;212;181;58253;84;50536;74;48737
5793267;6016699;607;42490;230;192;53760;224;192;59027;88;51331;78;49532
5793268;6016699;613;42888;240;198;54158;234;219;55339;88;51557;78;49759
5793269;6016699;643;44986;278;253;57082;272;253;56249;84;50370;74;48571
5793270;6016699;640;44805;278;250;56902;267;252;62070;87;53258;77;51460
5795164;6016699;608;42548;189;149;53766;182;158;54947;75;50393;66;50371
5795165;6016699;609;42629;189;151;53847;188;160;55029;81;52169;70;52147
5795166;6016699;608;42559;189;150;53777;182;159;54959;81;52019;71;51997
5795167;6016699;592;41466;165;139;52168;175;148;53350;75;50404;65;50382
5795168;6016699;592;41467;165;139;52169;175;148;53350;77;50966;67;50944
5795169;6016699;594;41548;165;140;52264;180;149;53445;80;51189;70;51166
5795170;6016699;591;41397;208;177;52666;202;177;57933;80;49745;70;47946
5795171;6016699;590;41315;202;176;52585;202;175;57852;81;50046;71;48248
5795172;6016699;595;41650;219;180;52920;208;180;58187;84;50489;74;48690
5795173;6016699;598;41878;223;184;53148;215;183;58415;85;50579;75;48781
5795174;6016699;596;41688;219;181;52958;208;181;58225;83;50213;73;48415
5795175;6016699;595;41625;219;180;52895;208;180;58162;84;50350;74;48552
5795176;6016699;641;44841;278;250;56938;272;253;62106;80;49874;70;48075
5797069;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
5797070;6016699;611;42746;189;152;53964;190;161;55146;76;50672;67;50649
5797071;6016699;612;42863;189;154;54081;193;163;55262;79;52072;69;52049
5797072;6016699;594;41558;165;140;52260;180;149;53441;79;51788;69;51766
5797073;6016699;590;41273;165;136;51975;178;145;53156;78;51873;68;51851
5797074;6016699;588;41155;159;135;51870;180;144;53052;76;50737;66;50715
5797075;6016699;591;41364;165;138;52079;180;147;53260;78;51070;68;51048
5797076;6016699;587;41080;202;172;52349;199;181;53531;81;49692;71;47894
5797077;6016699;589;41206;202;174;52476;202;174;57743;84;50125;74;48326
5797078;6016699;593;41540;208;179;52810;205;179;58077;86;50662;76;48863
5797079;6016699;592;41447;208;177;52717;205;177;57984;84;50498;74;48700
5797080;6016699;593;41492;208;178;52762;205;178;58029;80;49709;70;47910
5797081;6016699;593;41478;208;178;52748;205;178;58015;84;50329;74;48531
5797082;6016699;590;41272;230;193;52187;218;200;50911;80;49861;70;48062
5798974;6016699;560;39204;165;121;49325;154;117;49325;68;46815;59;46793
5798975;6016699;616;43106;189;157;54324;193;166;55506;77;51019;67;50997
5798976;6016699;616;43101;189;157;54319;193;166;55500;79;50907;69;50884
5798977;6016699;616;43108;189;157;54326;193;166;55507;80;52112;70;52089
5798978;6016699;587;41088;165;138;51798;180;147;52980;78;51583;68;51561
5798979;6016699;584;40911;159;135;51621;180;144;52803;79;51941;68;51919
5798980;6016699;584;40911;159;135;51622;180;144;52803;77;51101;67;51079
5798981;6016699;588;41183;165;139;51893;180;148;53074;79;51489;69;51466
5798982;6016699;584;40912;202;170;52182;196;170;57449;80;49553;70;47754
5798983;6016699;583;40786;202;168;52056;196;168;57323;82;49493;72;47694
5798984;6016699;583;40779;196;168;52049;196;168;57316;84;49484;74;47686
5798985;6016699;588;41144;202;173;52414;199;182;53595;81;49376;71;47578
5798986;6016699;586;41006;202;171;52276;199;180;53457;81;49642;71;47844
5798987;6016699;589;41262;202;175;52532;202;175;57799;83;50102;73;48303
5798988;6016699;584;40856;214;188;51771;206;192;53182;79;49336;69;47538
5800879;6016699;553;38708;141;114;48828;143;110;48828;67;46536;58;46514
5800880;6016699;557;38987;147;118;49107;149;114;49107;68;46811;59;46789
5800881;6016699;619;43311;189;160;54529;199;169;55710;65;46440;57;46417
5800882;6016699;586;41000;189;157;52568;193;166;53749;83;53614;73;53592
5800883;6016699;586;41035;189;157;52604;193;166;53785;82;53391;72;53369
5800884;6016699;585;40957;165;136;51691;180;145;52872;78;51400;68;51377
5800885;6016699;581;40693;159;133;51464;180;142;52645;77;51102;67;51080
5800886;6016699;579;40545;159;135;51607;180;144;52789;80;51393;70;51371
5800887;6016699;581;40665;165;139;51881;180;148;53062;80;51478;70;51455
5800888;6016699;573;40123;189;158;51393;184;158;56660;79;48669;69;46870
5800889;6016699;579;40527;196;164;51796;190;164;57064;80;49258;70;47459
5800890;6016699;580;40603;196;165;51872;190;165;57139;82;49170;72;47372
5800891;6016699;583;40814;202;168;52083;196;168;57350;79;49047;69;47249
5800892;6016699;582;40750;196;167;52020;196;167;57287;81;49522;71;47723
5800893;6016699;584;40912;202;170;52182;196;170;57448;83;50062;73;48264
5800894;6016699;582;40765;214;186;51680;206;191;53091;79;49343;69;47544
5800895;6016699;579;40525;214;183;51441;203;189;50165;79;49243;69;47444
5802783;6016699;552;38610;141;113;48730;143;109;48730;68;46533;59;46511
5802784;6016699;550;38490;141;111;48611;138;107;48611;69;46504;61;46482
5802785;6016699;554;38769;141;115;48890;143;111;48890;63;46010;55;45987
5802786;6016699;588;41137;189;159;52705;196;168;53886;65;46192;57;46170
5802787;6016699;584;40900;189;155;52468;193;164;53649;81;53425;71;53403
5802788;6016699;581;40702;189;152;52270;193;161;53451;81;53178;71;53156
5802789;6016699;581;40702;189;152;52270;193;161;53452;79;51641;69;51618
5802790;6016699;582;40771;165;136;51713;180;145;52894;78;51163;68;51141
5802791;6016699;575;40272;159;135;51071;180;144;52252;78;51436;68;51414
5802792;6016699;579;40509;165;139;51307;180;148;52488;79;51739;68;51716
5802793;6016699;570;39895;189;155;51164;184;155;56432;79;48610;69;46811
5802794;6016699;575;40230;189;160;51500;190;160;56767;79;48895;69;47096
5802795;6016699;575;40231;189;160;51500;190;160;56768;79;48896;69;47097
5802796;6016699;576;40344;196;162;51614;190;161;56881;80;49092;70;47294
5802797;6016699;582;40706;196;167;51976;193;167;57242;81;49413;71;47614
5802798;6016699;584;40880;202;169;52150;196;169;57417;82;49156;72;47357
5802799;6016699;574;40208;208;178;51124;196;183;52534;77;48656;68;46857
5802800;6016699;573;40129;208;177;51044;193;182;52455;78;48824;68;47025
5802801;6016699;579;40497;214;182;51412;199;187;52823;79;49183;70;47384
5804689;6016699;549;38444;141;110;48564;132;106;48564;67;46225;58;46202
5804690;6016699;547;38273;135;108;48393;132;104;48393;68;46216;60;46194
5804691;6016699;550;38474;141;115;48918;143;111;48918;68;46200;59;46177
5804692;6016699;552;38666;147;118;49110;149;114;49110;71;46639;62;46617
5804693;6016699;584;40900;189;155;52469;193;164;53650;83;53489;72;53466
5804694;6016699;578;40461;183;149;52029;187;158;53211;81;53095;71;53072
5804695;6016699;577;40387;183;148;51955;187;157;53137;78;51727;68;51705
5804696;6016699;573;40111;159;133;50936;180;142;52117;79;52176;69;52154
5804697;6016699;572;40043;153;132;50841;180;141;52022;79;51772;68;51750
5804698;6016699;580;40571;165;139;51369;180;148;52551;78;51840;68;51818
5804699;6016699;567;39673;189;152;50943;180;152;56210;78;48326;68;46528
5804700;6016699;566;39631;189;151;50901;180;151;56168;78;48266;68;46468
5804701;6016699;570;39881;189;155;51151;184;155;56418;80;48655;70;46857
5804702;6016699;571;39945;189;156;51215;184;156;56482;79;48474;69;46675
5804703;6016699;573;40094;189;158;51364;184;158;56631;78;48648;68;46850
5804704;6016699;575;40242;189;160;51512;190;160;56779;81;49047;71;47249
5804705;6016699;571;39964;202;175;50879;193;183;57229;77;48470;67;46672
5804706;6016699;570;39925;202;174;50840;193;182;57189;80;48759;71;46961
5804707;6016699;574;40199;208;178;51114;196;183;52525;82;49272;72;47474
5806593;6016699;549;38459;141;111;48579;132;107;48579;68;46321;59;46299
5806594;6016699;544;38089;135;105;48210;127;101;48210;67;45974;58;45952
5806595;6016699;544;38056;135;105;48176;127;101;48176;66;45856;58;45834
5806596;6016699;546;38240;141;112;48684;143;108;48684;64;45583;56;45560
5806597;6016699;552;38615;147;117;49059;149;113;49059;68;46492;60;46470
5806598;6016699;556;38926;159;122;49370;154;118;49370;69;46724;60;46702
5806599;6016699;576;40298;177;147;51866;187;156;53047;80;52845;70;52823
5806600;6016699;572;40070;177;143;51638;184;152;52820;81;52702;71;52680
5806601;6016699;570;39871;159;135;51048;180;144;52230;79;52098;69;52075
5806602;6016699;574;40153;159;134;50978;180;143;52159;79;51910;69;51888
5806603;6016699;576;40302;165;136;51126;180;145;52308;80;48272;70;46473
5806604;6016699;567;39668;189;152;50938;180;152;56205;78;48209;68;46410
5806605;6016699;562;39355;183;148;50625;180;147;55892;79;48072;69;46273
5806606;6016699;565;39543;189;150;50812;180;150;56079;78;48132;68;46334
5806607;6016699;568;39725;189;153;50995;184;153;56262;80;48495;70;46696
5806608;6016699;572;40046;189;157;51315;184;157;56582;81;48839;71;47040
5806609;6016699;577;40366;196;162;51636;190;162;56903;81;49020;71;47221
5806610;6016699;566;39609;202;170;50524;193;176;49249;77;48207;68;46408
5806611;6016699;568;39769;202;172;50684;193;179;49408;80;48612;71;46813
5806612;6016699;572;40015;202;176;50930;193;183;52138;82;48762;72;46964
5806613;6016699;595;41631;236;199;52547;224;205;51271;82;50061;72;48262
5808496;6016699;550;38497;141;115;48925;132;111;48607;68;46251;59;46229
5808497;6016699;554;38786;141;115;48906;143;111;48906;69;46700;60;46677
5808498;6016699;553;38682;141;114;48802;143;110;48802;68;46490;59;46468
5808499;6016699;541;37841;135;106;48285;132;102;48285;66;45715;58;45692
5808500;6016699;545;38131;141;110;48576;132;106;48576;63;45288;55;45266
5808501;6016699;557;38966;165;122;49410;154;118;49410;68;46802;60;46779
5808502;6016699;557;38978;165;123;49422;154;119;49422;71;47000;62;46977
5808503;6016699;577;40396;183;148;51964;187;157;53145;83;52974;72;52952
5808504;6016699;573;40084;177;143;51652;184;152;52833;80;52594;70;52572
5808505;6016699;567;39704;165;138;51272;180;147;52454;79;52273;69;52250
5808506;6016699;566;39618;165;138;51260;180;147;52442;79;48242;69;46443
5808507;6016699;563;39400;177;145;50478;180;146;55789;78;48046;68;46247
5808508;6016699;560;39215;177;143;50293;177;152;51474;77;47747;67;45948
5808509;6016699;559;39159;177;145;50428;174;145;55695;77;47822;67;46023
5808510;6016699;564;39460;189;149;50730;180;149;55997;80;48311;70;46512
5808511;6016699;562;39339;183;147;50609;180;147;55876;83;48712;73;46914
5808512;6016699;565;39583;202;169;50498;193;176;49222;82;48898;72;47099
5808513;6016699;563;39382;196;166;50297;193;173;49022;76;47696;67;45898
5808514;6016699;561;39296;196;165;50212;187;170;51622;76;47957;66;46158
5808515;6016699;566;39588;202;169;50503;193;176;49228;77;48221;67;46422
5808516;6016699;569;39825;202;173;50740;193;179;49465;80;48680;71;46881
5808517;6016699;575;40236;208;179;51151;193;178;56341;83;48866;73;47067
5808518;6016699;580;40621;214;187;50778;196;184;56726;84;50340;74;48541
5810399;6016699;546;38233;147;119;48343;132;107;48343;68;45856;59;45833
5810400;6016699;549;38411;153;121;48521;137;109;48521;70;46282;61;46260
5810401;6016699;557;38974;147;118;49094;146;114;49094;71;46836;62;46814
5810402;6016699;536;37520;141;108;48427;132;104;48427;66;45361;58;45339
5810403;6016699;537;37591;141;109;48441;132;105;48441;66;45689;57;45666
5810404;6016699;546;38237;141;112;48681;143;108;48681;66;45295;58;45272
5810405;6016699;557;39023;165;123;49467;154;119;49467;70;46954;61;46932
5810406;6016699;559;39128;165;125;49572;154;121;49572;70;47049;61;47027
5810407;6016699;561;39293;165;127;49737;154;123;49737;82;48717;71;46918
5810408;6016699;572;40019;177;143;51587;180;152;52768;80;48383;69;46584
5810409;6016699;563;39407;159;135;50232;180;144;51413;79;48007;68;46208
5810410;6016699;560;39218;159;132;50042;177;141;51224;79;47829;69;46031
5810411;6016699;564;39472;177;146;50549;180;147;55860;78;47993;68;46195
5810412;6016699;556;38922;165;139;50000;171;139;55311;77;47689;67;45891
5810413;6016699;554;38765;165;139;50035;171;139;55302;76;47476;67;45678
5810414;6016699;556;38937;171;142;50206;174;151;51388;78;47739;69;45940
5810415;6016699;562;39344;183;147;50614;180;147;55881;82;48055;72;46257
5810416;6016699;558;39026;196;161;49942;181;166;51353;77;47484;68;45685
5810417;6016699;557;38994;189;161;49910;181;165;51320;76;47563;66;45765
5810418;6016699;561;39252;196;165;50168;187;169;51579;77;47993;67;46195
5810419;6016699;568;39787;202;172;50702;193;179;49426;79;48345;70;46546
5810420;6016699;572;40008;202;175;50923;193;180;56444;81;48748;72;46949
5810421;6016699;575;40224;208;178;51139;193;178;56329;83;48855;73;47056
5810422;6016699;578;40466;214;185;50623;193;182;56571;82;50175;72;48376
5810423;6016699;608;42534;239;207;60987;212;196;56280;80;49133;71;49110
5810457;6016699;-1;-1;165;139;58821;168;151;52758;71;49158;62;48876
5810458;6016699;654;45806;159;135;58565;164;151;55049;71;49713;63;49430
5810462;6016699;-1;-1;147;118;56967;151;130;51302;74;51139;65;50857
5810463;6016699;-1;-1;147;116;56465;141;126;51066;74;51211;65;50928
5810464;6016699;-1;-1;147;118;56579;141;125;50948;76;51620;66;51338
5812300;6016699;540;37799;141;113;47909;126;101;47909;67;45463;58;45441
5812301;6016699;543;38030;141;116;48140;132;104;48140;70;45940;61;45918
5812302;6016699;548;38336;153;120;48447;137;108;48447;73;46367;64;46345
5812303;6016699;536;37532;147;117;48999;143;113;48999;71;46901;62;46879
5812304;6016699;533;37278;141;113;48753;143;109;48753;66;45132;57;45109
5812305;6016699;533;37329;141;114;48810;143;110;48810;62;44700;54;44677
5812306;6016699;535;37442;147;116;47577;143;112;47577;69;45558;60;45535
5812307;6016699;537;37580;147;118;47716;146;114;47716;68;45436;59;45414
5812308;6016699;541;37882;159;136;48929;157;132;48929;69;46652;60;46629
5812309;6016699;541;37895;165;136;48941;157;132;48941;81;48650;70;46852
5812310;6016699;544;38092;177;139;49138;159;135;49138;80;48457;70;46658
5812311;6016699;562;39353;159;134;50178;180;143;51359;79;48011;68;46212
5812312;6016699;558;39054;153;131;49934;171;140;51116;78;47759;68;45960
5812313;6016699;555;38883;159;134;50149;174;143;51330;77;47469;67;45671
5812314;6016699;554;38810;159;134;49706;168;137;55199;77;47486;67;45687
5812315;6016699;550;38506;165;137;49890;163;137;55157;76;47183;66;45384
5812316;6016699;553;38708;165;140;49582;174;149;50763;79;47554;69;45755
5812317;6016699;556;38954;177;143;49828;174;145;55695;81;47961;71;46162
5812318;6016699;556;38890;189;159;49806;181;167;51013;76;47342;66;45544
5812319;6016699;553;38744;189;157;49659;181;164;48383;78;47573;68;45774
5812320;6016699;566;39586;202;169;50501;193;176;49226;76;48062;67;46263
5812321;6016699;566;39608;202;170;50523;193;176;49248;79;48430;69;46631
5812322;6016699;569;39809;202;174;49850;190;171;49408;83;48857;73;47059
5812323;6016699;572;40066;208;178;50107;193;174;56055;83;48204;73;46405
5812324;6016699;579;40543;214;186;50700;193;183;56648;83;49321;73;49299
5812325;6016699;607;42495;239;207;60948;212;196;56241;80;49140;71;49117
5812353;6016699;626;43842;177;145;51860;181;145;47630;70;47681;61;47399
5812354;6016699;629;44047;183;148;52066;184;148;47836;69;47901;61;47619
5812355;6016699;637;44599;189;155;61584;182;167;54411;68;48038;59;47756
5812356;6016699;635;44481;189;153;61443;179;165;54271;70;48460;62;48178
5812358;6016699;-1;-1;177;142;60726;173;159;53337;74;49140;66;48858
5812359;6016699;-1;-1;165;140;58909;168;156;55393;72;49169;63;48887
5812360;6016699;-1;-1;159;135;58574;164;151;55058;72;50118;63;49836
5812361;6016699;-1;-1;153;131;58265;164;150;60684;72;50091;63;49808
5812362;6016699;653;45728;153;124;57797;159;140;52006;76;50695;67;50413
5812363;6016699;652;45615;153;122;57681;156;139;54164;73;50625;64;50343
5812364;6016699;652;45643;147;117;56849;151;134;54140;74;50868;65;50586
5812365;6016699;653;45744;147;117;56842;151;135;54247;75;51336;66;51054
5812366;6016699;652;45654;147;118;57673;141;126;51043;77;52016;67;51734
5814173;6016699;497;34799;189;151;54546;180;147;55170;83;40650;75;40560
5814174;6016699;507;35477;189;160;55224;187;156;55849;84;41290;76;41201
5814175;6016699;508;35569;196;162;55316;187;158;55941;90;55821;79;55788
5814176;6016699;528;36936;196;164;50983;212;187;58010;85;54207;73;54173
5814201;6016699;537;37612;141;110;47723;126;98;47723;68;45483;59;45461
5814202;6016699;541;37862;141;113;47972;126;101;47972;70;45144;61;45121
5814203;6016699;548;38354;153;120;48464;137;108;48464;70;46077;61;46055
5814204;6016699;533;37323;141;115;47458;143;111;47458;67;45165;59;45142
5814205;6016699;529;37053;141;111;47189;138;107;47189;65;44798;57;44776
5814206;6016699;529;37051;141;111;47186;132;107;47186;63;44553;55;44531
5814207;6016699;531;37198;141;113;47334;143;109;47334;66;45191;57;45168
5814208;6016699;534;37361;141;115;47496;143;111;47496;67;45327;58;45305
5814209;6016699;539;37735;159;134;48781;157;130;48781;68;46479;59;46457
5814210;6016699;538;37672;159;133;48718;157;129;48718;70;46471;61;46449
5814211;6016699;541;37888;159;136;48935;157;132;48935;83;48700;72;46901
5814212;6016699;563;39434;159;135;50259;180;144;51440;80;48171;70;46373
5814213;6016699;558;39088;159;136;50287;174;145;51468;81;48091;70;46293
5814214;6016699;553;38737;159;132;49565;171;138;54918;77;47340;67;45542
5814215;6016699;551;38599;153;130;49427;163;136;54780;79;47380;68;45581
5814216;6016699;548;38338;159;134;49212;169;143;50393;77;47057;67;45259
5814217;6016699;548;38360;159;135;49233;169;144;50415;80;47013;70;45214
5814218;6016699;549;38427;159;136;49300;169;145;50482;80;47648;70;45850
5814219;6016699;553;38686;189;157;49601;181;163;48326;75;47252;66;45454
5814220;6016699;550;38502;189;154;49417;173;158;50828;78;47333;68;45534
5814221;6016699;569;39852;202;173;50767;193;180;49492;80;48412;70;46613
5814222;6016699;570;39872;202;173;50787;193;180;49511;81;48601;72;46803
5814223;6016699;566;39591;202;171;49632;184;167;55580;82;48124;72;46326
5814224;6016699;565;39544;202;170;49585;181;167;55533;83;48213;73;46414
5814225;6016699;607;42490;239;207;60943;212;196;56236;83;49371;74;49349
5814226;6016699;604;42256;233;201;53145;209;192;56002;80;49196;71;49174
5814227;6016699;599;41941;227;197;52831;203;188;55687;80;49062;70;49040
5814253;6016699;619;43328;177;138;51346;176;159;52528;73;47730;65;47448
5814254;6016699;622;43522;153;119;50043;164;140;51224;73;47944;64;47661
5814255;6016699;621;43468;153;119;49990;159;140;51171;72;48119;64;47837
5814256;6016699;639;44760;189;157;61745;187;170;54572;71;48521;62;48239
5814257;6016699;646;45206;196;163;62169;187;165;48995;70;49004;61;48722
5814258;6016699;642;44908;189;159;61871;187;161;48696;71;48846;62;48564
5814259;6016699;645;45129;196;162;62092;187;164;48917;74;49116;65;48833
5814260;6016699;-1;-1;165;140;58886;168;156;55369;76;51542;67;51260
5814261;6016699;-1;-1;159;135;60246;168;152;52857;73;50313;64;50031
5814262;6016699;-1;-1;153;128;58065;162;144;52291;72;50187;63;49904
5814263;6016699;-1;-1;153;126;57952;162;142;52178;73;50446;64;50164
5814264;6016699;649;45455;153;121;57544;153;137;54018;72;50502;63;50220
5814265;6016699;647;45257;141;116;57194;151;136;59666;73;50739;64;50457
5814266;6016699;646;45233;153;122;57614;159;140;59936;75;51200;66;50918
5814267;6016699;648;45340;147;116;57822;151;131;51382;78;52633;68;52351
5814268;6016699;645;45156;141;113;57618;141;127;51082;78;52497;68;52215
5816065;6016699;497;34787;189;157;55001;187;153;55625;80;40232;71;40143
5816068;6016699;487;34076;177;147;54290;180;143;54914;79;39540;70;39451
5816069;6016699;490;34288;189;150;54502;180;146;55126;79;39420;70;39330
5816070;6016699;482;33733;159;135;52369;168;131;52016;80;39567;71;39478
5816071;6016699;482;33768;165;136;52424;168;132;52071;80;39411;72;39322
5816072;6016699;484;33860;165;137;52516;168;133;52164;80;39946;72;39857
5816073;6016699;487;34062;171;142;52809;168;138;54545;81;39952;73;39862
5816074;6016699;500;35034;177;139;49889;180;152;55517;83;40920;74;40830
5816075;6016699;529;36997;196;164;51044;212;188;58072;85;54279;74;54246
5816099;6016699;547;38300;153;120;48399;140;108;48399;67;45891;58;45869
5816100;6016699;532;37232;141;112;47839;126;100;47839;66;44974;57;44951
5816101;6016699;531;37148;147;117;48229;132;105;48229;68;45002;59;44980
5816102;6016699;531;37142;147;118;47259;132;106;47259;66;44512;58;44490
5816103;6016699;530;37094;141;112;47229;138;108;47229;66;45073;57;45051
5816104;6016699;526;36824;135;108;46960;132;104;46960;65;44822;57;44800
5816105;6016699;526;36836;135;108;46971;132;104;46971;63;44303;55;44281
5816106;6016699;529;37038;141;111;47173;132;107;47173;66;44908;57;44886
5816107;6016699;534;37380;141;116;47516;143;112;47516;66;45297;58;45275
5816108;6016699;537;37561;153;131;48607;157;127;48607;66;45406;57;45383
5816109;6016699;534;37366;153;128;48412;154;124;48412;69;46198;60;46176
5816110;6016699;537;37595;153;132;48641;157;128;48641;70;46438;61;46416
5816111;6016699;544;38106;177;139;49153;159;135;49153;71;46905;63;46883
5816112;6016699;543;37995;189;156;52236;168;148;50064;71;47298;62;47276
5816113;6016699;552;38626;159;133;49633;169;139;54986;79;47401;69;45602
5816114;6016699;548;38326;153;130;49156;163;136;54509;76;46959;66;45160
5816115;6016699;544;38065;153;130;49171;161;136;54524;75;46684;65;44885
5816116;6016699;544;38073;153;131;48947;161;137;54300;78;46911;68;45113
5816117;6016699;547;38319;159;134;49193;169;143;50374;78;46901;68;45103
5816118;6016699;547;38295;189;161;48376;173;158;50417;74;46684;65;44886
5816119;6016699;547;38322;189;161;48403;173;158;50444;78;47230;69;45431
5816120;6016699;569;39831;202;174;49872;190;171;49430;83;48667;74;46868
5816121;6016699;567;39697;202;172;49738;184;169;55686;80;48538;71;46739
5816122;6016699;561;39298;196;167;49338;181;163;55286;78;47831;68;46032
5816123;6016699;561;39282;196;166;49323;181;163;55271;81;48067;71;46268
5816124;6016699;562;39354;196;167;49395;181;164;55343;82;48155;72;46357
5816125;6016699;604;42314;239;204;60767;212;193;56060;84;49452;75;49429
5816126;6016699;602;42161;227;200;53051;206;191;55908;82;49226;73;49204
5816127;6016699;596;41726;220;194;52616;199;185;55472;79;48724;70;48702
5816152;6016699;610;42670;159;123;50303;164;144;51484;73;47574;64;47292
5816153;6016699;620;43424;153;118;49946;159;139;51127;73;48375;65;48093
5816154;6016699;617;43209;153;125;49949;153;136;50912;77;47945;68;47923
5816155;6016699;618;43289;153;126;50030;156;137;50992;76;48042;67;48020
5816156;6016699;645;45185;196;163;62147;187;164;48973;71;49056;62;48774
5816157;6016699;644;45109;196;162;62072;187;163;48897;73;49016;64;48734
5816158;6016699;645;45129;159;133;59460;164;147;53990;76;51572;67;51290
5816159;6016699;644;45091;153;131;60969;162;146;53951;76;51523;67;51240
5816160;6016699;644;45090;153;131;60968;162;146;53950;74;50769;65;50487
5816161;6016699;649;45434;165;137;59765;164;151;54295;76;51683;67;51401
5816162;6016699;642;44929;153;121;58061;153;135;53435;76;51687;66;51405
5816163;6016699;642;44942;147;119;57406;153;138;59798;76;51312;66;51029
5816164;6016699;644;45050;141;115;58782;153;135;59586;74;50974;64;50692
5816165;6016699;643;44987;141;115;58477;153;135;59281;75;51269;65;50987
5816166;6016699;641;44901;147;117;58590;153;137;59394;75;51586;66;51304
5816167;6016699;640;44798;141;113;57633;151;128;51193;79;52368;70;52086
5817963;6016699;502;35107;196;162;55321;187;158;55946;80;40598;72;40509
5817964;6016699;498;34840;189;158;55054;187;154;55678;81;40387;73;40297
5817965;6016699;495;34677;189;156;54891;180;152;55515;80;40004;72;39915
5817966;6016699;492;34415;189;152;54628;180;148;55253;80;39889;71;39800
5817967;6016699;479;33522;171;141;52763;168;137;54498;78;39091;70;39002
5817968;6016699;483;33797;165;136;52434;168;132;52081;78;39408;70;39318
5817969;6016699;479;33520;159;132;52157;168;128;51804;79;39298;70;39208
5817970;6016699;479;33516;159;133;52172;168;129;51820;80;39530;71;39440
5817971;6016699;481;33691;165;136;52438;168;132;52085;79;39544;71;39454
5817972;6016699;486;33991;165;141;52738;168;137;54473;80;39863;71;39773
5817973;6016699;498;34879;177;137;49734;180;149;55362;81;40765;72;40675
5817974;6016699;496;34740;177;135;49595;180;147;55223;81;40558;72;40468
5817975;6016699;498;34879;177;137;49756;180;149;55362;82;40837;73;53417
5817976;6016699;500;35034;177;136;49082;184;155;55747;81;41060;72;53060
5817977;6016699;499;34927;177;135;48975;184;158;56002;83;52784;72;52751
5817997;6016699;548;38357;153;120;48456;140;108;48456;70;45960;61;45937
5817998;6016699;549;38413;153;121;48512;142;109;48512;70;46077;61;46054
