from_id;to_id;walk_t;walk_d;pt_r_tt;pt_r_t;pt_r_d;pt_m_tt;pt_m_t;pt_m_d;car_r_t;car_r_d;car_m_t;car_m_d
5793259;6016691;-1;-1;-1;-1;-1;-1;-1;-1;77;51354;67;51332
5793260;6016691;-1;-1;-1;-1;-1;-1;-1;-1;78;51318;68;51296
5793261;6016691;-1;-1;-1;-1;-1;-1;-1;-1;75;51099;65;51077
5793262;6016691;-1;-1;-1;-1;-1;-1;-1;-1;78;51524;68;51501
5793263;6016691;-1;-1;-1;-1;-1;-1;-1;-1;83;52630;73;52607
5793264;6016691;-1;-1;-1;-1;-1;-1;-1;-1;84;51251;74;49453
5793265;6016691;-1;-1;-1;-1;-1;-1;-1;-1;83;51584;73;49785
5793266;6016691;-1;-1;-1;-1;-1;-1;-1;-1;86;51781;75;49982
5793267;6016691;-1;-1;-1;-1;-1;-1;-1;-1;90;52576;79;50777
5793268;6016691;-1;-1;-1;-1;-1;-1;-1;-1;90;52802;79;51003
5793269;6016691;-1;-1;-1;-1;-1;-1;-1;-1;86;51614;75;49816
5793270;6016691;-1;-1;-1;-1;-1;-1;-1;-1;88;54503;78;52705
5795164;6016691;-1;-1;-1;-1;-1;-1;-1;-1;77;51638;67;51616
5795165;6016691;-1;-1;-1;-1;-1;-1;-1;-1;82;53414;72;53392
5795166;6016691;-1;-1;-1;-1;-1;-1;-1;-1;82;53264;72;53241
5795167;6016691;-1;-1;-1;-1;-1;-1;-1;-1;77;51649;66;51627
5795168;6016691;-1;-1;-1;-1;-1;-1;-1;-1;79;52211;68;52189
5795169;6016691;-1;-1;-1;-1;-1;-1;-1;-1;81;52433;71;52411
5795170;6016691;-1;-1;-1;-1;-1;-1;-1;-1;82;50990;71;49191
5795171;6016691;-1;-1;-1;-1;-1;-1;-1;-1;83;51291;72;49492
5795172;6016691;-1;-1;-1;-1;-1;-1;-1;-1;85;51733;75;49935
5795173;6016691;-1;-1;-1;-1;-1;-1;-1;-1;87;51824;76;50026
5795174;6016691;-1;-1;-1;-1;-1;-1;-1;-1;84;51458;74;49660
5795175;6016691;-1;-1;-1;-1;-1;-1;-1;-1;86;51595;75;49796
5795176;6016691;-1;-1;-1;-1;-1;-1;-1;-1;81;51119;71;49320
5797069;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
5797070;6016691;-1;-1;-1;-1;-1;-1;-1;-1;78;51917;68;51894
5797071;6016691;-1;-1;-1;-1;-1;-1;-1;-1;81;53317;70;53294
5797072;6016691;-1;-1;-1;-1;-1;-1;-1;-1;80;53033;70;53011
5797073;6016691;-1;-1;-1;-1;-1;-1;-1;-1;80;53118;69;53095
5797074;6016691;-1;-1;-1;-1;-1;-1;-1;-1;77;51982;67;51960
5797075;6016691;-1;-1;-1;-1;-1;-1;-1;-1;79;52315;69;52293
5797076;6016691;-1;-1;-1;-1;-1;-1;-1;-1;82;50937;72;49138
5797077;6016691;-1;-1;-1;-1;-1;-1;-1;-1;86;51369;75;49571
5797078;6016691;-1;-1;-1;-1;-1;-1;-1;-1;88;51907;77;50108
5797079;6016691;-1;-1;-1;-1;-1;-1;-1;-1;85;51743;75;49945
5797080;6016691;-1;-1;-1;-1;-1;-1;-1;-1;82;50954;71;49155
5797081;6016691;-1;-1;-1;-1;-1;-1;-1;-1;85;51574;75;49775
5797082;6016691;-1;-1;-1;-1;-1;-1;-1;-1;81;51106;71;49307
5798974;6016691;-1;-1;-1;-1;-1;-1;-1;-1;69;48060;60;48038
5798975;6016691;-1;-1;-1;-1;-1;-1;-1;-1;78;52264;68;52241
5798976;6016691;-1;-1;-1;-1;-1;-1;-1;-1;80;52151;70;52129
5798977;6016691;-1;-1;-1;-1;-1;-1;-1;-1;81;53357;71;53334
5798978;6016691;-1;-1;-1;-1;-1;-1;-1;-1;80;52828;69;52805
5798979;6016691;-1;-1;-1;-1;-1;-1;-1;-1;80;53186;69;53164
5798980;6016691;-1;-1;-1;-1;-1;-1;-1;-1;79;52346;68;52323
5798981;6016691;-1;-1;-1;-1;-1;-1;-1;-1;81;52734;70;52711
5798982;6016691;-1;-1;-1;-1;-1;-1;-1;-1;81;50798;71;48999
5798983;6016691;-1;-1;-1;-1;-1;-1;-1;-1;84;50738;73;48939
5798984;6016691;-1;-1;-1;-1;-1;-1;-1;-1;85;50729;75;48930
5798985;6016691;-1;-1;-1;-1;-1;-1;-1;-1;82;50621;72;48823
5798986;6016691;-1;-1;-1;-1;-1;-1;-1;-1;82;50887;72;49088
5798987;6016691;-1;-1;-1;-1;-1;-1;-1;-1;85;51347;74;49548
5798988;6016691;-1;-1;-1;-1;-1;-1;-1;-1;80;50581;70;48783
5800879;6016691;-1;-1;-1;-1;-1;-1;-1;-1;69;47781;59;47759
5800880;6016691;-1;-1;-1;-1;-1;-1;-1;-1;69;48056;60;48034
5800881;6016691;-1;-1;-1;-1;-1;-1;-1;-1;67;47684;58;47662
5800882;6016691;-1;-1;-1;-1;-1;-1;-1;-1;85;54859;74;54836
5800883;6016691;-1;-1;-1;-1;-1;-1;-1;-1;84;54636;73;54614
5800884;6016691;-1;-1;-1;-1;-1;-1;-1;-1;79;52644;69;52622
5800885;6016691;-1;-1;-1;-1;-1;-1;-1;-1;78;52347;68;52325
5800886;6016691;-1;-1;-1;-1;-1;-1;-1;-1;81;52638;71;52616
5800887;6016691;-1;-1;-1;-1;-1;-1;-1;-1;81;52722;71;52700
5800888;6016691;-1;-1;-1;-1;-1;-1;-1;-1;81;49914;70;48115
5800889;6016691;-1;-1;-1;-1;-1;-1;-1;-1;82;50503;71;48704
5800890;6016691;-1;-1;-1;-1;-1;-1;-1;-1;84;50415;73;48617
5800891;6016691;-1;-1;-1;-1;-1;-1;-1;-1;81;50292;70;48494
5800892;6016691;-1;-1;-1;-1;-1;-1;-1;-1;83;50766;72;48968
5800893;6016691;-1;-1;-1;-1;-1;-1;-1;-1;84;51307;74;49509
5800894;6016691;-1;-1;-1;-1;-1;-1;-1;-1;80;50587;70;48789
5800895;6016691;-1;-1;-1;-1;-1;-1;-1;-1;81;50488;70;48689
5802783;6016691;-1;-1;-1;-1;-1;-1;-1;-1;70;47778;60;47756
5802784;6016691;-1;-1;-1;-1;-1;-1;-1;-1;71;47749;62;47726
5802785;6016691;-1;-1;-1;-1;-1;-1;-1;-1;65;47255;56;47232
5802786;6016691;-1;-1;-1;-1;-1;-1;-1;-1;67;47437;58;47414
5802787;6016691;-1;-1;-1;-1;-1;-1;-1;-1;83;54670;72;54647
5802788;6016691;-1;-1;-1;-1;-1;-1;-1;-1;83;54423;72;54400
5802789;6016691;-1;-1;-1;-1;-1;-1;-1;-1;81;52885;70;52863
5802790;6016691;-1;-1;-1;-1;-1;-1;-1;-1;79;52408;69;52386
5802791;6016691;-1;-1;-1;-1;-1;-1;-1;-1;80;52681;69;52659
5802792;6016691;-1;-1;-1;-1;-1;-1;-1;-1;80;52984;70;52961
5802793;6016691;-1;-1;-1;-1;-1;-1;-1;-1;80;49855;70;48056
5802794;6016691;-1;-1;-1;-1;-1;-1;-1;-1;80;50140;70;48341
5802795;6016691;-1;-1;-1;-1;-1;-1;-1;-1;80;50141;70;48342
5802796;6016691;-1;-1;-1;-1;-1;-1;-1;-1;82;50337;71;48538
5802797;6016691;-1;-1;-1;-1;-1;-1;-1;-1;83;50658;72;48859
5802798;6016691;-1;-1;-1;-1;-1;-1;-1;-1;84;50400;73;48602
5802799;6016691;-1;-1;-1;-1;-1;-1;-1;-1;79;49901;69;48102
5802800;6016691;-1;-1;-1;-1;-1;-1;-1;-1;79;50069;69;48270
5802801;6016691;-1;-1;-1;-1;-1;-1;-1;-1;81;50428;71;48629
5804689;6016691;-1;-1;-1;-1;-1;-1;-1;-1;69;47469;59;47447
5804690;6016691;-1;-1;-1;-1;-1;-1;-1;-1;70;47461;61;47439
5804691;6016691;-1;-1;-1;-1;-1;-1;-1;-1;69;47445;60;47422
5804692;6016691;-1;-1;-1;-1;-1;-1;-1;-1;72;47884;63;47861
5804693;6016691;-1;-1;-1;-1;-1;-1;-1;-1;84;54734;73;54711
5804694;6016691;-1;-1;-1;-1;-1;-1;-1;-1;83;54339;72;54317
5804695;6016691;-1;-1;-1;-1;-1;-1;-1;-1;80;52972;69;52950
5804696;6016691;-1;-1;-1;-1;-1;-1;-1;-1;80;53421;70;53399
5804697;6016691;-1;-1;-1;-1;-1;-1;-1;-1;80;53017;69;52995
5804698;6016691;-1;-1;-1;-1;-1;-1;-1;-1;80;53085;69;53062
5804699;6016691;-1;-1;-1;-1;-1;-1;-1;-1;79;49571;69;47772
5804700;6016691;-1;-1;-1;-1;-1;-1;-1;-1;80;49511;69;47712
5804701;6016691;-1;-1;-1;-1;-1;-1;-1;-1;82;49900;71;48101
5804702;6016691;-1;-1;-1;-1;-1;-1;-1;-1;81;49719;70;47920
5804703;6016691;-1;-1;-1;-1;-1;-1;-1;-1;80;49893;69;48095
5804704;6016691;-1;-1;-1;-1;-1;-1;-1;-1;82;50292;72;48494
5804705;6016691;-1;-1;-1;-1;-1;-1;-1;-1;78;49715;68;47916
5804706;6016691;-1;-1;-1;-1;-1;-1;-1;-1;82;50004;72;48205
5804707;6016691;-1;-1;-1;-1;-1;-1;-1;-1;83;50517;73;48719
5806593;6016691;-1;-1;-1;-1;-1;-1;-1;-1;69;47566;60;47544
5806594;6016691;-1;-1;-1;-1;-1;-1;-1;-1;68;47219;59;47197
5806595;6016691;-1;-1;-1;-1;-1;-1;-1;-1;68;47101;59;47079
5806596;6016691;-1;-1;-1;-1;-1;-1;-1;-1;65;46828;57;46805
5806597;6016691;-1;-1;-1;-1;-1;-1;-1;-1;70;47737;61;47715
5806598;6016691;-1;-1;-1;-1;-1;-1;-1;-1;70;47969;61;47947
5806599;6016691;-1;-1;-1;-1;-1;-1;-1;-1;82;54090;71;54068
5806600;6016691;-1;-1;-1;-1;-1;-1;-1;-1;82;53947;72;53925
5806601;6016691;-1;-1;-1;-1;-1;-1;-1;-1;81;53342;70;53320
5806602;6016691;-1;-1;-1;-1;-1;-1;-1;-1;81;53155;70;53133
5806603;6016691;-1;-1;-1;-1;-1;-1;-1;-1;81;49516;71;47718
5806604;6016691;-1;-1;-1;-1;-1;-1;-1;-1;79;49454;69;47655
5806605;6016691;-1;-1;-1;-1;-1;-1;-1;-1;80;49316;70;47518
5806606;6016691;-1;-1;-1;-1;-1;-1;-1;-1;80;49377;69;47579
5806607;6016691;-1;-1;-1;-1;-1;-1;-1;-1;81;49739;71;47941
5806608;6016691;-1;-1;-1;-1;-1;-1;-1;-1;83;50084;72;48285
5806609;6016691;-1;-1;-1;-1;-1;-1;-1;-1;82;50265;72;48466
5806610;6016691;-1;-1;-1;-1;-1;-1;-1;-1;79;49452;69;47653
5806611;6016691;-1;-1;-1;-1;-1;-1;-1;-1;82;49857;72;48058
5806612;6016691;-1;-1;-1;-1;-1;-1;-1;-1;84;50007;73;48208
5806613;6016691;-1;-1;-1;-1;-1;-1;-1;-1;83;51306;73;49507
5808496;6016691;-1;-1;-1;-1;-1;-1;-1;-1;70;47496;60;47474
5808497;6016691;-1;-1;-1;-1;-1;-1;-1;-1;71;47945;61;47922
5808498;6016691;-1;-1;-1;-1;-1;-1;-1;-1;70;47735;60;47712
5808499;6016691;-1;-1;-1;-1;-1;-1;-1;-1;68;46959;59;46937
5808500;6016691;-1;-1;-1;-1;-1;-1;-1;-1;64;46533;56;46510
5808501;6016691;-1;-1;-1;-1;-1;-1;-1;-1;70;48047;61;48024
5808502;6016691;-1;-1;-1;-1;-1;-1;-1;-1;72;48245;63;48222
5808503;6016691;-1;-1;-1;-1;-1;-1;-1;-1;84;54219;74;54197
5808504;6016691;-1;-1;-1;-1;-1;-1;-1;-1;82;53839;71;53816
5808505;6016691;-1;-1;-1;-1;-1;-1;-1;-1;81;53518;70;53495
5808506;6016691;-1;-1;-1;-1;-1;-1;-1;-1;81;49486;70;47688
5808507;6016691;-1;-1;-1;-1;-1;-1;-1;-1;79;49290;69;47492
5808508;6016691;-1;-1;-1;-1;-1;-1;-1;-1;79;48991;68;47193
5808509;6016691;-1;-1;-1;-1;-1;-1;-1;-1;78;49067;68;47268
5808510;6016691;-1;-1;-1;-1;-1;-1;-1;-1;82;49556;71;47757
5808511;6016691;-1;-1;-1;-1;-1;-1;-1;-1;85;49957;74;48159
5808512;6016691;-1;-1;-1;-1;-1;-1;-1;-1;84;50143;73;48344
5808513;6016691;-1;-1;-1;-1;-1;-1;-1;-1;78;48941;68;47143
5808514;6016691;-1;-1;-1;-1;-1;-1;-1;-1;78;49201;67;47403
5808515;6016691;-1;-1;-1;-1;-1;-1;-1;-1;78;49465;68;47667
5808516;6016691;-1;-1;-1;-1;-1;-1;-1;-1;82;49925;72;48126
5808517;6016691;-1;-1;-1;-1;-1;-1;-1;-1;85;50110;74;48312
5808518;6016691;-1;-1;-1;-1;-1;-1;-1;-1;86;51585;75;49786
5810399;6016691;-1;-1;-1;-1;-1;-1;-1;-1;69;47100;60;47078
5810400;6016691;-1;-1;-1;-1;-1;-1;-1;-1;71;47527;62;47505
5810401;6016691;-1;-1;-1;-1;-1;-1;-1;-1;72;48081;63;48059
5810402;6016691;-1;-1;-1;-1;-1;-1;-1;-1;68;46606;59;46584
5810403;6016691;-1;-1;-1;-1;-1;-1;-1;-1;67;46933;58;46911
5810404;6016691;-1;-1;-1;-1;-1;-1;-1;-1;67;46539;59;46517
5810405;6016691;-1;-1;-1;-1;-1;-1;-1;-1;71;48199;62;48177
5810406;6016691;-1;-1;-1;-1;-1;-1;-1;-1;71;48294;62;48272
5810407;6016691;-1;-1;-1;-1;-1;-1;-1;-1;83;49962;72;48163
5810408;6016691;-1;-1;-1;-1;-1;-1;-1;-1;81;49628;70;47829
5810409;6016691;-1;-1;-1;-1;-1;-1;-1;-1;80;49252;69;47453
5810410;6016691;-1;-1;-1;-1;-1;-1;-1;-1;80;49074;70;47275
5810411;6016691;-1;-1;-1;-1;-1;-1;-1;-1;80;49238;69;47440
5810412;6016691;-1;-1;-1;-1;-1;-1;-1;-1;78;48934;68;47135
5810413;6016691;-1;-1;-1;-1;-1;-1;-1;-1;78;48721;68;46922
5810414;6016691;-1;-1;-1;-1;-1;-1;-1;-1;80;48984;70;47185
5810415;6016691;-1;-1;-1;-1;-1;-1;-1;-1;84;49300;73;47501
5810416;6016691;-1;-1;-1;-1;-1;-1;-1;-1;79;48729;69;46930
5810417;6016691;-1;-1;-1;-1;-1;-1;-1;-1;77;48808;67;47010
5810418;6016691;-1;-1;-1;-1;-1;-1;-1;-1;79;49238;69;47440
5810419;6016691;-1;-1;-1;-1;-1;-1;-1;-1;81;49590;71;47791
5810420;6016691;-1;-1;-1;-1;-1;-1;-1;-1;83;49993;73;48194
5810421;6016691;-1;-1;-1;-1;-1;-1;-1;-1;84;50100;74;48301
5810422;6016691;-1;-1;-1;-1;-1;-1;-1;-1;83;51420;73;49621
5810423;6016691;-1;-1;-1;-1;-1;-1;-1;-1;82;50377;72;50355
5810457;6016691;-1;-1;-1;-1;-1;-1;-1;-1;72;50403;63;50121
5810458;6016691;-1;-1;-1;-1;-1;-1;-1;-1;73;50957;64;50675
5810462;6016691;-1;-1;-1;-1;-1;-1;-1;-1;76;52384;66;52102
5810463;6016691;-1;-1;-1;-1;-1;-1;-1;-1;76;52455;66;52173
5810464;6016691;-1;-1;-1;-1;-1;-1;-1;-1;77;52865;67;52583
5812300;6016691;-1;-1;-1;-1;-1;-1;-1;-1;68;46708;59;46686
5812301;6016691;-1;-1;-1;-1;-1;-1;-1;-1;71;47185;62;47163
5812302;6016691;-1;-1;-1;-1;-1;-1;-1;-1;74;47612;65;47590
5812303;6016691;-1;-1;-1;-1;-1;-1;-1;-1;72;48146;63;48123
5812304;6016691;-1;-1;-1;-1;-1;-1;-1;-1;67;46376;58;46354
5812305;6016691;-1;-1;-1;-1;-1;-1;-1;-1;64;45945;55;45922
5812306;6016691;-1;-1;-1;-1;-1;-1;-1;-1;70;46802;61;46780
5812307;6016691;-1;-1;-1;-1;-1;-1;-1;-1;69;46681;60;46658
5812308;6016691;-1;-1;-1;-1;-1;-1;-1;-1;70;47897;61;47874
5812309;6016691;-1;-1;-1;-1;-1;-1;-1;-1;82;49895;71;48097
5812310;6016691;-1;-1;-1;-1;-1;-1;-1;-1;82;49702;71;47903
5812311;6016691;-1;-1;-1;-1;-1;-1;-1;-1;80;49256;69;47457
5812312;6016691;-1;-1;-1;-1;-1;-1;-1;-1;79;49004;69;47205
5812313;6016691;-1;-1;-1;-1;-1;-1;-1;-1;79;48714;68;46915
5812314;6016691;-1;-1;-1;-1;-1;-1;-1;-1;78;48731;68;46932
5812315;6016691;-1;-1;-1;-1;-1;-1;-1;-1;77;48428;67;46629
5812316;6016691;-1;-1;-1;-1;-1;-1;-1;-1;80;48798;70;47000
5812317;6016691;-1;-1;-1;-1;-1;-1;-1;-1;82;49206;72;47407
5812318;6016691;-1;-1;-1;-1;-1;-1;-1;-1;77;48587;67;46789
5812319;6016691;-1;-1;-1;-1;-1;-1;-1;-1;79;48817;69;47019
5812320;6016691;-1;-1;-1;-1;-1;-1;-1;-1;78;49306;68;47508
5812321;6016691;-1;-1;-1;-1;-1;-1;-1;-1;81;49675;71;47876
5812322;6016691;-1;-1;-1;-1;-1;-1;-1;-1;84;50102;74;48304
5812323;6016691;-1;-1;-1;-1;-1;-1;-1;-1;84;49448;74;47650
5812324;6016691;-1;-1;-1;-1;-1;-1;-1;-1;84;50566;74;50544
5812325;6016691;-1;-1;-1;-1;-1;-1;-1;-1;82;50385;72;50362
5812353;6016691;-1;-1;-1;-1;-1;-1;-1;-1;71;48926;62;48644
5812354;6016691;-1;-1;-1;-1;-1;-1;-1;-1;71;49146;62;48863
5812355;6016691;-1;-1;-1;-1;-1;-1;-1;-1;70;49283;60;49001
5812356;6016691;-1;-1;-1;-1;-1;-1;-1;-1;72;49705;63;49423
5812358;6016691;-1;-1;-1;-1;-1;-1;-1;-1;76;50385;67;50103
5812359;6016691;-1;-1;-1;-1;-1;-1;-1;-1;73;50414;64;50132
5812360;6016691;-1;-1;-1;-1;-1;-1;-1;-1;73;51363;64;51081
5812361;6016691;-1;-1;-1;-1;-1;-1;-1;-1;73;51335;64;51053
5812362;6016691;-1;-1;-1;-1;-1;-1;-1;-1;77;51940;68;51658
5812363;6016691;-1;-1;-1;-1;-1;-1;-1;-1;74;51870;65;51588
5812364;6016691;-1;-1;-1;-1;-1;-1;-1;-1;76;52113;66;51831
5812365;6016691;-1;-1;-1;-1;-1;-1;-1;-1;77;52581;67;52299
5812366;6016691;-1;-1;-1;-1;-1;-1;-1;-1;78;53261;68;52978
5814173;6016691;-1;-1;-1;-1;-1;-1;-1;-1;85;41895;76;41805
5814174;6016691;-1;-1;-1;-1;-1;-1;-1;-1;86;42535;77;42445
5814175;6016691;-1;-1;-1;-1;-1;-1;-1;-1;92;57066;80;57033
5814176;6016691;-1;-1;-1;-1;-1;-1;-1;-1;86;55451;75;55418
5814201;6016691;-1;-1;-1;-1;-1;-1;-1;-1;70;46728;60;46705
5814202;6016691;-1;-1;-1;-1;-1;-1;-1;-1;72;46389;63;46366
5814203;6016691;-1;-1;-1;-1;-1;-1;-1;-1;72;47322;62;47300
5814204;6016691;-1;-1;-1;-1;-1;-1;-1;-1;69;46409;60;46387
5814205;6016691;-1;-1;-1;-1;-1;-1;-1;-1;67;46043;58;46021
5814206;6016691;-1;-1;-1;-1;-1;-1;-1;-1;65;45798;56;45775
5814207;6016691;-1;-1;-1;-1;-1;-1;-1;-1;67;46435;58;46413
5814208;6016691;-1;-1;-1;-1;-1;-1;-1;-1;68;46572;59;46550
5814209;6016691;-1;-1;-1;-1;-1;-1;-1;-1;69;47724;60;47702
5814210;6016691;-1;-1;-1;-1;-1;-1;-1;-1;71;47716;62;47694
5814211;6016691;-1;-1;-1;-1;-1;-1;-1;-1;84;49945;73;48146
5814212;6016691;-1;-1;-1;-1;-1;-1;-1;-1;82;49416;71;47618
5814213;6016691;-1;-1;-1;-1;-1;-1;-1;-1;82;49336;71;47537
5814214;6016691;-1;-1;-1;-1;-1;-1;-1;-1;79;48585;68;46787
5814215;6016691;-1;-1;-1;-1;-1;-1;-1;-1;80;48624;69;46826
5814216;6016691;-1;-1;-1;-1;-1;-1;-1;-1;78;48302;68;46503
5814217;6016691;-1;-1;-1;-1;-1;-1;-1;-1;81;48257;71;46459
5814218;6016691;-1;-1;-1;-1;-1;-1;-1;-1;82;48893;71;47095
5814219;6016691;-1;-1;-1;-1;-1;-1;-1;-1;77;48497;67;46699
5814220;6016691;-1;-1;-1;-1;-1;-1;-1;-1;79;48577;69;46779
5814221;6016691;-1;-1;-1;-1;-1;-1;-1;-1;82;49656;71;47858
5814222;6016691;-1;-1;-1;-1;-1;-1;-1;-1;83;49846;73;48047
5814223;6016691;-1;-1;-1;-1;-1;-1;-1;-1;83;49369;73;47570
5814224;6016691;-1;-1;-1;-1;-1;-1;-1;-1;84;49458;74;47659
5814225;6016691;-1;-1;-1;-1;-1;-1;-1;-1;85;50616;75;50594
5814226;6016691;-1;-1;-1;-1;-1;-1;-1;-1;82;50441;72;50419
5814227;6016691;-1;-1;-1;-1;-1;-1;-1;-1;81;50307;72;50284
5814253;6016691;-1;-1;-1;-1;-1;-1;-1;-1;75;48975;66;48692
5814254;6016691;-1;-1;-1;-1;-1;-1;-1;-1;75;49188;66;48906
5814255;6016691;-1;-1;-1;-1;-1;-1;-1;-1;74;49364;65;49081
5814256;6016691;-1;-1;-1;-1;-1;-1;-1;-1;72;49766;63;49484
5814257;6016691;-1;-1;-1;-1;-1;-1;-1;-1;72;50249;63;49967
5814258;6016691;-1;-1;-1;-1;-1;-1;-1;-1;73;50091;63;49809
5814259;6016691;-1;-1;-1;-1;-1;-1;-1;-1;76;50360;66;50078
5814260;6016691;-1;-1;-1;-1;-1;-1;-1;-1;77;52787;68;52504
5814261;6016691;-1;-1;-1;-1;-1;-1;-1;-1;74;51558;65;51276
5814262;6016691;-1;-1;-1;-1;-1;-1;-1;-1;73;51431;64;51149
5814263;6016691;-1;-1;-1;-1;-1;-1;-1;-1;74;51691;65;51409
5814264;6016691;-1;-1;-1;-1;-1;-1;-1;-1;74;51747;65;51465
5814265;6016691;-1;-1;-1;-1;-1;-1;-1;-1;74;51984;65;51702
5814266;6016691;-1;-1;-1;-1;-1;-1;-1;-1;76;52445;67;52163
5814267;6016691;-1;-1;-1;-1;-1;-1;-1;-1;80;53877;69;53595
5814268;6016691;-1;-1;-1;-1;-1;-1;-1;-1;79;53742;69;53460
5816065;6016691;-1;-1;-1;-1;-1;-1;-1;-1;81;41477;72;41388
5816068;6016691;-1;-1;-1;-1;-1;-1;-1;-1;80;40785;71;40696
5816069;6016691;-1;-1;-1;-1;-1;-1;-1;-1;80;40665;71;40575
5816070;6016691;-1;-1;-1;-1;-1;-1;-1;-1;81;40812;73;40723
5816071;6016691;-1;-1;-1;-1;-1;-1;-1;-1;82;40656;73;40567
5816072;6016691;-1;-1;-1;-1;-1;-1;-1;-1;82;41191;73;41102
5816073;6016691;-1;-1;-1;-1;-1;-1;-1;-1;83;41196;74;41107
5816074;6016691;-1;-1;-1;-1;-1;-1;-1;-1;84;42165;75;42075
5816075;6016691;-1;-1;-1;-1;-1;-1;-1;-1;87;55524;75;55490
5816099;6016691;-1;-1;-1;-1;-1;-1;-1;-1;69;47136;59;47113
5816100;6016691;-1;-1;-1;-1;-1;-1;-1;-1;67;46218;58;46196
5816101;6016691;-1;-1;-1;-1;-1;-1;-1;-1;70;46247;60;46225
5816102;6016691;-1;-1;-1;-1;-1;-1;-1;-1;68;45757;59;45735
5816103;6016691;-1;-1;-1;-1;-1;-1;-1;-1;67;46318;58;46295
5816104;6016691;-1;-1;-1;-1;-1;-1;-1;-1;67;46067;58;46044
5816105;6016691;-1;-1;-1;-1;-1;-1;-1;-1;64;45548;56;45526
5816106;6016691;-1;-1;-1;-1;-1;-1;-1;-1;67;46153;58;46130
5816107;6016691;-1;-1;-1;-1;-1;-1;-1;-1;68;46542;59;46520
5816108;6016691;-1;-1;-1;-1;-1;-1;-1;-1;67;46651;58;46628
5816109;6016691;-1;-1;-1;-1;-1;-1;-1;-1;71;47443;62;47420
5816110;6016691;-1;-1;-1;-1;-1;-1;-1;-1;71;47683;62;47661
5816111;6016691;-1;-1;-1;-1;-1;-1;-1;-1;73;48150;64;48128
5816112;6016691;-1;-1;-1;-1;-1;-1;-1;-1;73;48543;63;48521
5816113;6016691;-1;-1;-1;-1;-1;-1;-1;-1;80;48646;70;46847
5816114;6016691;-1;-1;-1;-1;-1;-1;-1;-1;78;48203;67;46405
5816115;6016691;-1;-1;-1;-1;-1;-1;-1;-1;77;47929;66;46130
5816116;6016691;-1;-1;-1;-1;-1;-1;-1;-1;80;48156;69;46358
