from_id;to_id;walk_t;walk_d;pt_r_tt;pt_r_t;pt_r_d;pt_m_tt;pt_m_t;pt_m_d;car_r_t;car_r_d;car_m_t;car_m_d
5804695;6016697;577;40405;183;148;51973;187;157;53155;75;52009;65;51987
5804696;6016697;573;40130;159;134;50954;181;143;52135;76;52458;65;52436
5804697;6016697;572;40061;153;132;50859;181;141;52041;75;52054;65;52032
5804698;6016697;580;40589;165;140;51387;181;149;52569;75;52122;65;52099
5804699;6016697;567;39691;190;152;50961;181;152;56228;75;48608;65;46809
5804700;6016697;566;39649;190;152;50919;181;152;56186;75;48548;65;46749
5804701;6016697;570;39899;190;155;51169;184;155;56436;77;48937;67;47138
5804702;6016697;571;39963;190;156;51233;184;156;56500;76;48756;66;46957
5804703;6016697;573;40112;190;158;51382;184;158;56649;75;48930;65;47131
5804704;6016697;575;40261;190;160;51530;190;160;56797;78;49329;68;47530
5804705;6016697;571;39982;202;175;50898;193;183;57247;74;48752;64;46953
5804706;6016697;571;39943;202;174;50858;193;183;57207;77;49041;67;47242
5804707;6016697;575;40217;208;178;51132;196;183;52543;79;49554;69;47755
5806593;6016697;550;38477;141;111;48597;132;107;48597;64;46603;56;46581
5806594;6016697;544;38107;135;105;48228;127;101;48228;64;46256;55;46234
5806595;6016697;544;38074;135;105;48194;127;101;48194;63;46138;54;46116
5806596;6016697;547;38258;141;112;48702;143;108;48702;61;45864;52;45842
5806597;6016697;552;38633;147;118;49078;149;114;49078;65;46774;56;46752
5806598;6016697;556;38944;159;122;49388;155;118;49388;65;47006;57;46984
5806599;6016697;576;40316;177;147;51884;187;156;53066;77;53127;67;53105
5806600;6016697;573;40088;177;144;51656;184;153;52838;78;52984;67;52962
5806601;6016697;570;39889;159;135;51067;181;144;52248;76;52379;65;52357
5806602;6016697;574;40172;159;134;50996;181;143;52178;76;52192;66;52170
5806603;6016697;576;40320;165;136;51144;181;145;52326;77;48553;66;46755
5806604;6016697;567;39686;190;152;50956;181;152;56223;75;48490;65;46692
5806605;6016697;562;39374;183;148;50643;181;148;55910;76;48353;66;46555
5806606;6016697;565;39561;190;150;50831;181;150;56098;75;48414;65;46615
5806607;6016697;568;39743;190;153;51013;184;153;56280;77;48776;66;46978
5806608;6016697;572;40064;190;158;51334;184;157;56600;78;49121;68;47322
5806609;6016697;577;40384;196;162;51654;190;162;56921;77;49301;67;47503
5806610;6016697;566;39627;202;170;50542;193;177;49267;74;48488;65;46690
5806611;6016697;568;39787;202;172;50702;193;179;49427;77;48894;67;47095
5806612;6016697;572;40033;202;176;50948;193;183;52156;79;49044;69;47245
5806613;6016697;595;41650;236;199;52565;225;205;51289;79;50342;69;48544
5808496;6016697;550;38515;141;116;48943;132;111;48625;65;46533;56;46511
5808497;6016697;554;38804;141;115;48924;143;111;48924;66;46981;57;46959
5808498;6016697;553;38700;141;114;48820;143;110;48820;65;46771;56;46749
5808499;6016697;541;37859;135;107;48303;132;103;48303;63;45996;54;45974
5808500;6016697;545;38150;141;111;48594;132;107;48594;60;45570;51;45547
5808501;6016697;557;38984;166;123;49428;155;119;49428;65;47083;56;47061
5808502;6016697;557;38996;166;123;49441;155;119;49441;68;47281;59;47259
5808503;6016697;577;40414;183;148;51982;187;157;53163;80;53256;69;53233
5808504;6016697;573;40102;177;144;51670;184;153;52851;77;52875;67;52853
5808505;6016697;567;39722;165;138;51290;181;147;52472;76;52554;66;52532
5808506;6016697;566;39636;165;138;51278;181;147;52460;76;48523;65;46725
5808507;6016697;563;39418;177;146;50496;181;146;55807;75;48327;64;46529
5808508;6016697;560;39234;177;143;50311;178;152;51492;74;48028;64;46230
5808509;6016697;560;39177;177;145;50447;175;145;55714;74;48104;64;46305
5808510;6016697;564;39478;190;149;50748;181;149;56015;77;48593;67;46794
5808511;6016697;562;39357;183;148;50627;181;147;55894;80;48994;70;47195
5808512;6016697;566;39601;202;170;50516;193;176;49240;79;49180;69;47381
5808513;6016697;563;39400;196;167;50315;193;173;49040;73;47978;63;46179
5808514;6016697;562;39315;196;165;50230;187;170;51641;73;48238;63;46440
5808515;6016697;566;39606;202;170;50521;193;176;49246;73;48502;64;46704
5808516;6016697;569;39843;202;173;50758;193;180;49483;77;48962;67;47163
5808517;6016697;575;40254;208;179;51170;193;179;56359;80;49147;70;47349
5808518;6016697;581;40639;214;187;50796;197;184;56744;81;50622;71;48823
5810399;6016697;546;38251;147;119;48361;132;107;48361;65;46137;56;46115
5810400;6016697;549;38429;153;122;48539;137;110;48539;67;46564;58;46542
5810401;6016697;557;38992;147;118;49113;146;114;49113;67;47118;58;47095
5810402;6016697;536;37538;141;109;48445;132;105;48445;63;45643;54;45620
5810403;6016697;537;37609;141;109;48459;132;105;48459;63;45970;54;45948
5810404;6016697;547;38255;141;112;48699;143;108;48699;62;45576;54;45554
5810405;6016697;558;39041;166;123;49485;155;119;49485;67;47236;58;47214
5810406;6016697;559;39146;166;125;49591;155;121;49591;66;47331;58;47308
5810407;6016697;562;39311;166;127;49755;155;123;49755;78;48999;68;47200
5810408;6016697;572;40037;177;143;51605;181;152;52786;76;48664;66;46866
5810409;6016697;563;39425;159;135;50250;181;144;51431;75;48289;65;46490
5810410;6016697;561;39236;159;132;50060;178;141;51242;76;48111;65;46312
5810411;6016697;564;39490;177;147;50567;181;147;55878;75;48275;65;46476
5810412;6016697;556;38941;165;139;50018;171;139;55329;73;47971;63;46172
5810413;6016697;554;38783;165;139;50053;171;139;55320;73;47758;63;45959
5810414;6016697;556;38955;171;142;50224;175;151;51406;75;48021;65;46222
5810415;6016697;562;39362;183;148;50632;181;147;55899;79;48337;69;46538
5810416;6016697;558;39045;196;162;49960;181;166;51371;74;47766;65;45967
5810417;6016697;557;39012;190;161;49928;181;166;51338;73;47845;63;46046
5810418;6016697;561;39271;196;165;50186;187;169;51597;74;48275;64;46476
5810419;6016697;569;39805;202;172;50720;193;179;49444;76;48626;66;46828
5810420;6016697;572;40026;202;176;50941;193;180;56462;78;49030;68;47231
5810421;6016697;575;40242;208;179;51157;193;178;56347;80;49136;70;47338
5810422;6016697;578;40484;214;185;50641;193;182;56589;79;50456;69;48658
5810423;6016697;608;42552;239;208;61005;212;197;56298;77;49414;68;49392
5810457;6016697;-1;-1;165;139;58839;168;151;52776;68;49440;59;49158
5810458;6016697;655;45824;159;135;58584;165;152;55067;68;49994;59;49712
5810462;6016697;-1;-1;147;119;56985;151;130;51320;71;51421;62;51138
5810463;6016697;-1;-1;147;117;56483;141;127;51084;71;51492;62;51210
5810464;6016697;-1;-1;147;118;56597;141;125;50966;72;51902;63;51619
5812300;6016697;540;37817;141;113;47927;126;101;47927;64;45745;55;45723
5812301;6016697;544;38048;141;116;48158;132;104;48158;67;46222;58;46200
5812302;6016697;548;38354;153;120;48465;137;108;48465;70;46649;61;46627
5812303;6016697;536;37550;147;117;49017;143;113;49017;68;47182;59;47160
5812304;6016697;533;37296;141;113;48771;143;109;48771;63;45413;54;45391
5812305;6016697;534;37347;141;114;48828;143;110;48828;59;44981;51;44959
5812306;6016697;535;37460;147;117;47596;143;113;47596;65;45839;57;45817
5812307;6016697;537;37598;147;119;47734;146;115;47734;65;45718;56;45695
5812308;6016697;541;37901;159;136;48947;157;132;48947;65;46933;57;46911
5812309;6016697;542;37913;165;136;48959;157;132;48959;78;48932;67;47133
5812310;6016697;544;38110;178;139;49156;160;135;49156;77;48739;66;46940
5812311;6016697;562;39371;159;134;50196;181;143;51377;76;48292;65;46494
5812312;6016697;558;39072;153;131;49952;171;140;51134;75;48041;64;46242
5812313;6016697;556;38901;159;134;50167;175;143;51348;74;47751;64;45952
5812314;6016697;555;38829;159;135;49724;168;138;55217;73;47768;63;45969
5812315;6016697;550;38524;165;137;49908;163;137;55175;73;47465;63;45666
5812316;6016697;553;38726;165;140;49600;175;149;50781;75;47835;66;46037
5812317;6016697;557;38972;177;143;49846;175;145;55713;77;48242;67;46444
5812318;6016697;556;38908;190;160;49824;181;167;51031;72;47624;63;45825
5812319;6016697;554;38762;190;158;49677;181;164;48402;74;47854;65;46056
5812320;6016697;566;39604;202;170;50519;193;176;49244;73;48343;63;46545
5812321;6016697;566;39626;202;170;50542;193;177;49266;76;48712;66;46913
5812322;6016697;569;39827;202;174;49868;190;171;49426;80;49139;70;47340
5812323;6016697;573;40084;208;178;50125;193;174;56073;80;48485;70;46687
5812324;6016697;579;40561;214;186;50718;193;183;56666;79;49603;70;49581
5812325;6016697;607;42513;239;207;60966;212;196;56259;77;49421;67;49399
5812353;6016697;627;43860;177;146;51878;181;146;47648;66;47963;58;47681
5812354;6016697;630;44066;183;149;52084;184;148;47854;66;48182;57;47900
5812355;6016697;637;44617;190;155;61602;182;168;54429;65;48320;56;48038
5812356;6016697;636;44499;190;153;61462;179;166;54289;67;48742;58;48460
5812358;6016697;-1;-1;177;143;60744;174;159;53355;71;49422;62;49139
5812359;6016697;-1;-1;165;140;58928;168;156;55411;68;49451;60;49169
5812360;6016697;-1;-1;159;136;58592;165;152;55076;69;50400;60;50118
5812361;6016697;-1;-1;153;131;58283;165;150;60702;69;50372;60;50090
5812362;6016697;654;45747;153;124;57815;160;140;52024;73;50977;64;50695
5812363;6016697;652;45633;153;123;57699;156;139;54182;70;50907;60;50625
5812364;6016697;652;45661;147;117;56867;151;134;54158;71;51150;62;50868
5812365;6016697;654;45762;147;117;56860;151;135;54265;72;51618;63;51336
5812366;6016697;652;45672;147;118;57691;141;126;51061;74;52297;64;52015
5814173;6016697;497;34817;190;151;54564;181;147;55189;80;40932;71;40842
5814174;6016697;507;35495;190;161;55243;187;157;55867;81;41572;72;41482
5814175;6016697;508;35587;196;162;55334;187;158;55959;87;56103;76;56069
5814176;6016697;528;36954;196;164;51001;212;187;58029;82;54488;70;54455
5814201;6016697;538;37630;141;110;47741;126;98;47741;65;45765;56;45742
5814202;6016697;541;37880;141;114;47990;126;102;47990;67;45425;58;45403
5814203;6016697;548;38372;153;121;48482;137;109;48482;67;46359;58;46336
5814204;6016697;533;37341;141;115;47476;143;111;47476;64;45446;55;45424
5814205;6016697;530;37072;141;111;47207;138;107;47207;62;45080;53;45058
5814206;6016697;530;37069;141;111;47205;132;107;47205;60;44834;52;44812
5814207;6016697;532;37216;141;113;47352;143;109;47352;63;45472;54;45450
5814208;6016697;534;37379;141;116;47515;143;112;47515;64;45609;55;45586
5814209;6016697;539;37753;159;134;48799;157;130;48799;64;46761;56;46738
5814210;6016697;538;37690;159;133;48736;157;129;48736;67;46753;58;46731
5814211;6016697;542;37906;159;136;48953;157;132;48953;79;48982;69;47183
5814212;6016697;564;39452;159;135;50277;181;144;51458;77;48453;67;46654
5814213;6016697;559;39107;159;136;50305;175;145;51486;77;48373;67;46574
5814214;6016697;554;38755;159;133;49583;171;139;54936;74;47622;64;45823
5814215;6016697;552;38617;153;131;49445;163;137;54798;75;47661;65;45863
5814216;6016697;548;38356;159;135;49230;170;144;50411;73;47339;63;45540
5814217;6016697;548;38378;159;135;49252;170;144;50433;76;47294;66;45496
5814218;6016697;549;38445;159;136;49318;170;145;50500;77;47930;67;46131
5814219;6016697;553;38704;190;157;49619;181;163;48344;72;47534;63;45735
5814220;6016697;550;38520;190;154;49435;173;159;50846;75;47614;65;45816
5814221;6016697;570;39870;202;173;50785;193;180;49510;77;48693;67;46895
5814222;6016697;570;39890;202;174;50805;193;180;49529;78;48883;68;47084
5814223;6016697;566;39609;202;171;49650;184;168;55598;78;48406;69;46607
5814224;6016697;565;39562;202;170;49603;181;167;55551;80;48495;70;46696
5814225;6016697;607;42508;239;207;60961;212;196;56254;80;49653;70;49631
5814226;6016697;604;42274;233;202;53164;209;193;56020;77;49478;68;49456
5814227;6016697;599;41959;227;197;52849;203;188;55705;77;49344;67;49321
5814253;6016697;619;43346;177;138;51364;176;159;52546;70;48011;61;47729
5814254;6016697;622;43540;153;120;50061;165;141;51242;70;48225;61;47943
5814255;6016697;621;43486;153;119;50008;159;140;51189;69;48400;60;48118
5814256;6016697;640;44778;190;157;61763;187;170;54591;68;48803;59;48521
5814257;6016697;646;45224;196;163;62187;187;165;49013;67;49286;58;49004
5814258;6016697;642;44926;190;159;61889;187;161;48715;68;49128;59;48846
5814259;6016697;645;45147;196;162;62110;187;164;48935;71;49397;62;49115
5814260;6016697;-1;-1;165;140;58904;168;156;55387;72;51823;63;51541
5814261;6016697;-1;-1;159;136;60264;168;152;52875;70;50595;61;50313
5814262;6016697;-1;-1;153;128;58083;162;144;52309;69;50468;60;50186
5814263;6016697;-1;-1;153;127;57971;162;143;52196;69;50728;60;50445
5814264;6016697;650;45473;153;121;57562;153;137;54036;69;50784;60;50502
5814265;6016697;647;45275;141;116;57212;151;136;59685;70;51021;61;50739
5814266;6016697;646;45251;153;122;57632;159;140;59954;72;51482;63;51200
5814267;6016697;648;45358;147;116;57840;151;131;51400;75;52914;65;52632
5814268;6016697;645;45174;141;113;57636;141;127;51101;75;52779;65;52497
5816065;6016697;497;34805;190;157;55019;187;153;55643;77;40514;68;40425
5816068;6016697;487;34094;177;147;54308;181;143;54932;76;39822;67;39733
5816069;6016697;490;34306;190;150;54520;181;146;55145;75;39702;67;39612
5816070;6016697;482;33751;159;136;52387;168;132;52034;77;39849;68;39759
5816071;6016697;483;33786;165;136;52442;168;132;52089;77;39693;69;39603
5816072;6016697;484;33878;165;138;52534;168;134;52182;77;40228;68;40139
5816073;6016697;487;34080;171;142;52827;168;138;54563;78;40233;70;40144
5816074;6016697;501;35052;177;139;49907;181;152;55535;80;41201;71;41112
5816075;6016697;529;37015;196;165;51063;212;188;58090;82;54561;71;54527
5816099;6016697;547;38318;153;120;48418;140;108;48418;64;46173;55;46150
5816100;6016697;532;37250;141;112;47857;126;100;47857;63;45255;54;45233
5816101;6016697;531;37166;147;117;48247;132;105;48247;65;45284;56;45262
5816102;6016697;531;37160;147;118;47277;132;106;47277;63;44794;54;44772
5816103;6016697;530;37112;141;112;47247;138;108;47247;63;45355;54;45332
5816104;6016697;526;36842;135;108;46978;132;104;46978;62;45103;53;45081
5816105;6016697;526;36854;135;108;46989;132;104;46989;59;44585;51;44563
5816106;6016697;529;37056;141;111;47192;132;107;47192;62;45189;54;45167
5816107;6016697;534;37398;141;116;47534;143;112;47534;63;45579;55;45557
5816108;6016697;537;37579;153;131;48625;157;127;48625;63;45687;54;45665
5816109;6016697;534;37384;153;129;48430;155;125;48430;66;46480;57;46457
5816110;6016697;537;37613;153;132;48659;157;128;48659;66;46720;58;46698
5816111;6016697;545;38125;178;139;49171;160;135;49171;68;47187;59;47165
5816112;6016697;543;38014;190;157;52255;168;148;50083;68;47580;59;47558
5816113;6016697;552;38644;159;134;49651;169;140;55004;76;47683;65;45884
5816114;6016697;548;38344;153;131;49174;163;137;54528;73;47240;63;45442
5816115;6016697;544;38084;153;131;49189;161;137;54542;72;46966;62;45167
5816116;6016697;544;38091;153;131;48965;161;137;54318;75;47193;65;45394
5816117;6016697;548;38337;159;134;49211;170;143;50392;75;47183;65;45384
5816118;6016697;547;38313;190;161;48394;173;158;50436;71;46966;61;45167
5816119;6016697;548;38340;190;161;48422;173;159;50462;75;47512;65;45713
5816120;6016697;569;39849;202;174;49890;190;171;49448;80;48948;70;47150
5816121;6016697;567;39715;202;172;49756;184;169;55704;77;48819;67;47021
5816122;6016697;562;39316;196;167;49356;181;163;55305;75;48113;65;46314
5816123;6016697;561;39300;196;167;49341;181;163;55289;78;48348;68;46550
5816124;6016697;562;39372;196;168;49413;181;164;55362;79;48437;69;46638
5816125;6016697;605;42332;239;205;60785;212;194;56078;81;49733;71;49711
5816126;6016697;603;42179;227;200;53069;206;191;55926;79;49508;70;49486
5816127;6016697;596;41744;221;194;52634;200;185;55490;76;49006;67;48983
5816152;6016697;610;42688;159;123;50321;165;144;51502;70;47856;61;47574
5816153;6016697;621;43443;153;118;49964;159;139;51145;70;48657;61;48375
5816154;6016697;618;43227;153;125;49968;153;136;50930;73;48227;64;48205
5816155;6016697;619;43307;153;126;50048;156;137;51010;73;48324;64;48302
5816156;6016697;646;45203;196;163;62165;187;165;48991;68;49337;59;49055
5816157;6016697;645;45127;196;162;62090;187;164;48915;70;49298;61;49016
5816158;6016697;645;45148;159;133;59479;165;147;54008;73;51854;64;51572
5816159;6016697;644;45109;153;132;60987;162;146;53969;73;51804;64;51522
5816160;6016697;644;45108;153;132;60986;162;146;53968;71;51051;62;50769
5816161;6016697;649;45452;165;138;59784;165;151;54313;73;51965;63;51683
5816162;6016697;642;44947;153;122;58079;153;135;53453;72;51969;63;51686
5816163;6016697;642;44961;147;119;57424;153;138;59816;73;51593;63;51311
5816164;6016697;644;45068;141;115;58800;153;135;59604;70;51256;61;50974
5816165;6016697;643;45005;141;115;58495;153;135;59299;71;51551;62;51269
5816166;6016697;642;44919;147;117;58608;153;137;59412;72;51868;62;51586
5816167;6016697;640;44816;141;114;57651;151;128;51211;76;52650;66;52368
5817963;6016697;502;35125;196;162;55339;187;158;55964;77;40880;68;40791
5817964;6016697;498;34858;190;158;55072;187;154;55697;78;40669;70;40579
5817965;6016697;496;34695;190;156;54909;181;152;55534;77;40286;68;40196
5817966;6016697;492;34433;190;152;54646;181;148;55271;77;40171;68;40082
5817967;6016697;479;33540;171;141;52781;168;137;54516;75;39373;67;39283
5817968;6016697;483;33816;165;137;52452;168;133;52099;75;39689;66;39600
5817969;6016697;479;33538;159;133;52175;168;129;51822;76;39579;67;39490
5817970;6016697;479;33534;159;133;52191;168;129;51838;76;39812;68;39722
5817971;6016697;482;33709;165;137;52456;168;133;52104;76;39826;67;39736
5817972;6016697;486;34009;165;141;52756;168;137;54491;76;40145;68;40055
5817973;6016697;499;34897;177;137;49752;181;150;55380;78;41047;69;40957
5817974;6016697;497;34758;177;135;49613;181;148;55241;77;40839;69;40750
5817975;6016697;499;34898;177;137;49774;181;150;55380;79;41119;70;53699
5817976;6016697;501;35052;177;137;49100;184;155;55765;78;41342;68;53342
5817977;6016697;499;34945;177;135;48993;184;159;56020;80;53066;69;53033
5817997;6016697;548;38375;153;121;48474;140;109;48474;66;46241;57;46219
5817998;6016697;549;38431;153;121;48530;142;109;48530;67;46358;58;46336
