from_id;to_id;walk_t;walk_d;pt_r_tt;pt_r_t;pt_r_d;pt_m_tt;pt_m_t;pt_m_d;car_r_t;car_r_d;car_m_t;car_m_d
5802788;6016698;580;40574;188;150;52142;191;159;53324;79;53490;69;53468
5802789;6016698;580;40575;188;151;52143;191;160;53324;77;51953;67;51931
5802790;6016698;581;40644;163;135;51586;179;144;52767;76;51475;66;51453
5802791;6016698;574;40145;157;133;50944;179;142;52125;76;51749;66;51726
5802792;6016698;577;40381;163;137;51180;179;146;52361;77;52051;67;52029
5802793;6016698;568;39768;188;153;51037;182;153;56304;77;48922;67;47124
5802794;6016698;573;40103;188;158;51373;188;158;56640;77;49208;67;47409
5802795;6016698;573;40103;188;158;51373;188;158;56640;77;49208;67;47410
5802796;6016698;575;40217;194;160;51487;188;160;56754;78;49405;68;47606
5802797;6016698;580;40578;194;165;51848;191;165;57115;79;49725;69;47927
5802798;6016698;582;40753;200;167;52022;194;167;57290;80;49468;70;47669
5802799;6016698;573;40081;206;176;50996;194;181;52407;75;48969;66;47170
5802800;6016698;571;40002;206;175;50917;191;180;52328;76;49137;66;47338
5802801;6016698;577;40370;212;181;51285;198;185;52696;78;49496;68;47697
5804689;6016698;547;38317;139;108;48437;130;104;48437;65;46537;57;46515
5804690;6016698;545;38146;133;106;48266;130;102;48266;67;46529;58;46506
5804691;6016698;548;38346;139;114;48791;141;110;48791;66;46512;57;46490
5804692;6016698;551;38539;145;116;48983;147;112;48983;69;46951;60;46929
5804693;6016698;582;40773;188;153;52341;191;162;53523;81;53801;70;53779
5804694;6016698;576;40334;181;147;51902;185;156;53084;79;53407;69;53385
5804695;6016698;575;40260;181;146;51828;185;155;53009;77;52040;66;52018
5804696;6016698;571;39984;157;131;50809;179;140;51990;77;52489;67;52467
5804697;6016698;570;39916;151;130;50714;179;139;51895;77;52085;66;52062
5804698;6016698;578;40444;163;138;51242;179;147;52423;77;52152;66;52130
5804699;6016698;565;39546;188;150;50815;179;150;56082;76;48639;66;46840
5804700;6016698;564;39504;188;150;50774;179;149;56040;76;48579;66;46780
5804701;6016698;568;39754;188;153;51024;182;153;56290;78;48968;68;47169
5804702;6016698;569;39818;188;154;51087;182;154;56354;77;48786;67;46988
5804703;6016698;571;39967;188;156;51237;182;156;56504;77;48961;67;47162
5804704;6016698;573;40115;188;158;51385;188;158;56652;79;49360;69;47561
5804705;6016698;569;39837;200;173;50752;191;181;57101;75;48783;65;46984
5804706;6016698;569;39798;200;172;50713;191;180;57062;78;49072;69;47273
5804707;6016698;572;40072;206;176;50987;194;181;52398;80;49585;70;47786
5806593;6016698;548;38331;139;109;48452;130;105;48452;66;46634;57;46612
5806594;6016698;542;37962;133;103;48082;125;99;48082;65;46287;56;46264
5806595;6016698;542;37928;133;103;48049;125;99;48049;65;46169;56;46147
5806596;6016698;544;38113;139;110;48557;141;106;48557;62;45895;54;45873
5806597;6016698;550;38488;145;116;48932;147;112;48932;66;46805;58;46782
5806598;6016698;554;38798;157;120;49242;153;116;49242;67;47037;58;47015
5806599;6016698;574;40170;175;145;51739;185;154;52920;78;53158;68;53136
5806600;6016698;571;39943;175;141;51511;182;150;52692;79;53015;69;52993
5806601;6016698;568;39744;157;133;50921;179;142;52103;77;52410;67;52388
5806602;6016698;572;40026;157;132;50851;179;141;52032;77;52223;67;52201
5806603;6016698;574;40174;163;134;50999;179;143;52180;78;48584;68;46785
5806604;6016698;565;39541;188;150;50811;179;150;56078;76;48521;66;46723
5806605;6016698;560;39228;181;146;50498;179;146;55765;77;48384;67;46585
5806606;6016698;563;39415;188;148;50685;179;148;55952;76;48445;66;46646
5806607;6016698;566;39598;188;151;50868;182;151;56135;78;48807;68;47008
5806608;6016698;570;39918;188;156;51188;182;155;56455;80;49152;69;47353
5806609;6016698;575;40239;194;160;51508;188;160;56776;79;49332;69;47534
5806610;6016698;564;39482;200;168;50397;191;174;49121;76;48519;66;46721
5806611;6016698;566;39642;200;170;50557;191;177;49281;78;48925;69;47126
5806612;6016698;570;39888;200;174;50803;191;181;52011;80;49075;71;47276
5806613;6016698;593;41504;234;197;52419;223;203;51144;80;50373;70;48575
5808496;6016698;548;38369;139;114;48798;130;109;48480;66;46564;57;46542
5808497;6016698;552;38658;139;113;48779;141;109;48779;67;47012;58;46990
5808498;6016698;551;38554;139;112;48675;141;108;48675;66;46802;58;46780
5808499;6016698;539;37713;133;104;48158;130;100;48158;64;46027;56;46005
5808500;6016698;543;38004;139;109;48448;130;105;48448;61;45600;53;45578
5808501;6016698;555;38839;164;121;49283;153;117;49283;66;47114;58;47092
5808502;6016698;555;38851;164;121;49295;153;117;49295;69;47312;60;47290
5808503;6016698;575;40268;181;146;51836;185;155;53018;81;53286;71;53264
5808504;6016698;571;39956;175;142;51524;182;151;52706;78;52906;68;52884
5808505;6016698;565;39577;163;136;51145;179;145;52326;77;52585;67;52563
5808506;6016698;564;39491;163;136;51133;179;145;52314;77;48554;67;46755
5808507;6016698;561;39273;175;144;50350;179;144;55662;76;48358;66;46559
5808508;6016698;558;39088;175;141;50166;176;150;51347;75;48059;65;46260
5808509;6016698;558;39031;175;143;50301;173;143;55568;75;48134;65;46336
5808510;6016698;562;39333;188;147;50602;179;147;55869;78;48623;68;46825
5808511;6016698;560;39212;181;145;50482;179;145;55748;81;49025;71;47226
5808512;6016698;564;39455;200;168;50370;191;174;49095;81;49210;71;47412
5808513;6016698;561;39255;194;165;50170;191;171;48894;74;48009;65;46210
5808514;6016698;560;39169;194;163;50084;185;168;51495;74;48269;65;46470
5808515;6016698;564;39461;200;168;50376;191;174;49100;75;48533;65;46734
5808516;6016698;567;39698;200;171;50613;191;178;49337;79;48992;69;47194
5808517;6016698;573;40109;206;177;51024;191;176;56214;81;49178;72;47379
5808518;6016698;578;40494;212;185;50651;195;182;56599;82;50652;73;48854
5810399;6016698;544;38105;145;117;48216;130;105;48216;66;46168;57;46146
5810400;6016698;547;38283;151;119;48394;135;107;48394;68;46595;59;46572
5810401;6016698;555;38847;145;116;48967;144;112;48967;69;47149;60;47126
5810402;6016698;534;37392;139;107;48300;130;103;48300;64;45673;56;45651
5810403;6016698;535;37464;139;107;48313;130;103;48313;64;46001;55;45979
5810404;6016698;544;38110;139;110;48554;141;106;48554;64;45607;56;45585
5810405;6016698;556;38896;164;121;49340;153;117;49340;68;47267;59;47245
5810406;6016698;557;39001;164;123;49445;153;119;49445;68;47362;59;47339
5810407;6016698;560;39166;164;125;49610;153;121;49610;80;49030;69;47231
5810408;6016698;570;39892;175;141;51460;179;150;52641;78;48695;67;46897
5810409;6016698;561;39280;157;133;50104;179;142;51286;77;48320;66;46521
5810410;6016698;558;39090;157;130;49915;176;139;51096;77;48142;67;46343
5810411;6016698;562;39344;175;145;50422;179;145;55733;76;48306;66;46507
5810412;6016698;554;38795;163;137;49873;169;137;55184;75;48002;65;46203
5810413;6016698;552;38638;163;137;49908;169;137;55175;75;47789;65;45990
5810414;6016698;554;38809;169;140;50079;173;149;51260;77;48051;67;46253
5810415;6016698;560;39217;181;146;50486;179;145;55754;80;48368;70;46569
5810416;6016698;556;38899;194;160;49814;179;164;51225;76;47797;66;45998
5810417;6016698;555;38867;188;159;49782;179;164;51193;74;47876;64;46077
5810418;6016698;559;39125;194;163;50040;185;167;51451;75;48306;66;46507
5810419;6016698;567;39659;200;170;50575;191;177;49299;78;48657;68;46859
5810420;6016698;570;39881;200;174;50796;191;178;56316;80;49060;70;47262
5810421;6016698;573;40096;206;177;51012;191;176;56202;81;49167;71;47369
5810422;6016698;576;40338;212;183;50495;191;180;56444;80;50487;70;48689
5810423;6016698;606;42406;237;206;60860;210;195;56153;78;49445;69;49423
5810457;6016698;-1;-1;163;137;58694;166;149;52630;69;49471;60;49189
5810458;6016698;653;45679;157;133;58438;163;149;54921;70;50025;61;49743
5810462;6016698;-1;-1;145;117;56840;149;128;51175;72;51451;63;51169
5810463;6016698;-1;-1;145;115;56337;139;125;50939;73;51523;63;51241
5810464;6016698;-1;-1;145;116;56452;139;123;50820;74;51932;64;51650
5812300;6016698;538;37671;139;111;47782;124;99;47782;65;45776;56;45753
5812301;6016698;541;37902;139;114;48013;130;102;48013;68;46253;59;46231
5812302;6016698;546;38209;151;118;48319;135;106;48319;71;46680;62;46658
5812303;6016698;534;37405;145;115;48872;141;111;48872;69;47213;60;47191
5812304;6016698;531;37151;139;111;48625;141;107;48625;64;45444;55;45422
5812305;6016698;531;37202;139;112;48683;141;108;48683;60;45012;52;44990
5812306;6016698;533;37314;145;115;47450;141;111;47450;67;45870;58;45848
5812307;6016698;535;37453;145;117;47588;144;113;47588;66;45748;57;45726
5812308;6016698;539;37755;157;134;48802;155;130;48802;67;46964;58;46942
5812309;6016698;540;37768;163;134;48814;155;130;48814;79;48963;68;47164
5812310;6016698;542;37964;176;137;49011;158;133;49011;78;48770;68;46971
5812311;6016698;560;39226;157;132;50050;179;141;51232;77;48323;66;46525
5812312;6016698;556;38927;151;129;49807;169;138;50988;76;48072;66;46273
5812313;6016698;554;38755;157;132;50021;173;141;51203;76;47782;65;45983
5812314;6016698;553;38683;157;133;49579;166;136;55072;75;47799;65;46000
5812315;6016698;548;38379;163;135;49763;161;135;55030;74;47496;64;45697
5812316;6016698;551;38581;163;138;49454;173;147;50636;77;47866;67;46067
5812317;6016698;555;38827;175;141;49700;173;143;55568;79;48273;69;46475
5812318;6016698;554;38763;188;158;49678;179;165;50886;74;47655;64;45856
5812319;6016698;552;38616;188;156;49532;179;162;48256;76;47885;66;46086
5812320;6016698;564;39459;200;168;50374;191;174;49098;75;48374;65;46575
5812321;6016698;564;39481;200;168;50396;191;174;49120;77;48742;68;46944
5812322;6016698;567;39682;200;172;49723;188;169;49280;81;49170;71;47371
5812323;6016698;571;39938;206;176;49979;191;172;55928;81;48516;71;46717
5812324;6016698;577;40416;212;184;50573;191;181;56521;81;49634;71;49612
5812325;6016698;605;42367;237;205;60821;210;194;56114;78;49452;69;49430
5812353;6016698;624;43715;175;144;51733;179;143;47503;68;47994;59;47712
5812354;6016698;627;43920;181;146;51938;182;146;47708;68;48213;59;47931
5812355;6016698;635;44472;188;153;61456;180;165;54284;66;48351;58;48069
5812356;6016698;634;44353;188;151;61316;177;163;54144;69;48773;60;48490
5812358;6016698;-1;-1;175;140;60599;172;157;53210;72;49452;64;49170
5812359;6016698;-1;-1;163;138;58782;166;154;55265;70;49481;61;49199
5812360;6016698;-1;-1;157;133;58447;163;150;54930;70;50431;61;50149
5812361;6016698;-1;-1;151;129;58137;163;148;60556;70;50403;61;50121
5812362;6016698;651;45601;151;122;57670;158;138;51879;74;51008;65;50726
5812363;6016698;650;45488;151;121;57553;154;137;54037;71;50938;62;50656
5812364;6016698;650;45515;145;115;56722;149;132;54012;72;51181;63;50898
5812365;6016698;652;45616;145;115;56715;149;133;54120;73;51649;64;51367
5812366;6016698;650;45527;145;116;57546;139;124;50916;75;52328;65;52046
5814173;6016698;495;34671;188;149;54419;179;145;55043;81;40962;73;40873
5814174;6016698;505;35350;188;158;55097;185;154;55722;82;41603;74;41513
5814175;6016698;506;35442;194;160;55189;185;156;55813;89;56134;77;56100
5814176;6016698;526;36808;194;162;50856;210;185;57883;83;54519;72;54486
5814201;6016698;536;37485;139;108;47595;124;96;47595;66;45795;58;45773
5814202;6016698;539;37735;139;112;47845;124;100;47845;68;45456;60;45434
5814203;6016698;546;38226;151;119;48337;135;107;48337;68;46390;59;46367
5814204;6016698;531;37195;139;113;47331;141;109;47331;65;45477;57;45455
5814205;6016698;528;36926;139;109;47062;136;105;47062;63;45111;55;45088
5814206;6016698;527;36924;139;109;47059;130;105;47059;61;44865;53;44843
5814207;6016698;530;37071;139;111;47206;141;107;47206;64;45503;56;45481
5814208;6016698;532;37233;139;114;47369;141;110;47369;65;45640;57;45617
5814209;6016698;537;37608;157;132;48654;155;128;48654;66;46791;57;46769
5814210;6016698;536;37544;157;131;48590;155;127;48590;68;46784;59;46761
5814211;6016698;539;37761;157;134;48807;155;130;48807;81;49013;70;47214
5814212;6016698;562;39307;157;133;50131;179;142;51313;79;48484;68;46685
5814213;6016698;557;38961;157;134;50159;173;143;51341;79;48404;68;46605
5814214;6016698;552;38610;157;131;49438;169;137;54791;75;47653;65;45854
5814215;6016698;550;38472;151;129;49300;161;135;54653;77;47692;66;45893
5814216;6016698;546;38211;157;133;49084;168;142;50266;75;47370;65;45571
5814217;6016698;546;38232;157;133;49106;168;142;50288;78;47325;68;45526
5814218;6016698;547;38299;157;134;49173;168;143;50354;78;47961;68;46162
5814219;6016698;551;38559;188;155;49474;179;161;48198;74;47565;64;45766
5814220;6016698;548;38375;188;152;49290;171;156;50701;76;47645;66;45846
5814221;6016698;567;39725;200;171;50640;191;178;49364;78;48724;69;46925
5814222;6016698;568;39744;200;172;50659;191;178;49384;80;48914;70;47115
5814223;6016698;564;39463;200;169;49504;182;166;55452;80;48437;70;46638
5814224;6016698;563;39417;200;168;49458;179;165;55406;81;48525;71;46727
5814225;6016698;605;42363;237;205;60816;210;194;56109;81;49684;72;49661
5814226;6016698;602;42128;231;199;53018;207;191;55875;79;49509;69;49487
5814227;6016698;597;41814;225;195;52703;201;186;55560;78;49374;69;49352
5814253;6016698;617;43201;175;136;51219;174;157;52400;71;48042;63;47760
5814254;6016698;620;43394;151;118;49916;163;139;51097;71;48256;63;47974
5814255;6016698;619;43341;151;117;49862;157;138;51044;70;48431;62;48149
5814256;6016698;638;44633;188;155;61617;185;168;54445;69;48834;60;48552
5814257;6016698;644;45079;194;161;62042;185;163;48867;68;49317;60;49035
5814258;6016698;640;44781;188;157;61743;185;159;48569;69;49159;60;48876
5814259;6016698;643;45002;194;160;61964;185;162;48790;72;49428;63;49146
5814260;6016698;-1;-1;163;138;58759;166;154;55242;74;51854;65;51572
5814261;6016698;-1;-1;157;134;60118;166;150;52730;71;50626;62;50343
5814262;6016698;-1;-1;151;126;57938;160;142;52164;70;50499;61;50217
5814263;6016698;-1;-1;151;125;57825;160;140;52051;71;50758;62;50476
5814264;6016698;648;45328;151;119;57416;151;135;53891;71;50815;62;50533
5814265;6016698;645;45129;139;114;57066;149;134;59539;71;51052;62;50770
5814266;6016698;644;45105;151;120;57486;157;138;59809;73;51513;64;51230
5814267;6016698;646;45212;145;114;57694;149;129;51254;76;52945;66;52663
5814268;6016698;643;45028;139;111;57490;139;125;50955;76;52810;66;52528
5816065;6016698;495;34660;188;155;54873;185;151;55498;78;40545;70;40455
5816068;6016698;485;33948;175;145;54162;179;141;54787;77;39853;69;39763
5816069;6016698;488;34161;188;148;54374;179;144;54999;77;39732;68;39643
5816070;6016698;480;33605;157;134;52242;166;130;51889;78;39880;70;39790
5816071;6016698;481;33640;163;134;52296;166;130;51944;78;39724;70;39634
5816072;6016698;482;33733;163;136;52389;166;132;52036;78;40259;70;40169
5816073;6016698;485;33935;169;140;52682;166;136;54417;79;40264;71;40175
5816074;6016698;499;34907;175;137;49762;179;150;55389;81;41232;72;41143
5816075;6016698;527;36870;194;163;50917;210;186;57944;83;54592;72;54558
5816099;6016698;545;38173;151;118;48272;138;106;48272;65;46203;56;46181
5816100;6016698;530;37105;139;110;47711;124;98;47711;64;45286;55;45264
5816101;6016698;529;37020;145;115;48102;130;103;48102;66;45315;58;45292
5816102;6016698;529;37015;145;116;47132;130;104;47132;64;44825;56;44802
5816103;6016698;528;36966;139;110;47102;136;106;47102;64;45385;55;45363
5816104;6016698;524;36697;133;106;46833;130;102;46833;63;45134;55;45112
5816105;6016698;524;36708;133;106;46844;130;102;46844;61;44616;53;44593
5816106;6016698;527;36910;139;109;47046;130;105;47046;64;45220;55;45198
5816107;6016698;532;37253;139;114;47389;141;110;47389;64;45610;56;45588
5816108;6016698;535;37434;151;129;48480;155;125;48480;64;45718;55;45696
5816109;6016698;532;37238;151;127;48285;153;123;48285;67;46510;59;46488
5816110;6016698;535;37468;151;130;48514;155;126;48514;68;46751;59;46728
5816111;6016698;543;37979;176;137;49025;158;133;49025;69;47218;61;47196
5816112;6016698;541;37868;188;154;52109;166;146;49937;69;47611;61;47588
5816113;6016698;550;38498;157;132;49506;167;138;54859;77;47714;67;45915
5816114;6016698;546;38198;151;128;49029;161;134;54382;74;47271;64;45472
5816115;6016698;542;37938;151;129;49043;159;135;54396;73;46997;63;45198
5816116;6016698;542;37946;151;129;48819;159;135;54172;76;47224;66;45425
5816117;6016698;546;38192;157;132;49066;168;141;50247;76;47214;66;45415
5816118;6016698;545;38167;188;159;48249;171;156;50290;72;46997;63;45198
5816119;6016698;546;38194;188;159;48276;171;157;50317;76;47542;67;45744
5816120;6016698;567;39704;200;172;49745;188;169;49302;81;48979;72;47180
5816121;6016698;565;39569;200;170;49610;182;167;55558;78;48850;69;47051
5816122;6016698;560;39170;194;165;49211;179;161;55159;76;48144;66;46345
5816123;6016698;559;39155;194;164;49196;179;161;55144;79;48379;69;46581
5816124;6016698;560;39227;194;166;49268;179;162;55216;80;48468;71;46669
5816125;6016698;603;42186;237;202;60640;210;191;55932;82;49764;73;49742
5816126;6016698;600;42034;225;198;52924;204;189;55780;80;49539;71;49517
5816127;6016698;594;41599;219;192;52488;198;183;55345;77;49037;68;49014
5816152;6016698;608;42543;157;121;50176;163;142;51357;71;47887;63;47604
5816153;6016698;619;43297;151;116;49818;157;137;51000;71;48688;63;48406
5816154;6016698;615;43082;151;123;49822;151;134;50784;75;48258;66;48235
5816155;6016698;617;43162;151;124;49902;154;135;50864;74;48355;65;48333
5816156;6016698;644;45057;194;161;62020;185;163;48846;69;49368;60;49086
5816157;6016698;643;44982;194;160;61944;185;162;48770;71;49329;62;49047
5816158;6016698;643;45002;157;131;59333;163;145;53862;74;51885;65;51603
5816159;6016698;642;44963;151;130;60842;160;144;53824;74;51835;65;51553
5816160;6016698;642;44962;151;130;60841;160;144;53823;72;51082;63;50800
5816161;6016698;647;45307;163;136;59638;163;149;54167;74;51996;65;51713
5816162;6016698;640;44802;151;119;57934;151;133;53307;74;51999;64;51717
5816163;6016698;640;44815;145;117;57278;151;136;59671;74;51624;65;51342
5816164;6016698;642;44923;139;113;58654;151;133;59458;72;51286;63;51004
5816165;6016698;641;44860;139;113;58350;151;133;59154;73;51582;63;51299
5816166;6016698;640;44774;145;115;58462;151;135;59266;73;51899;64;51617
5816167;6016698;638;44671;139;112;57506;149;126;51066;77;52681;68;52399
5817963;6016698;500;34980;194;160;55194;185;156;55818;78;40911;70;40822
5817964;6016698;496;34713;188;156;54926;185;152;55551;79;40699;71;40610
5817965;6016698;494;34550;188;154;54764;179;150;55388;78;40316;70;40227
5817966;6016698;490;34287;188;150;54501;179;146;55126;78;40202;70;40112
5817967;6016698;477;33395;169;139;52636;166;135;54371;76;39403;68;39314
5817968;6016698;481;33670;163;134;52306;166;130;51954;76;39720;68;39631
5817969;6016698;477;33393;157;131;52029;166;127;51677;77;39610;69;39521
5817970;6016698;477;33389;157;131;52045;166;127;51692;78;39842;69;39753
5817971;6016698;479;33564;163;135;52311;166;131;51958;77;39856;69;39767
5817972;6016698;484;33864;163;139;52610;166;135;54346;78;40175;69;40086
5817973;6016698;496;34752;175;135;49607;179;147;55234;79;41077;70;40988
5817974;6016698;494;34613;175;133;49468;179;146;55095;79;40870;70;40781
5817975;6016698;496;34752;175;135;49629;179;147;55234;80;41150;71;53730
5817976;6016698;499;34907;175;135;48955;182;153;55619;80;41373;70;53373
5817977;6016698;497;34800;175;133;48848;182;157;55875;81;53097;70;53063
5817997;6016698;546;38230;151;119;48328;138;107;48328;68;46272;59;46250
5817998;6016698;547;38285;151;119;48384;140;107;48384;68;46389;59;46367
