from_id;to_id;walk_t;walk_d;pt_r_tt;pt_r_t;pt_r_d;pt_m_tt;pt_m_t;pt_m_d;car_r_t;car_r_d;car_m_t;car_m_d
5793269;5785642;158;11048;158;158;11048;158;158;11048;19;5200;19;5200
5793270;5785642;155;10867;155;155;10867;155;155;10867;35;14974;34;14974
5795164;5785642;67;4658;67;67;4658;67;67;4658;28;9857;26;9857
5795165;5785642;68;4740;68;68;4740;68;68;4740;25;8525;24;8525
5795166;5785642;67;4670;67;67;4670;67;67;4670;26;8374;25;8374
5795167;5785642;67;4678;67;67;4678;67;67;4678;23;7994;22;7994
5795168;5785642;65;4576;65;65;4576;65;65;4576;24;8082;23;8082
5795169;5785642;77;5409;74;66;5410;77;66;5410;26;8304;25;8304
5795170;5785642;77;5405;77;77;5405;77;77;5405;12;2370;12;2370
5795171;5785642;73;5102;73;73;5102;73;73;5102;12;2180;12;2180
5795172;5785642;73;5140;73;73;5140;73;73;5140;14;2307;14;2307
5795173;5785642;77;5369;77;77;5369;77;77;5369;16;2398;15;2398
5795174;5785642;88;6158;88;88;6158;88;88;6158;18;5044;17;5044
5795175;5785642;87;6096;87;87;6096;87;87;6096;19;5181;19;5181
5795176;5785642;156;10904;156;156;10904;156;156;10904;28;11590;27;11590
5797069;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
5797070;5785642;69;4857;69;69;4857;69;69;4857;28;10136;27;10136
5797071;5785642;71;4974;71;71;4974;71;71;4974;24;8427;23;8427
5797072;5785642;72;5051;71;65;5328;72;65;5328;23;8144;22;8144
5797073;5785642;69;4852;67;61;5081;69;61;5081;23;8228;22;8228
5797074;5785642;72;5016;68;60;5017;71;60;5017;23;7853;22;7853
5797075;5785642;75;5224;72;63;5226;74;63;5226;25;8186;24;8186
5797076;5785642;79;5507;79;79;5507;79;79;5507;13;2509;13;2509
5797077;5785642;78;5448;78;78;5448;78;78;5448;16;2539;16;2539
5797078;5785642;79;5565;79;79;5565;79;79;5565;17;2481;17;2481
5797079;5785642;85;5917;85;85;5917;85;85;5917;14;2317;14;2317
5797080;5785642;85;5962;85;85;5962;85;85;5962;15;4540;15;4540
5797081;5785642;85;5948;85;85;5948;85;85;5948;19;5160;19;5160
5797082;5785642;154;10767;152;134;13970;150;134;13970;28;11577;27;11577
5798974;5785642;84;5896;84;84;5896;84;84;5896;31;12117;29;12117
5798975;5785642;75;5217;75;75;5217;75;75;5217;29;10483;27;10483
5798976;5785642;74;5211;74;74;5211;74;74;5211;31;10370;30;10370
5798977;5785642;75;5218;75;75;5218;75;75;5218;24;8467;23;8467
5798978;5785642;79;5512;75;64;5518;78;64;5518;23;7938;22;7938
5798979;5785642;75;5218;70;61;5316;73;61;5316;23;8296;22;8296
5798980;5785642;73;5110;70;62;5111;72;62;5111;23;7671;22;7671
5798981;5785642;80;5609;75;67;5702;79;67;5702;25;8059;24;8059
5798982;5785642;77;5382;77;77;5382;77;77;5382;12;2555;12;2555
5798983;5785642;75;5256;75;75;5256;75;75;5256;15;2985;15;2985
5798984;5785642;75;5250;75;75;5250;75;75;5250;18;3371;18;3371
5798985;5785642;80;5614;80;80;5614;80;80;5614;16;4207;15;4207
5798986;5785642;78;5476;78;78;5476;78;78;5476;16;4473;16;4473
5798987;5785642;82;5732;82;82;5732;82;82;5732;18;4933;18;4933
5798988;5785642;155;10833;150;128;13554;144;128;13554;27;11052;26;11052
5800879;5785642;85;5957;85;85;5957;85;85;5957;31;11838;29;11838
5800880;5785642;88;6175;88;88;6175;88;88;6175;31;12113;29;12113
5800881;5785642;77;5422;77;77;5422;77;77;5422;36;16701;34;16701
5800882;5785642;105;7339;96;87;8499;101;87;8499;24;7690;23;7690
5800883;5785642;105;7375;98;88;8534;102;88;8534;23;7467;22;7467
5800884;5785642;80;5569;75;64;5555;78;64;5555;22;7755;22;7755
5800885;5785642;76;5342;72;61;5328;74;61;5328;22;7458;21;7458
5800886;5785642;78;5486;74;63;5471;78;63;5471;24;7415;23;7415
5800887;5785642;82;5759;77;67;5745;81;67;5745;25;8048;24;8048
5800888;5785642;73;5142;73;73;5142;73;73;5142;18;5439;18;5439
5800889;5785642;71;4997;71;71;4997;71;71;4997;13;2949;13;2949
5800890;5785642;72;5073;72;72;5073;72;72;5073;17;3800;17;3800
5800891;5785642;75;5284;75;75;5284;75;75;5284;14;3878;14;3878
5800892;5785642;75;5220;75;75;5220;75;75;5220;16;4352;16;4352
5800893;5785642;77;5382;77;77;5382;77;77;5382;18;4893;18;4893
5800894;5785642;154;10754;147;127;13463;141;127;13463;27;11058;26;11058
5800895;5785642;150;10515;145;123;13223;141;123;13223;28;10959;27;10959
5802783;5785642;92;6417;92;92;6417;92;92;6417;33;13738;31;13738
5802784;5785642;89;6236;89;89;6236;89;89;6236;34;12225;32;12225
5802785;5785642;92;6454;92;92;6454;92;92;6454;33;15725;31;15725
5802786;5785642;107;7476;100;89;8636;102;89;8636;36;16453;34;16453
5802787;5785642;103;7239;96;86;8399;101;86;8399;21;7501;21;7501
5802788;5785642;101;7042;94;83;8201;99;83;8201;21;7254;21;7254
5802789;5785642;101;7042;94;83;8201;99;83;8201;24;7996;23;7996
5802790;5785642;80;5592;75;65;5577;79;65;5577;22;7518;22;7518
5802791;5785642;80;5610;76;63;6064;79;63;6064;22;7060;21;7060
5802792;5785642;86;5986;78;67;6300;83;67;6300;22;7245;21;7245
5802793;5785642;70;4914;70;70;4914;70;70;4914;17;5380;17;5380
5802794;5785642;67;4700;67;67;4700;67;67;4700;13;3196;13;3196
5802795;5785642;67;4701;67;67;4701;67;67;4701;13;3525;13;3525
5802796;5785642;69;4815;69;69;4815;69;69;4815;15;3923;15;3923
5802797;5785642;74;5176;74;74;5176;74;74;5176;16;4244;16;4244
5802798;5785642;76;5350;76;76;5350;76;76;5350;18;4714;18;4714
5802799;5785642;146;10198;135;119;12906;136;119;12906;26;10372;25;10372
5802800;5785642;145;10118;134;117;12827;136;117;12827;26;10540;25;10540
5802801;5785642;150;10486;145;123;13195;141;123;13195;28;10899;27;10899
5804689;5785642;103;7229;103;103;7229;103;103;7229;32;13430;30;13430
5804690;5785642;93;6515;93;93;6515;93;93;6515;33;13421;31;12422
5804691;5785642;110;7711;110;110;7711;110;110;7711;30;12210;28;12210
5804692;5785642;113;7904;113;113;7904;113;113;7904;32;12177;31;12177
5804693;5785642;103;7240;96;86;8400;101;86;8400;23;7565;22;7565
5804694;5785642;97;6801;91;80;7960;95;80;7960;21;7171;21;7171
5804695;5785642;96;6727;90;78;7886;92;78;7886;23;8083;22;8083
5804696;5785642;87;6118;77;63;6033;82;63;6033;20;6711;19;6711
5804697;5785642;84;5879;71;60;5834;80;60;5834;21;6797;20;6797
5804698;5785642;86;6048;82;68;6362;83;68;6362;22;7346;21;7346
5804699;5785642;67;4692;67;67;4692;67;67;4692;16;5096;16;5096
5804700;5785642;66;4650;66;66;4650;66;66;4650;17;5036;16;5036
5804701;5785642;62;4351;62;62;4351;62;62;4351;16;3695;15;3695
5804702;5785642;63;4415;63;63;4415;63;63;4415;15;4033;15;4033
5804703;5785642;65;4564;65;65;4564;65;65;4564;15;4207;14;4207
5804704;5785642;67;4713;67;67;4713;67;67;4713;17;4606;17;4606
5804705;5785642;142;9953;131;115;12662;135;115;12662;25;10186;25;10186
5804706;5785642;142;9914;130;115;12623;135;115;12623;29;10475;28;10475
5804707;5785642;146;10188;135;118;12897;136;118;12897;30;10988;29;10988
5806593;5785642;103;7236;103;103;7236;103;103;7236;32;13526;30;13526
5806594;5785642;98;6874;98;98;6874;98;98;6874;32;13179;30;13179
5806595;5785642;97;6794;97;97;6794;97;97;6794;31;13061;29;13061
5806596;5785642;107;7478;107;107;7478;107;107;7478;34;15298;32;15298
5806597;5785642;112;7853;112;112;7853;112;112;7853;29;11928;28;11928
5806598;5785642;117;8163;117;117;8163;117;117;8163;29;11691;27;11691
5806599;5785642;95;6638;89;77;7797;92;77;7797;21;6921;20;6921
5806600;5785642;92;6410;89;74;7569;89;74;7569;21;6778;21;6778
5806601;5785642;89;6211;77;65;6183;85;65;6183;20;6632;19;6632
5806602;5785642;89;6197;77;64;6112;85;64;6112;21;6834;20;6834
5806603;5785642;91;6346;78;66;6261;86;66;6261;18;5102;18;5102
5806604;5785642;67;4687;67;67;4687;67;67;4687;16;4979;16;4979
5806605;5785642;62;4374;62;62;4374;62;62;4374;17;4842;17;4842
5806606;5785642;57;4013;57;57;4013;57;57;4013;15;4021;15;4021
5806607;5785642;60;4196;60;60;4196;60;60;4196;16;4053;16;4053
5806608;5785642;65;4516;65;65;4516;65;65;4516;18;4398;17;4398
5806609;5785642;69;4836;69;69;4836;69;69;4836;17;4579;17;4579
5806610;5785642;137;9598;123;110;12307;130;110;12307;26;9923;25;9923
5806611;5785642;139;9758;130;112;12467;134;112;12467;29;10328;28;10328
5806612;5785642;143;10004;131;116;12713;135;116;12713;31;10478;30;10478
5806613;5785642;166;11621;159;139;14329;153;139;14329;30;11777;29;11777
5808496;5785642;108;7582;108;108;7582;108;108;7582;34;13920;32;13920
5808497;5785642;108;7563;108;108;7563;108;108;7563;34;13905;32;13905
5808498;5785642;107;7466;107;107;7466;107;107;7466;33;13695;31;13695
5808499;5785642;101;7078;101;101;7078;101;101;7078;30;12637;29;12637
5808500;5785642;105;7369;105;105;7369;105;105;7369;34;15549;32;15549
5808501;5785642;117;8204;117;117;8204;117;117;8204;28;11803;27;11803
5808502;5785642;117;8216;117;117;8216;117;117;8216;30;11678;29;11678
5808503;5785642;96;6736;90;79;7895;92;79;7895;23;7050;23;7050
5808504;5785642;92;6423;89;74;7583;89;74;7583;21;6670;20;6670
5808505;5785642;86;6044;82;69;7203;83;69;7203;20;6349;19;6349
5808506;5785642;85;5958;81;67;7117;83;67;7117;19;6322;19;6322
5808507;5785642;64;4502;64;64;4502;64;64;4502;16;4876;16;4876
5808508;5785642;62;4317;62;62;4317;62;62;4317;16;4578;15;4578
5808509;5785642;56;3903;56;56;3903;56;56;3903;15;4289;15;4289
5808510;5785642;56;3930;56;56;3930;56;56;3930;17;4352;17;4352
5808511;5785642;64;4466;64;64;4466;64;64;4466;19;4271;19;4271
5808512;5785642;137;9572;123;110;12281;130;110;12281;19;4457;18;4457
5808513;5785642;134;9371;123;107;12080;128;107;12080;25;9412;24;9412
5808514;5785642;133;9286;123;106;11994;127;106;11994;25;9672;24;9672
5808515;5785642;137;9577;123;110;12286;130;110;12286;25;9936;24;9936
5808516;5785642;140;9814;130;113;12523;134;113;12523;29;10396;28;10396
5808517;5785642;146;10225;135;119;12934;136;119;12934;32;10581;31;10581
5808518;5785642;152;10610;146;124;13319;141;124;13319;33;12056;32;12056
5810399;5785642;113;7933;113;113;7933;113;113;7933;34;14364;32;14364
5810400;5785642;112;7857;112;112;7857;112;112;7857;36;14181;34;14181
5810401;5785642;111;7751;111;111;7751;111;111;7751;35;14041;33;14041
5810402;5785642;103;7220;103;103;7220;103;103;7220;31;13147;29;13147
5810403;5785642;103;7234;103;103;7234;103;103;7234;30;12608;28;12608
5810404;5785642;107;7475;107;107;7475;107;107;7475;37;15556;34;15556
5810405;5785642;118;8261;118;118;8261;118;118;8261;30;11845;28;11845
5810406;5785642;120;8366;120;120;8366;120;120;8366;29;11415;28;11415
5810407;5785642;122;8531;122;122;8531;122;122;8531;22;6798;21;6798
5810408;5785642;91;6359;89;73;7518;88;73;7518;20;6464;19;6464
5810409;5785642;82;5747;76;64;6906;80;64;6906;19;6088;18;6088
5810410;5785642;79;5558;73;62;6740;77;62;6740;19;5910;19;5910
5810411;5785642;65;4573;65;65;4573;65;65;4573;17;4824;17;4824
5810412;5785642;63;4420;63;63;4420;63;63;4420;16;4702;15;4702
5810413;5785642;62;4372;62;62;4372;62;62;4372;16;4802;15;4802
5810414;5785642;58;4063;58;58;4063;58;58;4063;17;4606;17;4606
5810415;5785642;64;4471;64;64;4471;64;64;4471;20;4923;20;4923
5810416;5785642;129;9016;122;102;11724;121;102;11724;26;9200;25;9200
5810417;5785642;128;8984;122;101;11692;121;101;11692;24;9279;24;9279
5810418;5785642;132;9242;122;105;11950;126;105;11950;26;9709;25;9709
5810419;5785642;140;9776;130;113;12485;134;113;12485;28;10061;27;10061
5810420;5785642;143;9997;131;116;12706;135;116;12706;30;10464;29;10464
5810421;5785642;146;10213;135;119;12922;136;119;12922;31;10571;30;10571
5810422;5785642;149;10455;145;122;13164;141;122;13164;30;11890;29;11890
5810423;5785642;203;14244;188;166;16907;177;154;16957;36;14797;34;14797
5810457;5785642;256;17892;198;178;39725;188;176;38927;50;23093;46;23093
5810458;5785642;254;17756;195;174;39469;185;173;38671;51;23648;47;23648
5810462;5785642;275;19245;186;162;39352;171;158;59467;54;25074;49;25074
5810463;5785642;275;19228;174;152;39451;165;152;39451;54;25146;49;25146
5810464;5785642;278;19458;177;150;39333;165;150;39333;55;25555;50;25555
5812300;5785642;120;8385;119;113;11265;120;120;8385;34;15087;32;15087
5812301;5785642;117;8221;117;117;8221;117;117;8221;36;14546;34;14546
5812302;5785642;118;8257;118;118;8257;118;118;8257;39;14523;37;14523
5812303;5785642;111;7793;111;111;7793;111;111;7793;35;14106;34;14106
5812304;5785642;108;7546;108;108;7546;108;108;7546;31;12918;29;12918
5812305;5785642;109;7604;109;109;7604;109;109;7604;32;14415;30;14415
5812306;5785642;133;9281;124;112;9283;126;112;9283;30;11895;29;11895
5812307;5785642;135;9420;125;114;9422;126;114;13529;29;11584;28;11584
5812308;5785642;151;10570;136;121;16659;126;104;12880;28;11018;26;11018
5812309;5785642;151;10583;136;121;16671;129;104;12893;21;6731;20;6731
5812310;5785642;154;10780;139;124;16868;129;107;13090;20;6538;20;6538
5812311;5785642;81;5693;76;64;6894;80;64;6894;19;6092;18;6092
5812312;5785642;77;5394;74;63;6814;75;63;6814;18;5840;18;5840
5812313;5785642;75;5222;72;66;7538;74;66;7538;18;5550;17;5550
5812314;5785642;67;4674;67;67;4674;67;67;4674;17;5093;16;5093
5812315;5785642;64;4484;64;64;4484;64;64;4484;16;4927;16;4927
5812316;5785642;68;4776;68;68;4776;68;68;4776;19;5366;19;5366
5812317;5785642;72;5022;72;72;5022;72;72;5022;19;4828;19;4828
5812318;5785642;127;8880;119;100;11588;116;100;11588;24;9058;23;9058
5812319;5785642;125;8733;113;98;11442;111;98;11442;26;9288;25;9288
5812320;5785642;137;9575;123;110;12284;130;110;12284;25;9777;24;9777
5812321;5785642;137;9597;123;110;12306;130;110;12306;28;10146;27;10146
5812322;5785642;150;10482;132;115;13332;137;115;13332;31;10573;30;10573
5812323;5785642;149;10417;136;119;13589;137;119;13589;34;10826;33;10826
5812324;5785642;150;10532;146;123;13241;141;123;13241;39;14985;37;14985
5812325;5785642;203;14204;188;166;16868;174;153;16918;36;14804;34;14804
5812353;5785642;229;16020;219;202;40464;198;182;27177;49;21617;45;21617
5812354;5785642;232;16225;218;198;41145;200;182;27180;49;21836;45;21836
5812355;5785642;240;16776;217;194;40872;205;187;40074;48;21974;44;21974
5812356;5785642;238;16658;217;192;40732;203;185;39934;50;22395;46;22395
5812358;5785642;269;18829;200;182;40015;193;180;39217;54;23075;50;23075
5812359;5785642;266;18627;198;179;39813;191;177;39015;51;23104;47;23104
5812360;5785642;261;18292;195;174;39478;185;173;38680;52;24054;47;24054
5812361;5785642;259;18154;192;170;39169;182;168;38370;52;24026;47;24026
5812362;5785642;261;18265;184;153;38701;182;162;37903;56;24631;51;24631
5812363;5785642;266;18634;177;151;38588;180;160;37786;52;24561;48;24561
5812364;5785642;269;18834;184;164;38788;171;155;37762;54;24803;49;24803
5812365;5785642;274;19150;184;167;38751;171;156;59342;55;25272;50;25272
5812366;5785642;282;19717;179;151;39428;165;151;39428;57;25951;52;25951
5814173;5785642;282;19729;211;172;40030;201;168;42210;59;26303;54;26292
5814174;5785642;292;20408;211;182;40709;207;178;42889;60;26943;55;26932
5814175;5785642;293;20499;217;183;40801;207;179;42980;58;25445;53;25434
5814176;5785642;250;17477;225;212;42870;234;208;45243;52;23830;47;23819
5814201;5785642;122;8549;121;110;11078;122;122;8549;35;15107;33;15107
5814202;5785642;123;8590;122;114;11328;123;123;8590;37;14767;35;14767
5814203;5785642;123;8602;123;123;8602;123;123;8602;37;14469;35;14469
5814204;5785642;115;8036;114;110;9164;115;115;8036;32;12951;30;12951
5814205;5785642;112;7807;110;106;8895;111;106;8895;30;12584;28;12584
5814206;5785642;112;7844;111;106;8892;112;106;8892;33;14268;31;14268
5814207;5785642;129;9038;120;108;9040;123;111;13337;28;11528;27;11528
5814208;5785642;131;9200;122;110;9202;123;110;13309;29;11475;27;11475
5814209;5785642;149;10422;133;119;16511;126;102;12732;27;10845;26;10845
5814210;5785642;148;10359;133;118;16448;126;101;12669;29;10837;28;10837
5814211;5785642;151;10576;136;121;16665;126;104;12886;23;6781;22;6781
5814212;5785642;82;5774;80;68;7138;81;68;7138;20;6252;20;6252
5814213;5785642;78;5428;76;68;7166;77;68;7166;21;6172;20;6172
5814214;5785642;73;5077;71;64;7392;72;64;7392;17;5421;17;5421
5814215;5785642;70;4874;69;63;7340;70;70;4874;19;5364;18;5364
5814216;5785642;69;4795;69;69;4795;69;69;4795;17;5172;17;5172
5814217;5785642;71;4959;71;71;4959;71;71;4959;21;5848;21;5848
5814218;5785642;79;5516;79;79;5516;79;70;8331;20;5461;20;5461
5814219;5785642;124;8675;113;97;11384;111;97;11384;24;8968;23;8968
5814220;5785642;121;8491;110;94;11200;109;94;11200;26;9048;25;9048
5814221;5785642;141;9841;130;114;12550;135;114;12550;29;10127;28;10127
5814222;5785642;141;9861;130;114;12569;135;114;12569;30;10317;29;10317
5814223;5785642;149;10451;125;112;13114;135;112;13114;33;10747;32;10747
5814224;5785642;149;10404;125;111;13068;135;111;13068;34;10835;33;10835
5814225;5785642;203;14200;188;166;16863;174;153;16913;39;15035;37;15035
5814226;5785642;200;13965;181;153;16617;168;150;16679;37;14860;35;14860
5814227;5785642;195;13651;174;150;16364;168;145;16364;36;14726;34;14726
5814253;5785642;231;16182;212;194;39950;195;180;40867;53;21665;49;21665
5814254;5785642;253;17718;195;176;38647;183;162;39564;53;21879;49;21879
5814255;5785642;252;17665;195;175;38594;177;161;39511;52;22054;48;22054
5814256;5785642;242;16938;217;196;41034;205;189;40235;51;22456;46;22456
5814257;5785642;248;17384;227;202;41458;212;195;40659;50;22940;46;22940
5814258;5785642;244;17086;221;198;41160;209;191;40361;51;22781;46;22781
5814259;5785642;247;17306;227;213;64591;212;194;40582;54;23051;49;23051
5814260;5785642;266;18604;198;179;39790;191;177;38991;55;25477;51;25477
5814261;5785642;262;18349;195;175;39535;188;173;38736;53;24248;48;24248
5814262;5785642;264;18446;188;167;38969;182;165;38170;52;24122;47;24122
5814263;5785642;264;18498;188;165;38856;182;164;38058;52;24381;48;24381
5814264;5785642;269;18857;179;153;38694;174;158;37640;52;24438;48;24438
5814265;5785642;269;18796;174;150;38266;171;154;37391;53;24675;48;24675
5814266;5785642;277;19378;186;165;38616;177;159;37740;55;25135;50;25135
5814267;5785642;291;20338;188;167;60322;171;158;60322;58;26568;53;26568
5814268;5785642;291;20341;179;150;39590;165;152;39468;58;26433;52;26433
5816065;5785642;289;20207;211;178;40485;207;174;42665;57;26598;53;26587
5816068;5785642;279;19539;198;168;39774;201;164;41954;56;25906;52;25895
5816069;5785642;282;19752;211;171;39986;201;167;42166;55;25225;51;25213
5816070;5785642;267;18706;177;147;37952;189;153;41144;56;25220;51;25209
5816071;5785642;267;18701;184;147;38007;189;153;41199;56;25064;51;25053
5816072;5785642;268;18794;184;149;38100;189;155;41292;53;24237;49;24226
5816073;5785642;254;17763;191;153;38392;189;159;41584;54;24101;49;24089
5816074;5785642;249;17405;197;177;40377;201;173;42556;53;23759;49;23747
5816075;5785642;251;17538;228;213;42932;236;209;45304;52;23903;48;23892
5816099;5785642;136;9523;135;120;11755;136;136;9523;34;15515;32;15515
5816100;5785642;128;8940;124;119;76377;128;128;8940;33;14597;31;14597
5816101;5785642;133;9330;127;117;76292;133;119;10344;35;14626;33;14626
5816102;5785642;137;9602;128;117;76287;136;119;10339;33;14136;32;14136
5816103;5785642;119;8305;114;107;8935;117;107;8935;31;12859;29;12859
5816104;5785642;115;8076;113;103;8666;115;103;8666;30;12608;28;12608
5816105;5785642;124;8675;116;103;8677;120;103;8677;33;14019;30;14019
5816106;5785642;127;8877;116;106;8879;121;106;8879;28;11497;27;11497
5816107;5785642;132;9220;122;111;9222;121;106;12974;28;11150;26;11150
5816108;5785642;147;10279;133;117;16368;126;100;12589;27;11258;26;11258
5816109;5785642;144;10053;128;114;16142;126;97;12363;28;10564;27;10564
5816110;5785642;143;10012;129;113;16100;123;96;12322;28;10277;27;10277
5816111;5785642;139;9739;127;109;15828;120;92;12049;30;10231;28;10231
5816112;5785642;137;9619;127;108;15708;116;91;11929;29;9985;28;9985
5816113;5785642;76;5318;75;68;7859;75;68;7859;19;5482;19;5482
5816114;5785642;75;5221;72;64;7574;74;64;7574;18;5537;17;5537
5816115;5785642;75;5239;72;64;7882;74;64;7882;17;5606;17;5606
5816116;5785642;74;5163;72;65;7978;73;65;7978;20;5747;20;5747
5816117;5785642;77;5409;76;69;8224;77;69;8224;20;5737;20;5737
5816118;5785642;118;8284;104;91;10993;107;91;10993;23;8400;22;8400
5816119;5785642;119;8311;104;92;11020;107;92;11020;27;8946;26;8946
5816120;5785642;153;10691;134;116;13354;137;116;13354;32;10382;31;10382
5816121;5785642;151;10557;133;114;13220;137;114;13220;29;10253;28;10253
5816122;5785642;145;10158;125;108;12821;133;108;12821;29;10453;28;10453
5816123;5785642;145;10142;125;108;12806;133;108;12806;32;10689;31;10689
5816124;5785642;146;10214;125;109;12878;134;109;12878;33;10778;32;10778
5816125;5785642;200;14023;186;163;16687;171;150;16737;40;15116;38;15116
5816126;5785642;198;13871;174;151;16522;168;148;16584;39;14890;36;14890
5816127;5785642;192;13436;170;147;16149;165;142;16149;35;14388;33;14388
5816152;5785642;237;16571;198;179;38907;183;165;39824;53;21509;49;21509
5816153;5785642;252;17621;195;174;38550;177;160;39467;52;20722;48;20722
5816154;5785642;249;17406;195;171;38334;171;157;39251;54;21978;50;21978
5816155;5785642;250;17486;195;172;38414;174;158;39331;54;22075;50;22075
5816156;5785642;248;17362;227;202;41436;212;195;40638;51;22991;47;22991
5816157;5785642;247;17286;227;213;64571;212;194;40562;53;22952;49;22952
5816158;5785642;292;20466;195;174;38487;182;168;37612;56;25508;51;25508
5816159;5785642;292;20427;192;170;38100;182;167;37573;56;25458;51;25458
5816160;5785642;269;18811;192;170;38099;182;167;37572;54;24705;49;24705
5816161;5785642;267;18693;195;178;38792;182;172;37917;55;25618;51;25618
5816162;5785642;282;19732;174;152;37932;174;156;37057;55;25622;50;25622
5816163;5785642;273;19082;174;150;38273;171;154;37398;55;25247;51;25247
5816164;5785642;272;19025;174;150;38255;171;154;37380;53;24909;49;24909
5816165;5785642;275;19248;179;152;40449;171;156;60600;54;25204;50;25204
5816166;5785642;280;19585;188;168;61090;174;158;60712;55;25522;50;25522
5816167;5785642;286;20026;179;151;39605;171;156;60133;59;26304;54;26304
5817963;5785642;293;20527;217;183;40805;207;179;42985;58;26964;53;26953
5817964;5785642;289;20260;211;179;40538;207;175;42718;59;26752;54;26741
5817965;5785642;287;20097;211;177;40375;201;173;42555;58;26369;53;26358
5817966;5785642;283;19834;211;173;40113;201;169;42293;58;26255;53;26244
5817967;5785642;273;19124;191;152;38346;189;158;41538;56;25609;52;25581
5817968;5785642;268;18794;184;148;38017;189;154;41209;54;25150;50;25139
5817969;5785642;265;18517;177;144;37740;189;150;40932;55;24951;50;24939
5817970;5785642;264;18450;177;144;37756;189;150;40948;54;24607;49;24596
5817971;5785642;256;17933;184;148;38021;189;154;41213;53;24286;48;24275
5817972;5785642;251;17589;184;152;38321;189;158;41513;52;23956;48;23944
5817973;5785642;246;17250;197;175;40222;201;171;42401;51;23604;47;23593
5817974;5785642;244;17111;194;173;40083;201;169;42262;51;23396;46;23385
5817975;5785642;238;16627;197;175;40222;201;171;42402;51;23075;47;23063
5817976;5785642;236;16488;197;180;40606;207;176;42786;50;22718;46;22706
5817977;5785642;228;15972;196;184;40862;207;180;43042;50;22408;46;22397
5817997;5785642;137;9579;136;121;11812;137;137;9579;37;15583;35;15583
5817998;5785642;138;9635;136;122;11867;138;138;9635;37;15700;35;15700
